arm,source,seed,step,partition,event,identity,risk,total
G30,6bba,20260916,1152,fit,0.40861619566021545,0.11753983999369666,0.186519075272372,0.624520227080211
G30,6bba,20260916,1152,calibration,0.18316007641260512,0.15221588301938027,0.025267615739721805,0.24648166354745626
G30,6bba,20260916,1280,fit,0.43075896007940173,0.12138912815134972,0.18982827971922234,0.6509345328086056
G30,6bba,20260916,1280,calibration,0.09709559305338189,0.1587940829776926,0.02253630376071669,0.1593304198468104
G30,6bba,20260916,1408,fit,0.447588151074342,0.1246536165708676,0.184087005793117,0.6628385466756299
G30,6bba,20260916,1408,calibration,0.20974884783208836,0.15210160941933282,0.030923029960831627,0.27869727660436183
G30,6bba,20260916,1536,fit,0.4690591746784776,0.13526957161957398,0.18868070244207047,0.6915572820580564
G30,6bba,20260916,1536,calibration,0.2005024396785302,0.15790440113050863,0.023864611401222646,0.26384314737515524
G30,6bba,20260916,1664,fit,0.5093601913623615,0.13418352970620617,0.2016676211496815,0.7445736882509664
G30,6bba,20260916,1664,calibration,0.0500863578163262,0.17064469131582882,0.014996183381299488,0.10774371301522478
G30,6bba,20260916,1792,fit,0.43891450583032565,0.12866266537457705,0.17804100830107927,0.6491211784305051
G30,6bba,20260916,1792,calibration,0.12789682532456936,0.16200263262726367,0.04420859005767852,0.21260607079602778
G30,6bba,20260916,1920,fit,0.4760666418537767,0.1316042923135683,0.18541382544208318,0.6943815388949588
G30,6bba,20260916,1920,calibration,0.2075147804862354,0.16234192409319803,0.027337289095157757,0.2754375523654744
G30,6bba,20260916,2048,fit,0.46229931755851794,0.14079872809816152,0.19152607646537945,0.6890250859432854
G30,6bba,20260916,2048,calibration,0.1518725557543803,0.1618977669859305,0.020172861943137832,0.21251985989511013
G30,6bba,20260916,2176,fit,0.4728597081211774,0.13547337747877464,0.18079022876918316,0.6875182695803232
G30,6bba,20260916,2176,calibration,0.30746186438773293,0.1640613166091498,0.03283840787480585,0.38131560292094946
G30,6bba,20260916,2304,fit,0.5157906279482631,0.14507256232900545,0.185666872857837,0.73772562679369
G30,6bba,20260916,2304,calibration,0.3027439223806141,0.1673053221020382,0.025349733914481476,0.3699199855327606
G30,6bba,20260916,2432,fit,0.4698495959714819,0.1314447436889168,0.18264004332013428,0.6853508106432855
G30,6bba,20260916,2432,calibration,0.10121384235208097,0.1632763937523123,0.024409558973275125,0.16644250054378062
G30,6bba,20260916,2560,fit,0.4475341336553811,0.12908186216372997,0.1819789415167179,0.6617835417855531
G30,6bba,20260916,2560,calibration,0.10979283641609072,0.1575340585113736,0.025040798063855618,0.17421714722877368
G30,6bba,20260916,2688,fit,0.4564459760151749,0.14307816576911137,0.172537186590489,0.6647526929154992
G30,6bba,20260916,2688,calibration,0.24833744506031508,0.17303569172509015,0.041380441398359835,0.3329768142430112
G30,6bba,20260916,2816,fit,0.4894965843863588,0.13413714979833458,0.1863001563178841,0.7093310329655651
G30,6bba,20260916,2816,calibration,0.08692706396141148,0.16994487393822055,0.020480866165598854,0.1498941500321962
G30,6bba,20260916,2944,fit,0.5260785007408231,0.1419871004181914,0.1823539494362194,0.7439292332564946
G30,6bba,20260916,2944,calibration,0.052969846612541005,0.17256992639158852,0.023698543111095205,0.11981087148888037
G30,6bba,20260916,3072,fit,0.4767208531646929,0.14036059100180864,0.17914355607354082,0.6909545602975413
G30,6bba,20260916,3072,calibration,0.0816671503289399,0.16512950611650012,0.028397170535754412,0.15134669770486653
G30,6bba,20260916,3200,fit,0.48880031494377363,0.14257589861517772,0.1845322111621499,0.7089765042182989
G30,6bba,20260916,3200,calibration,0.1878830914502032,0.1631047199771274,0.02381772930675652,0.2524770058807917
G30,6bba,20260916,3328,fit,0.4619853216647698,0.13383401924511418,0.18771333526819944,0.6831571371294558
G30,6bba,20260916,3328,calibration,0.1753878161434841,0.15883358079008758,0.020065714095835574,0.2351619265973568
G30,6bba,20260916,3456,fit,0.5063802028216742,0.13739320664899424,0.18369384860852733,0.7244223387679085
G30,6bba,20260916,3456,calibration,0.261946890008403,0.14842875103931874,0.025097739970078692,0.32415181829128414
G30,6bba,20260916,3584,fit,0.46140238753014273,0.14028145879274234,0.18738124310038984,0.6838539892924018
G30,6bba,20260916,3584,calibration,0.2290156874078093,0.15786181762814522,0.021914270459092222,0.2903954100329429
G30,6bba,20260916,3712,fit,0.438039813472642,0.1366098661965225,0.17654691817006096,0.6487391943810508
G30,6bba,20260916,3712,calibration,0.10582113490454503,0.16853581175382715,0.0267866360663902,0.17474172514630482
G30,6bba,20260916,3840,fit,0.4814461722528449,0.1356845342379529,0.18822607130277902,0.7035933941660915
G30,6bba,20260916,3840,calibration,0.08660596827758127,0.1645779529644642,0.018984254857059568,0.14673471020068973
G30,6bba,20260916,3968,fit,0.47335577583965005,0.13485439657233655,0.1863964538788423,0.6934658119280357
G30,6bba,20260916,3968,calibration,0.14056411179626593,0.16551392784458585,0.02025065121415537,0.2021932433708571
G30,6bba,20260916,4096,fit,0.485876508382205,0.13661610338022,0.18829032441135496,0.7083208741678391
G30,6bba,20260916,4096,calibration,0.11503677401924506,0.16499070636928082,0.019008419403689913,0.17529286787612364
J_uniform,44b6,20260916,2176,fit,0.12959948722573245,0.09164705747389235,0.06708386370155495,0.2195951147878077
J_uniform,44b6,20260916,2176,calibration,0.37343680758226583,0.088455029821489,0.12483537996013183,0.5203859539178666
J_uniform,44b6,20260916,2304,fit,0.09075182854166997,0.09364617583196377,0.07683134476974374,0.19099471753361286
J_uniform,44b6,20260916,2304,calibration,0.45207359057573626,0.07038554157770704,0.15594844800943974,0.6256184390731505
J_uniform,44b6,20260916,2432,fit,0.09391900791342778,0.10085578235884896,0.05893443293462042,0.17806738940998912
J_uniform,44b6,20260916,2432,calibration,0.3098070533628743,0.0730724906316027,0.11491875376668759,0.44299393944675103
J_uniform,44b6,20260916,2560,fit,0.04049421502850237,0.0793155289356946,0.05447279001236893,0.11479588830115972
J_uniform,44b6,20260916,2560,calibration,0.3301668953927219,0.06893687647243496,0.12787592166569084,0.4752770471823169
J_uniform,44b6,20260916,2688,fit,0.05342537268234082,0.10338834451977164,0.061649644376302604,0.14092210191302001
J_uniform,44b6,20260916,2688,calibration,0.30993281955284147,0.05549720179988071,0.12528408503567334,0.44909121665841667
J_uniform,44b6,20260916,2816,fit,0.05320601925336632,0.12160094493810902,0.08559393422547146,0.1692001923402131
J_uniform,44b6,20260916,2816,calibration,0.4461085119135646,0.058182695604045875,0.15179806089145131,0.612452243680309
J_uniform,44b6,20260916,2944,fit,0.04080571071608574,0.08118807918799575,0.05317125951114576,0.11427398842351977
J_uniform,44b6,20260916,2944,calibration,0.3268320571822869,0.062148625307600014,0.12510138443758478,0.4674705875222571
J_uniform,44b6,20260916,3072,fit,0.04040769185232307,0.11400368793692905,0.09007693078820012,0.15898554687009891
J_uniform,44b6,20260916,3072,calibration,0.4583396046146557,0.05513376223098021,0.15938809598628723,0.6315111338844872
J_uniform,44b6,20260916,3200,fit,0.03695191729457292,0.07610317850048887,0.0597672956137103,0.11574501062568743
J_uniform,44b6,20260916,3200,calibration,0.3154091564107375,0.05813274931279011,0.13110184493416455,0.4610441921686288
J_uniform,44b6,20260916,3328,fit,0.04414626714742553,0.12043314597758581,0.0859368045021256,0.1601913633858203
J_uniform,44b6,20260916,3328,calibration,0.40090195693552033,0.05690395703641116,0.1306675833729969,0.5457955406163819
J_uniform,44b6,20260916,3456,fit,0.030396878074128608,0.06651820099068573,0.0454221807549402,0.09244860869512195
J_uniform,44b6,20260916,3456,calibration,0.3745352698477973,0.05332156061194837,0.1400274718507717,0.5278931468274095
J_uniform,44b6,20260916,3584,fit,0.023535095147224183,0.09834605256037321,0.07757793121891154,0.12569954066202627
J_uniform,44b6,20260916,3584,calibration,0.3497366078090316,0.05593130744091468,0.1422823186567257,0.5060017423820682
J_uniform,44b6,20260916,3712,fit,0.021296538933654574,0.07736686265707249,0.05376575406262418,0.09440400839230279
J_uniform,44b6,20260916,3712,calibration,0.3416281279075548,0.04971680755261332,0.13949409239012311,0.49355142184504075
J_uniform,44b6,20260916,3840,fit,0.03021304346998477,0.05811474362417357,0.03431802380873705,0.07905975327230408
J_uniform,44b6,20260916,3840,calibration,0.26536239236554415,0.04430421095821657,0.12100045044826402,0.3974388881979394
J_uniform,44b6,20260916,3968,fit,0.023167275635444184,0.0603021647548303,0.03443790316578088,0.0726807194732828
J_uniform,44b6,20260916,3968,calibration,0.2724827479689189,0.044984888067119755,0.1310965022912569,0.41482549082138576
J_uniform,44b6,20260916,4096,fit,0.0202148450759978,0.06187941288226284,0.037931189009213995,0.07361588576532085
J_uniform,44b6,20260916,4096,calibration,0.2681816298524762,0.04496244273468619,0.1298782939920784,0.4093005307004205
prefix,44b6,20260916,1,fit,4.559839338064194,0.6931205168366432,0.6931193191558123,5.426238786429167
prefix,44b6,20260916,1,calibration,3.892869744449854,0.6064789444208145,0.6931195948272943,4.737609088420868
prefix,44b6,20260916,128,fit,0.28883149156172294,0.16159725963370875,0.09748476569075137,0.42671557964058593
prefix,44b6,20260916,128,calibration,0.3760813264816534,0.07824727075058036,0.119715337845264,0.5153584883082658
prefix,44b6,20260916,256,fit,0.44668335161441064,0.16783670475706458,0.10743725236534374,0.5960797683655983
prefix,44b6,20260916,256,calibration,0.4056057473067085,0.08145410128054209,0.1396025196518167,0.5655717863119207
prefix,44b6,20260916,384,fit,0.2661157691063636,0.16736294407746755,0.11468471535408753,0.4226412301941309
prefix,44b6,20260916,384,calibration,0.40266379699960453,0.06508893345016986,0.14307014400401386,0.5620061670779251
prefix,44b6,20260916,512,fit,0.258991163373139,0.15492600772995502,0.0970989353954792,0.39482159257750027
prefix,44b6,20260916,512,calibration,0.48579142432390654,0.07161676228861324,0.1359898584050825,0.639685465284856
prefix,44b6,20260916,640,fit,0.22482261544428184,0.17605892260326073,0.10700137284584343,0.3758387184352614
prefix,44b6,20260916,640,calibration,0.3842100297147226,0.06490384362405166,0.12672260531689972,0.5271586069138721
prefix,44b6,20260916,768,fit,0.20936480193267926,0.16177073543076403,0.10087914777977858,0.3506866331154015
prefix,44b6,20260916,768,calibration,0.40134669293684055,0.0682484220888,0.12928378142532893,0.5476925870461855
prefix,44b6,20260916,896,fit,0.17947084466504748,0.16416094853775576,0.10639881542374496,0.32690990090486594
prefix,44b6,20260916,896,calibration,0.37888150867911463,0.0660865958489012,0.1391251073218882,0.5345282724301796
prefix,44b6,20260916,1024,fit,0.3340002861115181,0.15675087965792045,0.10384389013415785,0.4770318740629591
prefix,44b6,20260916,1024,calibration,0.4991024648972484,0.07658811839064583,0.13834865387616446,0.6565981595485937
prefix,44b6,20260916,1152,fit,0.20947575381433126,0.16548648831667379,0.09797115893888986,0.3488185312016867
prefix,44b6,20260916,1152,calibration,0.4076144953280618,0.06907498139480595,0.1342004606340197,0.55908368639939
prefix,44b6,20260916,1280,fit,0.16726095719786827,0.14355306420475245,0.08387405591201968,0.2870232880814001
prefix,44b6,20260916,1280,calibration,0.3308942576186382,0.08074880257481709,0.13143381600093562,0.48251526744570583
prefix,44b6,20260916,1408,fit,0.21974123715517635,0.15865614064387046,0.10594746917195152,0.36535275078495033
prefix,44b6,20260916,1408,calibration,0.2924716092111339,0.07644329671165906,0.12051495623018127,0.4320973847352434
prefix,44b6,20260916,1536,fit,0.2237387945028786,0.14291398812201805,0.09807587939940277,0.35754317566170357
prefix,44b6,20260916,1536,calibration,0.38826198024162295,0.07243442375329323,0.12810470785188954,0.5344752785313176
prefix,44b6,20260916,1664,fit,0.1204618140218372,0.12952361935458612,0.0865360750540276,0.23937879601726308
prefix,44b6,20260916,1664,calibration,0.3256251208667891,0.06583289115224034,0.12142996297916397,0.4635132993425941
prefix,44b6,20260916,1792,fit,0.2902681465523642,0.13303136320610065,0.12029599513425637,0.4438219756593753
prefix,44b6,20260916,1792,calibration,0.5049992439768118,0.07124772152747028,0.17204191078508302,0.6948530776971893
prefix,44b6,20260916,1920,fit,0.11810990320418568,0.113209616887616,0.07635671915340936,0.22276902533485554
prefix,44b6,20260916,1920,calibration,0.37474484831523114,0.07360734278336167,0.12438959303835873,0.5175362744048471
prefix,44b6,20260916,2048,fit,0.13160129411267008,0.11278109294653405,0.073883802331693,0.2336803734942805
prefix,44b6,20260916,2048,calibration,0.25967766111580204,0.07192831606516847,0.11186924730282044,0.38952899177820655
