adj_edge_jaccard,arm,clips,division_fn,division_fp,division_jaccard,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,matched_nodes,n,n_adj,node_recall,num_pred_nodes,score,status,seed,target_met,node_identity_sha256
0.9229308300345328,P0,199,122,92,0.11934156378600823,29,5711,4996,0.9200247985120893,123172,pooled,130836,199,199,0.982494434312724,4108943,0.9348649864131336,verified,,,
0.9228326912443082,C4_m6,199,121,92,0.12345679012345678,30,5750,4968,0.9199258877408462,123133,pooled,130836,199,199,0.982494434312724,4108943,0.9351783702566538,verified,,,
0.9229308300345328,G30,199,122,92,0.11934156378600823,29,5711,4996,0.9200247985120893,123172,pooled,130836,199,199,0.982494434312724,4108943,0.9348649864131336,measured,20260916,False,16b1adc6abdd5f25eec7f519d078ff3f9d9f7b4104784e3614bb2f000961210d
