arm,embryo,dimension,stratum,metric,count,status
D00,6bba,density10,middle,edge_fn,590,measured
D00,6bba,density10,middle,edge_fp,869,measured
D00,6bba,density10,middle,edge_tp,9628,measured
D00,6bba,density10,no_assigned_observation,division_fn,2,measured
D00,6bba,density10,no_assigned_observation,edge_fn,2078,measured
D00,6bba,depth,high,division_fn,26,measured
D00,6bba,depth,high,division_fp,26,measured
D00,6bba,depth,high,division_tp,9,measured
D00,6bba,depth,high,edge_fn,1414,measured
D00,6bba,depth,high,edge_fp,1137,measured
D00,6bba,depth,high,edge_tp,30090,measured
D00,6bba,depth,low,division_fn,39,measured
D00,6bba,depth,low,division_fp,17,measured
D00,6bba,depth,low,division_tp,7,measured
D00,6bba,depth,low,edge_fn,1814,measured
D00,6bba,depth,low,edge_fp,1464,measured
D00,6bba,depth,low,edge_tp,35489,measured
D00,6bba,depth,middle,division_fn,38,measured
D00,6bba,depth,middle,division_fp,27,measured
D00,6bba,depth,middle,division_tp,6,measured
D00,6bba,depth,middle,edge_fn,1526,measured
D00,6bba,depth,middle,edge_fp,1308,measured
D00,6bba,depth,middle,edge_tp,38724,measured
D00,6bba,event_support,division_cross,division_fp,5,measured
D00,6bba,event_support,division_extra,division_fp,65,measured
D00,6bba,event_support,division_no_fork,division_fn,81,measured
D00,6bba,event_support,division_observation,division_fn,22,measured
D00,6bba,intensity,high,division_fn,33,measured
D00,6bba,intensity,high,division_fp,27,measured
D00,6bba,intensity,high,division_tp,9,measured
D00,6bba,intensity,high,edge_fn,674,measured
D00,6bba,intensity,high,edge_fp,978,measured
D00,6bba,intensity,high,edge_tp,27160,measured
D00,6bba,intensity,low,division_fn,18,measured
D00,6bba,intensity,low,division_fp,10,measured
D00,6bba,intensity,low,division_tp,6,measured
D00,6bba,intensity,low,edge_fn,727,measured
D00,6bba,intensity,low,edge_fp,1064,measured
D00,6bba,intensity,low,edge_tp,33293,measured
D00,6bba,intensity,middle,division_fn,50,measured
D00,6bba,intensity,middle,division_fp,33,measured
D00,6bba,intensity,middle,division_tp,7,measured
D00,6bba,intensity,middle,edge_fn,1275,measured
D00,6bba,intensity,middle,edge_fp,1867,measured
D00,6bba,intensity,middle,edge_tp,43850,measured
D00,6bba,intensity,no_assigned_observation,division_fn,2,measured
D00,6bba,intensity,no_assigned_observation,edge_fn,2078,measured
D00,6bba,local_contrast,high,division_fn,44,measured
D00,6bba,local_contrast,high,division_fp,29,measured
D00,6bba,local_contrast,high,division_tp,12,measured
D00,6bba,local_contrast,high,edge_fn,435,measured
D00,6bba,local_contrast,high,edge_fp,628,measured
D00,6bba,local_contrast,high,edge_tp,34184,measured
D00,6bba,local_contrast,low,division_fn,18,measured
D00,6bba,local_contrast,low,division_fp,8,measured
D00,6bba,local_contrast,low,division_tp,3,measured
D00,6bba,local_contrast,low,edge_fn,1263,measured
D00,6bba,local_contrast,low,edge_fp,1879,measured
D00,6bba,local_contrast,low,edge_tp,27026,measured
D00,6bba,local_contrast,middle,division_fn,39,measured
D00,6bba,local_contrast,middle,division_fp,33,measured
D00,6bba,local_contrast,middle,division_tp,7,measured
D00,6bba,local_contrast,middle,edge_fn,978,measured
D00,6bba,local_contrast,middle,edge_fp,1402,measured
D00,6bba,local_contrast,middle,edge_tp,43093,measured
D00,6bba,local_contrast,no_assigned_observation,division_fn,2,measured
D00,6bba,local_contrast,no_assigned_observation,edge_fn,2078,measured
D00,6bba,spatial_boundary,interior,division_fn,82,measured
D00,6bba,spatial_boundary,interior,division_fp,55,measured
D00,6bba,spatial_boundary,interior,division_tp,21,measured
D00,6bba,spatial_boundary,interior,edge_fn,2968,measured
D00,6bba,spatial_boundary,interior,edge_fp,2527,measured
D00,6bba,spatial_boundary,interior,edge_tp,70020,measured
D00,6bba,spatial_boundary,within_7um,division_fn,21,measured
D00,6bba,spatial_boundary,within_7um,division_fp,15,measured
D00,6bba,spatial_boundary,within_7um,division_tp,1,measured
D00,6bba,spatial_boundary,within_7um,edge_fn,1786,measured
D00,6bba,spatial_boundary,within_7um,edge_fp,1382,measured
D00,6bba,spatial_boundary,within_7um,edge_tp,34283,measured
D00,6bba,temporal_boundary,boundary,division_fn,4,measured
D00,6bba,temporal_boundary,boundary,edge_fn,265,measured
D00,6bba,temporal_boundary,boundary,edge_fp,114,measured
D00,6bba,temporal_boundary,boundary,edge_tp,4372,measured
D00,6bba,temporal_boundary,interior,division_fn,99,measured
D00,6bba,temporal_boundary,interior,division_fp,70,measured
D00,6bba,temporal_boundary,interior,division_tp,22,measured
D00,6bba,temporal_boundary,interior,edge_fn,4489,measured
D00,6bba,temporal_boundary,interior,edge_fp,3795,measured
D00,6bba,temporal_boundary,interior,edge_tp,99931,measured
D10_adapted,44b6,close_cells,isolated,division_fn,15,measured
D10_adapted,44b6,close_cells,isolated,division_fp,67,measured
D10_adapted,44b6,close_cells,isolated,division_tp,5,measured
D10_adapted,44b6,close_cells,isolated,edge_fn,651,measured
D10_adapted,44b6,close_cells,isolated,edge_fp,719,measured
D10_adapted,44b6,close_cells,isolated,edge_tp,14365,measured
D10_adapted,44b6,close_cells,within_7um_competitor,division_fn,4,measured
D10_adapted,44b6,close_cells,within_7um_competitor,division_fp,20,measured
D10_adapted,44b6,close_cells,within_7um_competitor,division_tp,2,measured
D10_adapted,44b6,close_cells,within_7um_competitor,edge_fn,329,measured
D10_adapted,44b6,close_cells,within_7um_competitor,edge_fp,458,measured
D10_adapted,44b6,close_cells,within_7um_competitor,edge_tp,4481,measured
D10_adapted,44b6,density10,high,division_fn,4,measured
D10_adapted,44b6,density10,high,division_fp,12,measured
D10_adapted,44b6,density10,high,division_tp,4,measured
D10_adapted,44b6,density10,high,edge_fn,331,measured
D10_adapted,44b6,density10,high,edge_fp,469,measured
D10_adapted,44b6,density10,high,edge_tp,5647,measured
D10_adapted,44b6,density10,low,division_fn,3,measured
D10_adapted,44b6,density10,low,division_fp,25,measured
D10_adapted,44b6,density10,low,division_tp,3,measured
D10_adapted,44b6,density10,low,edge_fn,57,measured
D10_adapted,44b6,density10,low,edge_fp,108,measured
D10_adapted,44b6,density10,low,edge_tp,3112,measured
D10_adapted,44b6,density10,middle,division_fn,12,measured
D10_adapted,44b6,density10,middle,division_fp,50,measured
D10_adapted,44b6,density10,middle,edge_fn,377,measured
D10_adapted,44b6,density10,middle,edge_fp,600,measured
D10_adapted,44b6,density10,middle,edge_tp,10087,measured
D10_adapted,44b6,density10,no_assigned_observation,edge_fn,215,measured
D10_adapted,44b6,depth,high,division_fn,6,measured
D10_adapted,44b6,depth,high,division_fp,21,measured
D10_adapted,44b6,depth,high,division_tp,1,measured
D10_adapted,44b6,depth,high,edge_fn,274,measured
D10_adapted,44b6,depth,high,edge_fp,336,measured
D10_adapted,44b6,depth,high,edge_tp,4478,measured
D10_adapted,44b6,depth,low,division_fn,4,measured
D10_adapted,44b6,depth,low,division_fp,18,measured
D10_adapted,44b6,depth,low,division_tp,1,measured
D10_adapted,44b6,depth,low,edge_fn,247,measured
D10_adapted,44b6,depth,low,edge_fp,256,measured
D10_adapted,44b6,depth,low,edge_tp,4481,measured
D10_adapted,44b6,depth,middle,division_fn,9,measured
D10_adapted,44b6,depth,middle,division_fp,48,measured
D10_adapted,44b6,depth,middle,division_tp,5,measured
D10_adapted,44b6,depth,middle,edge_fn,459,measured
D10_adapted,44b6,depth,middle,edge_fp,585,measured
D10_adapted,44b6,depth,middle,edge_tp,9887,measured
D10_adapted,44b6,event_support,division_cross,division_fp,1,measured
D10_adapted,44b6,event_support,division_extra,division_fp,86,measured
D10_adapted,44b6,event_support,division_no_fork,division_fn,16,measured
D10_adapted,44b6,event_support,division_observation,division_fn,2,measured
D10_adapted,44b6,event_support,division_topology,division_fn,1,measured
D10_adapted,44b6,intensity,high,division_fn,4,measured
D10_adapted,44b6,intensity,high,division_fp,24,measured
D10_adapted,44b6,intensity,high,division_tp,2,measured
D10_adapted,44b6,intensity,high,edge_fn,265,measured
D10_adapted,44b6,intensity,high,edge_fp,409,measured
D10_adapted,44b6,intensity,high,edge_tp,5854,measured
D10_adapted,44b6,intensity,low,division_fn,3,measured
D10_adapted,44b6,intensity,low,division_fp,14,measured
D10_adapted,44b6,intensity,low,division_tp,3,measured
D10_adapted,44b6,intensity,low,edge_fn,88,measured
D10_adapted,44b6,intensity,low,edge_fp,168,measured
D10_adapted,44b6,intensity,low,edge_tp,2565,measured
D10_adapted,44b6,intensity,middle,division_fn,12,measured
D10_adapted,44b6,intensity,middle,division_fp,49,measured
D10_adapted,44b6,intensity,middle,division_tp,2,measured
D10_adapted,44b6,intensity,middle,edge_fn,412,measured
D10_adapted,44b6,intensity,middle,edge_fp,600,measured
D10_adapted,44b6,intensity,middle,edge_tp,10427,measured
D10_adapted,44b6,intensity,no_assigned_observation,edge_fn,215,measured
D10_adapted,44b6,local_contrast,high,division_fn,5,measured
D10_adapted,44b6,local_contrast,high,division_fp,35,measured
D10_adapted,44b6,local_contrast,high,division_tp,3,measured
D10_adapted,44b6,local_contrast,high,edge_fn,176,measured
D10_adapted,44b6,local_contrast,high,edge_fp,285,measured
D10_adapted,44b6,local_contrast,high,edge_tp,6679,measured
D10_adapted,44b6,local_contrast,low,division_fn,3,measured
D10_adapted,44b6,local_contrast,low,division_fp,10,measured
D10_adapted,44b6,local_contrast,low,division_tp,2,measured
D10_adapted,44b6,local_contrast,low,edge_fn,111,measured
D10_adapted,44b6,local_contrast,low,edge_fp,194,measured
D10_adapted,44b6,local_contrast,low,edge_tp,1948,measured
D10_adapted,44b6,local_contrast,middle,division_fn,11,measured
D10_adapted,44b6,local_contrast,middle,division_fp,42,measured
D10_adapted,44b6,local_contrast,middle,division_tp,2,measured
D10_adapted,44b6,local_contrast,middle,edge_fn,478,measured
D10_adapted,44b6,local_contrast,middle,edge_fp,698,measured
D10_adapted,44b6,local_contrast,middle,edge_tp,10219,measured
D10_adapted,44b6,local_contrast,no_assigned_observation,edge_fn,215,measured
D10_adapted,44b6,spatial_boundary,interior,division_fn,17,measured
D10_adapted,44b6,spatial_boundary,interior,division_fp,64,measured
D10_adapted,44b6,spatial_boundary,interior,division_tp,5,measured
D10_adapted,44b6,spatial_boundary,interior,edge_fn,776,measured
D10_adapted,44b6,spatial_boundary,interior,edge_fp,957,measured
D10_adapted,44b6,spatial_boundary,interior,edge_tp,15670,measured
D10_adapted,44b6,spatial_boundary,within_7um,division_fn,2,measured
D10_adapted,44b6,spatial_boundary,within_7um,division_fp,23,measured
D10_adapted,44b6,spatial_boundary,within_7um,division_tp,2,measured
D10_adapted,44b6,spatial_boundary,within_7um,edge_fn,204,measured
D10_adapted,44b6,spatial_boundary,within_7um,edge_fp,220,measured
D10_adapted,44b6,spatial_boundary,within_7um,edge_tp,3176,measured
D10_adapted,44b6,temporal_boundary,boundary,division_fp,6,measured
D10_adapted,44b6,temporal_boundary,boundary,edge_fn,75,measured
D10_adapted,44b6,temporal_boundary,boundary,edge_fp,54,measured
D10_adapted,44b6,temporal_boundary,boundary,edge_tp,724,measured
D10_adapted,44b6,temporal_boundary,interior,division_fn,19,measured
D10_adapted,44b6,temporal_boundary,interior,division_fp,81,measured
D10_adapted,44b6,temporal_boundary,interior,division_tp,7,measured
D10_adapted,44b6,temporal_boundary,interior,edge_fn,905,measured
D10_adapted,44b6,temporal_boundary,interior,edge_fp,1123,measured
D10_adapted,44b6,temporal_boundary,interior,edge_tp,18122,measured
D10_adapted,6bba,close_cells,isolated,division_fn,83,measured
D10_adapted,6bba,close_cells,isolated,division_fp,751,measured
D10_adapted,6bba,close_cells,isolated,division_tp,29,measured
D10_adapted,6bba,close_cells,isolated,edge_fn,4257,measured
D10_adapted,6bba,close_cells,isolated,edge_fp,3761,measured
D10_adapted,6bba,close_cells,isolated,edge_tp,97690,measured
D10_adapted,6bba,close_cells,within_7um_competitor,division_fn,11,measured
D10_adapted,6bba,close_cells,within_7um_competitor,division_fp,12,measured
D10_adapted,6bba,close_cells,within_7um_competitor,division_tp,2,measured
D10_adapted,6bba,close_cells,within_7um_competitor,edge_fn,712,measured
D10_adapted,6bba,close_cells,within_7um_competitor,edge_fp,1052,measured
D10_adapted,6bba,close_cells,within_7um_competitor,edge_tp,6398,measured
D10_adapted,6bba,density10,high,division_fn,9,measured
D10_adapted,6bba,density10,high,division_fp,11,measured
D10_adapted,6bba,density10,high,division_tp,1,measured
D10_adapted,6bba,density10,high,edge_fn,707,measured
D10_adapted,6bba,density10,high,edge_fp,1029,measured
D10_adapted,6bba,density10,high,edge_tp,7943,measured
D10_adapted,6bba,density10,low,division_fn,71,measured
D10_adapted,6bba,density10,low,division_fp,728,measured
D10_adapted,6bba,density10,low,division_tp,30,measured
D10_adapted,6bba,density10,low,edge_fn,1574,measured
D10_adapted,6bba,density10,low,edge_fp,2868,measured
D10_adapted,6bba,density10,low,edge_tp,86537,measured
D10_adapted,6bba,density10,middle,division_fn,12,measured
D10_adapted,6bba,density10,middle,division_fp,24,measured
D10_adapted,6bba,density10,middle,edge_fn,610,measured
D10_adapted,6bba,density10,middle,edge_fp,916,measured
D10_adapted,6bba,density10,middle,edge_tp,9608,measured
D10_adapted,6bba,density10,no_assigned_observation,division_fn,2,measured
D10_adapted,6bba,density10,no_assigned_observation,edge_fn,2078,measured
D10_adapted,6bba,depth,high,division_fn,22,measured
D10_adapted,6bba,depth,high,division_fp,251,measured
D10_adapted,6bba,depth,high,division_tp,13,measured
D10_adapted,6bba,depth,high,edge_fn,1483,measured
D10_adapted,6bba,depth,high,edge_fp,1430,measured
D10_adapted,6bba,depth,high,edge_tp,30021,measured
D10_adapted,6bba,depth,low,division_fn,36,measured
D10_adapted,6bba,depth,low,division_fp,236,measured
D10_adapted,6bba,depth,low,division_tp,10,measured
D10_adapted,6bba,depth,low,edge_fn,1892,measured
D10_adapted,6bba,depth,low,edge_fp,1767,measured
D10_adapted,6bba,depth,low,edge_tp,35411,measured
D10_adapted,6bba,depth,middle,division_fn,36,measured
D10_adapted,6bba,depth,middle,division_fp,276,measured
D10_adapted,6bba,depth,middle,division_tp,8,measured
D10_adapted,6bba,depth,middle,edge_fn,1594,measured
D10_adapted,6bba,depth,middle,edge_fp,1616,measured
D10_adapted,6bba,depth,middle,edge_tp,38656,measured
D10_adapted,6bba,event_support,division_cross,division_fp,49,measured
D10_adapted,6bba,event_support,division_extra,division_fp,714,measured
D10_adapted,6bba,event_support,division_no_fork,division_fn,71,measured
D10_adapted,6bba,event_support,division_observation,division_fn,22,measured
D10_adapted,6bba,event_support,division_topology,division_fn,1,measured
D10_adapted,6bba,intensity,high,division_fn,31,measured
D10_adapted,6bba,intensity,high,division_fp,216,measured
D10_adapted,6bba,intensity,high,division_tp,11,measured
D10_adapted,6bba,intensity,high,edge_fn,709,measured
D10_adapted,6bba,intensity,high,edge_fp,1089,measured
D10_adapted,6bba,intensity,high,edge_tp,27125,measured
D10_adapted,6bba,intensity,low,division_fn,14,measured
D10_adapted,6bba,intensity,low,division_fp,231,measured
D10_adapted,6bba,intensity,low,division_tp,10,measured
D10_adapted,6bba,intensity,low,edge_fn,829,measured
D10_adapted,6bba,intensity,low,edge_fp,1586,measured
D10_adapted,6bba,intensity,low,edge_tp,33191,measured
D10_adapted,6bba,intensity,middle,division_fn,47,measured
D10_adapted,6bba,intensity,middle,division_fp,316,measured
D10_adapted,6bba,intensity,middle,division_tp,10,measured
D10_adapted,6bba,intensity,middle,edge_fn,1353,measured
D10_adapted,6bba,intensity,middle,edge_fp,2138,measured
D10_adapted,6bba,intensity,middle,edge_tp,43772,measured
D10_adapted,6bba,intensity,no_assigned_observation,division_fn,2,measured
D10_adapted,6bba,intensity,no_assigned_observation,edge_fn,2078,measured
D10_adapted,6bba,local_contrast,high,division_fn,39,measured
D10_adapted,6bba,local_contrast,high,division_fp,312,measured
D10_adapted,6bba,local_contrast,high,division_tp,17,measured
D10_adapted,6bba,local_contrast,high,edge_fn,477,measured
D10_adapted,6bba,local_contrast,high,edge_fp,835,measured
D10_adapted,6bba,local_contrast,high,edge_tp,34142,measured
D10_adapted,6bba,local_contrast,low,division_fn,17,measured
D10_adapted,6bba,local_contrast,low,division_fp,155,measured
D10_adapted,6bba,local_contrast,low,division_tp,4,measured
D10_adapted,6bba,local_contrast,low,edge_fn,1326,measured
D10_adapted,6bba,local_contrast,low,edge_fp,2231,measured
D10_adapted,6bba,local_contrast,low,edge_tp,26963,measured
D10_adapted,6bba,local_contrast,middle,division_fn,36,measured
D10_adapted,6bba,local_contrast,middle,division_fp,296,measured
D10_adapted,6bba,local_contrast,middle,division_tp,10,measured
D10_adapted,6bba,local_contrast,middle,edge_fn,1088,measured
D10_adapted,6bba,local_contrast,middle,edge_fp,1747,measured
D10_adapted,6bba,local_contrast,middle,edge_tp,42983,measured
D10_adapted,6bba,local_contrast,no_assigned_observation,division_fn,2,measured
D10_adapted,6bba,local_contrast,no_assigned_observation,edge_fn,2078,measured
D10_adapted,6bba,spatial_boundary,interior,division_fn,74,measured
D10_adapted,6bba,spatial_boundary,interior,division_fp,503,measured
D10_adapted,6bba,spatial_boundary,interior,division_tp,29,measured
D10_adapted,6bba,spatial_boundary,interior,edge_fn,3114,measured
D10_adapted,6bba,spatial_boundary,interior,edge_fp,3003,measured
D10_adapted,6bba,spatial_boundary,interior,edge_tp,69874,measured
D10_adapted,6bba,spatial_boundary,within_7um,division_fn,20,measured
D10_adapted,6bba,spatial_boundary,within_7um,division_fp,260,measured
D10_adapted,6bba,spatial_boundary,within_7um,division_tp,2,measured
D10_adapted,6bba,spatial_boundary,within_7um,edge_fn,1855,measured
D10_adapted,6bba,spatial_boundary,within_7um,edge_fp,1810,measured
D10_adapted,6bba,spatial_boundary,within_7um,edge_tp,34214,measured
D10_adapted,6bba,temporal_boundary,boundary,division_fn,3,measured
D10_adapted,6bba,temporal_boundary,boundary,division_fp,46,measured
D10_adapted,6bba,temporal_boundary,boundary,division_tp,1,measured
D10_adapted,6bba,temporal_boundary,boundary,edge_fn,281,measured
D10_adapted,6bba,temporal_boundary,boundary,edge_fp,166,measured
D10_adapted,6bba,temporal_boundary,boundary,edge_tp,4356,measured
D10_adapted,6bba,temporal_boundary,interior,division_fn,91,measured
D10_adapted,6bba,temporal_boundary,interior,division_fp,717,measured
D10_adapted,6bba,temporal_boundary,interior,division_tp,30,measured
D10_adapted,6bba,temporal_boundary,interior,edge_fn,4688,measured
D10_adapted,6bba,temporal_boundary,interior,edge_fp,4647,measured
D10_adapted,6bba,temporal_boundary,interior,edge_tp,99732,measured
D10_adapted_replacement,44b6,close_cells,isolated,division_fn,15,measured
D10_adapted_replacement,44b6,close_cells,isolated,division_fp,65,measured
D10_adapted_replacement,44b6,close_cells,isolated,division_tp,5,measured
D10_adapted_replacement,44b6,close_cells,isolated,edge_fn,651,measured
D10_adapted_replacement,44b6,close_cells,isolated,edge_fp,718,measured
D10_adapted_replacement,44b6,close_cells,isolated,edge_tp,14365,measured
D10_adapted_replacement,44b6,close_cells,within_7um_competitor,division_fn,4,measured
D10_adapted_replacement,44b6,close_cells,within_7um_competitor,division_fp,20,measured
D10_adapted_replacement,44b6,close_cells,within_7um_competitor,division_tp,2,measured
D10_adapted_replacement,44b6,close_cells,within_7um_competitor,edge_fn,329,measured
D10_adapted_replacement,44b6,close_cells,within_7um_competitor,edge_fp,457,measured
D10_adapted_replacement,44b6,close_cells,within_7um_competitor,edge_tp,4481,measured
D10_adapted_replacement,44b6,density10,high,division_fn,4,measured
D10_adapted_replacement,44b6,density10,high,division_fp,12,measured
D10_adapted_replacement,44b6,density10,high,division_tp,4,measured
D10_adapted_replacement,44b6,density10,high,edge_fn,331,measured
D10_adapted_replacement,44b6,density10,high,edge_fp,468,measured
D10_adapted_replacement,44b6,density10,high,edge_tp,5647,measured
D10_adapted_replacement,44b6,density10,low,division_fn,3,measured
D10_adapted_replacement,44b6,density10,low,division_fp,25,measured
D10_adapted_replacement,44b6,density10,low,division_tp,3,measured
D10_adapted_replacement,44b6,density10,low,edge_fn,57,measured
D10_adapted_replacement,44b6,density10,low,edge_fp,108,measured
D10_adapted_replacement,44b6,density10,low,edge_tp,3112,measured
D10_adapted_replacement,44b6,density10,middle,division_fn,12,measured
D10_adapted_replacement,44b6,density10,middle,division_fp,48,measured
D10_adapted_replacement,44b6,density10,middle,edge_fn,377,measured
D10_adapted_replacement,44b6,density10,middle,edge_fp,599,measured
D10_adapted_replacement,44b6,density10,middle,edge_tp,10087,measured
D10_adapted_replacement,44b6,density10,no_assigned_observation,edge_fn,215,measured
D10_adapted_replacement,44b6,depth,high,division_fn,6,measured
D10_adapted_replacement,44b6,depth,high,division_fp,20,measured
D10_adapted_replacement,44b6,depth,high,division_tp,1,measured
D10_adapted_replacement,44b6,depth,high,edge_fn,274,measured
D10_adapted_replacement,44b6,depth,high,edge_fp,335,measured
D10_adapted_replacement,44b6,depth,high,edge_tp,4478,measured
D10_adapted_replacement,44b6,depth,low,division_fn,4,measured
D10_adapted_replacement,44b6,depth,low,division_fp,18,measured
D10_adapted_replacement,44b6,depth,low,division_tp,1,measured
D10_adapted_replacement,44b6,depth,low,edge_fn,247,measured
D10_adapted_replacement,44b6,depth,low,edge_fp,255,measured
D10_adapted_replacement,44b6,depth,low,edge_tp,4481,measured
D10_adapted_replacement,44b6,depth,middle,division_fn,9,measured
D10_adapted_replacement,44b6,depth,middle,division_fp,47,measured
D10_adapted_replacement,44b6,depth,middle,division_tp,5,measured
D10_adapted_replacement,44b6,depth,middle,edge_fn,459,measured
D10_adapted_replacement,44b6,depth,middle,edge_fp,585,measured
D10_adapted_replacement,44b6,depth,middle,edge_tp,9887,measured
D10_adapted_replacement,44b6,event_support,division_cross,division_fp,1,measured
D10_adapted_replacement,44b6,event_support,division_extra,division_fp,84,measured
D10_adapted_replacement,44b6,event_support,division_no_fork,division_fn,16,measured
D10_adapted_replacement,44b6,event_support,division_observation,division_fn,2,measured
D10_adapted_replacement,44b6,event_support,division_topology,division_fn,1,measured
D10_adapted_replacement,44b6,intensity,high,division_fn,4,measured
D10_adapted_replacement,44b6,intensity,high,division_fp,23,measured
D10_adapted_replacement,44b6,intensity,high,division_tp,2,measured
D10_adapted_replacement,44b6,intensity,high,edge_fn,265,measured
D10_adapted_replacement,44b6,intensity,high,edge_fp,408,measured
D10_adapted_replacement,44b6,intensity,high,edge_tp,5854,measured
D10_adapted_replacement,44b6,intensity,low,division_fn,3,measured
D10_adapted_replacement,44b6,intensity,low,division_fp,14,measured
D10_adapted_replacement,44b6,intensity,low,division_tp,3,measured
D10_adapted_replacement,44b6,intensity,low,edge_fn,88,measured
D10_adapted_replacement,44b6,intensity,low,edge_fp,168,measured
D10_adapted_replacement,44b6,intensity,low,edge_tp,2565,measured
D10_adapted_replacement,44b6,intensity,middle,division_fn,12,measured
D10_adapted_replacement,44b6,intensity,middle,division_fp,48,measured
D10_adapted_replacement,44b6,intensity,middle,division_tp,2,measured
D10_adapted_replacement,44b6,intensity,middle,edge_fn,412,measured
D10_adapted_replacement,44b6,intensity,middle,edge_fp,599,measured
D10_adapted_replacement,44b6,intensity,middle,edge_tp,10427,measured
D10_adapted_replacement,44b6,intensity,no_assigned_observation,edge_fn,215,measured
D10_adapted_replacement,44b6,local_contrast,high,division_fn,5,measured
D10_adapted_replacement,44b6,local_contrast,high,division_fp,33,measured
D10_adapted_replacement,44b6,local_contrast,high,division_tp,3,measured
D10_adapted_replacement,44b6,local_contrast,high,edge_fn,176,measured
D10_adapted_replacement,44b6,local_contrast,high,edge_fp,285,measured
D10_adapted_replacement,44b6,local_contrast,high,edge_tp,6679,measured
D10_adapted_replacement,44b6,local_contrast,low,division_fn,3,measured
D10_adapted_replacement,44b6,local_contrast,low,division_fp,10,measured
D10_adapted_replacement,44b6,local_contrast,low,division_tp,2,measured
D10_adapted_replacement,44b6,local_contrast,low,edge_fn,111,measured
D10_adapted_replacement,44b6,local_contrast,low,edge_fp,194,measured
D10_adapted_replacement,44b6,local_contrast,low,edge_tp,1948,measured
D10_adapted_replacement,44b6,local_contrast,middle,division_fn,11,measured
D10_adapted_replacement,44b6,local_contrast,middle,division_fp,42,measured
D10_adapted_replacement,44b6,local_contrast,middle,division_tp,2,measured
D10_adapted_replacement,44b6,local_contrast,middle,edge_fn,478,measured
D10_adapted_replacement,44b6,local_contrast,middle,edge_fp,696,measured
D10_adapted_replacement,44b6,local_contrast,middle,edge_tp,10219,measured
D10_adapted_replacement,44b6,local_contrast,no_assigned_observation,edge_fn,215,measured
D10_adapted_replacement,44b6,spatial_boundary,interior,division_fn,17,measured
D10_adapted_replacement,44b6,spatial_boundary,interior,division_fp,62,measured
D10_adapted_replacement,44b6,spatial_boundary,interior,division_tp,5,measured
D10_adapted_replacement,44b6,spatial_boundary,interior,edge_fn,776,measured
D10_adapted_replacement,44b6,spatial_boundary,interior,edge_fp,956,measured
D10_adapted_replacement,44b6,spatial_boundary,interior,edge_tp,15670,measured
D10_adapted_replacement,44b6,spatial_boundary,within_7um,division_fn,2,measured
D10_adapted_replacement,44b6,spatial_boundary,within_7um,division_fp,23,measured
D10_adapted_replacement,44b6,spatial_boundary,within_7um,division_tp,2,measured
D10_adapted_replacement,44b6,spatial_boundary,within_7um,edge_fn,204,measured
D10_adapted_replacement,44b6,spatial_boundary,within_7um,edge_fp,219,measured
D10_adapted_replacement,44b6,spatial_boundary,within_7um,edge_tp,3176,measured
D10_adapted_replacement,44b6,temporal_boundary,boundary,division_fp,6,measured
D10_adapted_replacement,44b6,temporal_boundary,boundary,edge_fn,75,measured
D10_adapted_replacement,44b6,temporal_boundary,boundary,edge_fp,54,measured
D10_adapted_replacement,44b6,temporal_boundary,boundary,edge_tp,724,measured
D10_adapted_replacement,44b6,temporal_boundary,interior,division_fn,19,measured
D10_adapted_replacement,44b6,temporal_boundary,interior,division_fp,79,measured
D10_adapted_replacement,44b6,temporal_boundary,interior,division_tp,7,measured
D10_adapted_replacement,44b6,temporal_boundary,interior,edge_fn,905,measured
D10_adapted_replacement,44b6,temporal_boundary,interior,edge_fp,1121,measured
D10_adapted_replacement,44b6,temporal_boundary,interior,edge_tp,18122,measured
D10_adapted_replacement,6bba,close_cells,isolated,division_fn,83,measured
D10_adapted_replacement,6bba,close_cells,isolated,division_fp,752,measured
D10_adapted_replacement,6bba,close_cells,isolated,division_tp,29,measured
D10_adapted_replacement,6bba,close_cells,isolated,edge_fn,4255,measured
D10_adapted_replacement,6bba,close_cells,isolated,edge_fp,3761,measured
D10_adapted_replacement,6bba,close_cells,isolated,edge_tp,97692,measured
D10_adapted_replacement,6bba,close_cells,within_7um_competitor,division_fn,11,measured
D10_adapted_replacement,6bba,close_cells,within_7um_competitor,division_fp,12,measured
D10_adapted_replacement,6bba,close_cells,within_7um_competitor,division_tp,2,measured
D10_adapted_replacement,6bba,close_cells,within_7um_competitor,edge_fn,712,measured
D10_adapted_replacement,6bba,close_cells,within_7um_competitor,edge_fp,1052,measured
D10_adapted_replacement,6bba,close_cells,within_7um_competitor,edge_tp,6398,measured
D10_adapted_replacement,6bba,density10,high,division_fn,9,measured
D10_adapted_replacement,6bba,density10,high,division_fp,11,measured
D10_adapted_replacement,6bba,density10,high,division_tp,1,measured
D10_adapted_replacement,6bba,density10,high,edge_fn,707,measured
D10_adapted_replacement,6bba,density10,high,edge_fp,1029,measured
D10_adapted_replacement,6bba,density10,high,edge_tp,7943,measured
D10_adapted_replacement,6bba,density10,low,division_fn,71,measured
D10_adapted_replacement,6bba,density10,low,division_fp,729,measured
D10_adapted_replacement,6bba,density10,low,division_tp,30,measured
D10_adapted_replacement,6bba,density10,low,edge_fn,1572,measured
D10_adapted_replacement,6bba,density10,low,edge_fp,2867,measured
D10_adapted_replacement,6bba,density10,low,edge_tp,86539,measured
