arm,embryo,dimension,stratum,metric,count,status
D20_compact,44b6,density10,low,division_fp,36,measured
D20_compact,44b6,density10,low,division_tp,3,measured
D20_compact,44b6,density10,low,edge_fn,55,measured
D20_compact,44b6,density10,low,edge_fp,112,measured
D20_compact,44b6,density10,low,edge_tp,3114,measured
D20_compact,44b6,density10,middle,division_fn,10,measured
D20_compact,44b6,density10,middle,division_fp,78,measured
D20_compact,44b6,density10,middle,division_tp,2,measured
D20_compact,44b6,density10,middle,edge_fn,365,measured
D20_compact,44b6,density10,middle,edge_fp,623,measured
D20_compact,44b6,density10,middle,edge_tp,10099,measured
D20_compact,44b6,density10,no_assigned_observation,edge_fn,215,measured
D20_compact,44b6,depth,high,division_fn,6,measured
D20_compact,44b6,depth,high,division_fp,34,measured
D20_compact,44b6,depth,high,division_tp,1,measured
D20_compact,44b6,depth,high,edge_fn,270,measured
D20_compact,44b6,depth,high,edge_fp,349,measured
D20_compact,44b6,depth,high,edge_tp,4482,measured
D20_compact,44b6,depth,low,division_fn,3,measured
D20_compact,44b6,depth,low,division_fp,34,measured
D20_compact,44b6,depth,low,division_tp,2,measured
D20_compact,44b6,depth,low,edge_fn,240,measured
D20_compact,44b6,depth,low,edge_fp,268,measured
D20_compact,44b6,depth,low,edge_tp,4488,measured
D20_compact,44b6,depth,middle,division_fn,8,measured
D20_compact,44b6,depth,middle,division_fp,70,measured
D20_compact,44b6,depth,middle,division_tp,6,measured
D20_compact,44b6,depth,middle,edge_fn,447,measured
D20_compact,44b6,depth,middle,edge_fp,596,measured
D20_compact,44b6,depth,middle,edge_tp,9899,measured
D20_compact,44b6,event_support,division_cross,division_fp,1,measured
D20_compact,44b6,event_support,division_extra,division_fp,137,measured
D20_compact,44b6,event_support,division_no_fork,division_fn,15,measured
D20_compact,44b6,event_support,division_observation,division_fn,2,measured
D20_compact,44b6,intensity,high,division_fn,3,measured
D20_compact,44b6,intensity,high,division_fp,42,measured
D20_compact,44b6,intensity,high,division_tp,3,measured
D20_compact,44b6,intensity,high,edge_fn,254,measured
D20_compact,44b6,intensity,high,edge_fp,401,measured
D20_compact,44b6,intensity,high,edge_tp,5865,measured
D20_compact,44b6,intensity,low,division_fn,2,measured
D20_compact,44b6,intensity,low,division_fp,24,measured
D20_compact,44b6,intensity,low,division_tp,4,measured
D20_compact,44b6,intensity,low,edge_fn,84,measured
D20_compact,44b6,intensity,low,edge_fp,192,measured
D20_compact,44b6,intensity,low,edge_tp,2569,measured
D20_compact,44b6,intensity,middle,division_fn,12,measured
D20_compact,44b6,intensity,middle,division_fp,72,measured
D20_compact,44b6,intensity,middle,division_tp,2,measured
D20_compact,44b6,intensity,middle,edge_fn,404,measured
D20_compact,44b6,intensity,middle,edge_fp,620,measured
D20_compact,44b6,intensity,middle,edge_tp,10435,measured
D20_compact,44b6,intensity,no_assigned_observation,edge_fn,215,measured
D20_compact,44b6,local_contrast,high,division_fn,4,measured
D20_compact,44b6,local_contrast,high,division_fp,59,measured
D20_compact,44b6,local_contrast,high,division_tp,4,measured
D20_compact,44b6,local_contrast,high,edge_fn,165,measured
D20_compact,44b6,local_contrast,high,edge_fp,284,measured
D20_compact,44b6,local_contrast,high,edge_tp,6690,measured
D20_compact,44b6,local_contrast,low,division_fn,3,measured
D20_compact,44b6,local_contrast,low,division_fp,16,measured
D20_compact,44b6,local_contrast,low,division_tp,2,measured
D20_compact,44b6,local_contrast,low,edge_fn,111,measured
D20_compact,44b6,local_contrast,low,edge_fp,206,measured
D20_compact,44b6,local_contrast,low,edge_tp,1948,measured
D20_compact,44b6,local_contrast,middle,division_fn,10,measured
D20_compact,44b6,local_contrast,middle,division_fp,63,measured
D20_compact,44b6,local_contrast,middle,division_tp,3,measured
D20_compact,44b6,local_contrast,middle,edge_fn,466,measured
D20_compact,44b6,local_contrast,middle,edge_fp,723,measured
D20_compact,44b6,local_contrast,middle,edge_tp,10231,measured
D20_compact,44b6,local_contrast,no_assigned_observation,edge_fn,215,measured
D20_compact,44b6,spatial_boundary,interior,division_fn,15,measured
D20_compact,44b6,spatial_boundary,interior,division_fp,108,measured
D20_compact,44b6,spatial_boundary,interior,division_tp,7,measured
D20_compact,44b6,spatial_boundary,interior,edge_fn,756,measured
D20_compact,44b6,spatial_boundary,interior,edge_fp,978,measured
D20_compact,44b6,spatial_boundary,interior,edge_tp,15690,measured
D20_compact,44b6,spatial_boundary,within_7um,division_fn,2,measured
D20_compact,44b6,spatial_boundary,within_7um,division_fp,30,measured
D20_compact,44b6,spatial_boundary,within_7um,division_tp,2,measured
D20_compact,44b6,spatial_boundary,within_7um,edge_fn,201,measured
D20_compact,44b6,spatial_boundary,within_7um,edge_fp,235,measured
D20_compact,44b6,spatial_boundary,within_7um,edge_tp,3179,measured
D20_compact,44b6,temporal_boundary,boundary,division_fp,5,measured
D20_compact,44b6,temporal_boundary,boundary,edge_fn,71,measured
D20_compact,44b6,temporal_boundary,boundary,edge_fp,46,measured
D20_compact,44b6,temporal_boundary,boundary,edge_tp,728,measured
D20_compact,44b6,temporal_boundary,interior,division_fn,17,measured
D20_compact,44b6,temporal_boundary,interior,division_fp,133,measured
D20_compact,44b6,temporal_boundary,interior,division_tp,9,measured
D20_compact,44b6,temporal_boundary,interior,edge_fn,886,measured
D20_compact,44b6,temporal_boundary,interior,edge_fp,1167,measured
D20_compact,44b6,temporal_boundary,interior,edge_tp,18141,measured
D20_compact,6bba,close_cells,isolated,division_fn,77,measured
D20_compact,6bba,close_cells,isolated,division_fp,1063,measured
D20_compact,6bba,close_cells,isolated,division_tp,35,measured
D20_compact,6bba,close_cells,isolated,edge_fn,4051,measured
D20_compact,6bba,close_cells,isolated,edge_fp,3852,measured
D20_compact,6bba,close_cells,isolated,edge_tp,97896,measured
D20_compact,6bba,close_cells,within_7um_competitor,division_fn,9,measured
D20_compact,6bba,close_cells,within_7um_competitor,division_fp,44,measured
D20_compact,6bba,close_cells,within_7um_competitor,division_tp,4,measured
D20_compact,6bba,close_cells,within_7um_competitor,edge_fn,687,measured
D20_compact,6bba,close_cells,within_7um_competitor,edge_fp,1159,measured
D20_compact,6bba,close_cells,within_7um_competitor,edge_tp,6423,measured
D20_compact,6bba,density10,high,division_fn,8,measured
D20_compact,6bba,density10,high,division_fp,40,measured
D20_compact,6bba,density10,high,division_tp,2,measured
D20_compact,6bba,density10,high,edge_fn,698,measured
D20_compact,6bba,density10,high,edge_fp,1074,measured
D20_compact,6bba,density10,high,edge_tp,7952,measured
D20_compact,6bba,density10,low,division_fn,64,measured
D20_compact,6bba,density10,low,division_fp,1001,measured
D20_compact,6bba,density10,low,division_tp,37,measured
D20_compact,6bba,density10,low,edge_fn,1380,measured
D20_compact,6bba,density10,low,edge_fp,2958,measured
D20_compact,6bba,density10,low,edge_tp,86731,measured
D20_compact,6bba,density10,middle,division_fn,12,measured
D20_compact,6bba,density10,middle,division_fp,66,measured
D20_compact,6bba,density10,middle,edge_fn,582,measured
D20_compact,6bba,density10,middle,edge_fp,979,measured
D20_compact,6bba,density10,middle,edge_tp,9636,measured
D20_compact,6bba,density10,no_assigned_observation,division_fn,2,measured
D20_compact,6bba,density10,no_assigned_observation,edge_fn,2078,measured
D20_compact,6bba,depth,high,division_fn,21,measured
D20_compact,6bba,depth,high,division_fp,405,measured
D20_compact,6bba,depth,high,division_tp,14,measured
D20_compact,6bba,depth,high,edge_fn,1405,measured
D20_compact,6bba,depth,high,edge_fp,1539,measured
D20_compact,6bba,depth,high,edge_tp,30099,measured
D20_compact,6bba,depth,low,division_fn,32,measured
D20_compact,6bba,depth,low,division_fp,347,measured
D20_compact,6bba,depth,low,division_tp,14,measured
D20_compact,6bba,depth,low,edge_fn,1809,measured
D20_compact,6bba,depth,low,edge_fp,1813,measured
D20_compact,6bba,depth,low,edge_tp,35494,measured
D20_compact,6bba,depth,middle,division_fn,33,measured
D20_compact,6bba,depth,middle,division_fp,355,measured
D20_compact,6bba,depth,middle,division_tp,11,measured
D20_compact,6bba,depth,middle,edge_fn,1524,measured
D20_compact,6bba,depth,middle,edge_fp,1659,measured
D20_compact,6bba,depth,middle,edge_tp,38726,measured
D20_compact,6bba,event_support,division_cross,division_fp,37,measured
D20_compact,6bba,event_support,division_extra,division_fp,1070,measured
D20_compact,6bba,event_support,division_no_fork,division_fn,62,measured
D20_compact,6bba,event_support,division_observation,division_fn,22,measured
D20_compact,6bba,event_support,division_topology,division_fn,2,measured
D20_compact,6bba,intensity,high,division_fn,25,measured
D20_compact,6bba,intensity,high,division_fp,315,measured
D20_compact,6bba,intensity,high,division_tp,17,measured
D20_compact,6bba,intensity,high,edge_fn,669,measured
D20_compact,6bba,intensity,high,edge_fp,1098,measured
D20_compact,6bba,intensity,high,edge_tp,27165,measured
D20_compact,6bba,intensity,low,division_fn,15,measured
D20_compact,6bba,intensity,low,division_fp,332,measured
D20_compact,6bba,intensity,low,division_tp,9,measured
D20_compact,6bba,intensity,low,edge_fn,717,measured
D20_compact,6bba,intensity,low,edge_fp,1769,measured
D20_compact,6bba,intensity,low,edge_tp,33303,measured
D20_compact,6bba,intensity,middle,division_fn,44,measured
D20_compact,6bba,intensity,middle,division_fp,460,measured
D20_compact,6bba,intensity,middle,division_tp,13,measured
D20_compact,6bba,intensity,middle,edge_fn,1274,measured
D20_compact,6bba,intensity,middle,edge_fp,2144,measured
D20_compact,6bba,intensity,middle,edge_tp,43851,measured
D20_compact,6bba,intensity,no_assigned_observation,division_fn,2,measured
D20_compact,6bba,intensity,no_assigned_observation,edge_fn,2078,measured
D20_compact,6bba,local_contrast,high,division_fn,33,measured
D20_compact,6bba,local_contrast,high,division_fp,432,measured
D20_compact,6bba,local_contrast,high,division_tp,23,measured
D20_compact,6bba,local_contrast,high,edge_fn,425,measured
D20_compact,6bba,local_contrast,high,edge_fp,841,measured
D20_compact,6bba,local_contrast,high,edge_tp,34194,measured
D20_compact,6bba,local_contrast,low,division_fn,17,measured
D20_compact,6bba,local_contrast,low,division_fp,225,measured
D20_compact,6bba,local_contrast,low,division_tp,4,measured
D20_compact,6bba,local_contrast,low,edge_fn,1260,measured
D20_compact,6bba,local_contrast,low,edge_fp,2409,measured
D20_compact,6bba,local_contrast,low,edge_tp,27029,measured
D20_compact,6bba,local_contrast,middle,division_fn,34,measured
D20_compact,6bba,local_contrast,middle,division_fp,450,measured
D20_compact,6bba,local_contrast,middle,division_tp,12,measured
D20_compact,6bba,local_contrast,middle,edge_fn,975,measured
D20_compact,6bba,local_contrast,middle,edge_fp,1761,measured
D20_compact,6bba,local_contrast,middle,edge_tp,43096,measured
D20_compact,6bba,local_contrast,no_assigned_observation,division_fn,2,measured
D20_compact,6bba,local_contrast,no_assigned_observation,edge_fn,2078,measured
D20_compact,6bba,spatial_boundary,interior,division_fn,66,measured
D20_compact,6bba,spatial_boundary,interior,division_fp,718,measured
D20_compact,6bba,spatial_boundary,interior,division_tp,37,measured
D20_compact,6bba,spatial_boundary,interior,edge_fn,2956,measured
D20_compact,6bba,spatial_boundary,interior,edge_fp,2980,measured
D20_compact,6bba,spatial_boundary,interior,edge_tp,70032,measured
D20_compact,6bba,spatial_boundary,within_7um,division_fn,20,measured
D20_compact,6bba,spatial_boundary,within_7um,division_fp,389,measured
D20_compact,6bba,spatial_boundary,within_7um,division_tp,2,measured
D20_compact,6bba,spatial_boundary,within_7um,edge_fn,1782,measured
D20_compact,6bba,spatial_boundary,within_7um,edge_fp,2031,measured
D20_compact,6bba,spatial_boundary,within_7um,edge_tp,34287,measured
D20_compact,6bba,temporal_boundary,boundary,division_fn,4,measured
D20_compact,6bba,temporal_boundary,boundary,division_fp,27,measured
D20_compact,6bba,temporal_boundary,boundary,edge_fn,270,measured
D20_compact,6bba,temporal_boundary,boundary,edge_fp,136,measured
D20_compact,6bba,temporal_boundary,boundary,edge_tp,4367,measured
D20_compact,6bba,temporal_boundary,interior,division_fn,82,measured
D20_compact,6bba,temporal_boundary,interior,division_fp,1080,measured
D20_compact,6bba,temporal_boundary,interior,division_tp,39,measured
D20_compact,6bba,temporal_boundary,interior,edge_fn,4468,measured
D20_compact,6bba,temporal_boundary,interior,edge_fp,4875,measured
D20_compact,6bba,temporal_boundary,interior,edge_tp,99952,measured
D20_no_pretrain,44b6,close_cells,isolated,division_fn,15,measured
D20_no_pretrain,44b6,close_cells,isolated,division_fp,45,measured
D20_no_pretrain,44b6,close_cells,isolated,division_tp,5,measured
D20_no_pretrain,44b6,close_cells,isolated,edge_fn,647,measured
D20_no_pretrain,44b6,close_cells,isolated,edge_fp,692,measured
D20_no_pretrain,44b6,close_cells,isolated,edge_tp,14369,measured
D20_no_pretrain,44b6,close_cells,within_7um_competitor,division_fn,4,measured
D20_no_pretrain,44b6,close_cells,within_7um_competitor,division_fp,14,measured
D20_no_pretrain,44b6,close_cells,within_7um_competitor,division_tp,2,measured
D20_no_pretrain,44b6,close_cells,within_7um_competitor,edge_fn,320,measured
D20_no_pretrain,44b6,close_cells,within_7um_competitor,edge_fp,442,measured
D20_no_pretrain,44b6,close_cells,within_7um_competitor,edge_tp,4490,measured
D20_no_pretrain,44b6,density10,high,division_fn,4,measured
D20_no_pretrain,44b6,density10,high,division_fp,8,measured
D20_no_pretrain,44b6,density10,high,division_tp,4,measured
D20_no_pretrain,44b6,density10,high,edge_fn,322,measured
D20_no_pretrain,44b6,density10,high,edge_fp,456,measured
D20_no_pretrain,44b6,density10,high,edge_tp,5656,measured
D20_no_pretrain,44b6,density10,low,division_fn,3,measured
D20_no_pretrain,44b6,density10,low,division_fp,24,measured
D20_no_pretrain,44b6,density10,low,division_tp,3,measured
D20_no_pretrain,44b6,density10,low,edge_fn,58,measured
D20_no_pretrain,44b6,density10,low,edge_fp,103,measured
D20_no_pretrain,44b6,density10,low,edge_tp,3111,measured
D20_no_pretrain,44b6,density10,middle,division_fn,12,measured
D20_no_pretrain,44b6,density10,middle,division_fp,27,measured
D20_no_pretrain,44b6,density10,middle,edge_fn,372,measured
D20_no_pretrain,44b6,density10,middle,edge_fp,575,measured
D20_no_pretrain,44b6,density10,middle,edge_tp,10092,measured
D20_no_pretrain,44b6,density10,no_assigned_observation,edge_fn,215,measured
D20_no_pretrain,44b6,depth,high,division_fn,6,measured
D20_no_pretrain,44b6,depth,high,division_fp,16,measured
D20_no_pretrain,44b6,depth,high,division_tp,1,measured
D20_no_pretrain,44b6,depth,high,edge_fn,272,measured
D20_no_pretrain,44b6,depth,high,edge_fp,326,measured
D20_no_pretrain,44b6,depth,high,edge_tp,4480,measured
D20_no_pretrain,44b6,depth,low,division_fn,4,measured
D20_no_pretrain,44b6,depth,low,division_fp,10,measured
D20_no_pretrain,44b6,depth,low,division_tp,1,measured
D20_no_pretrain,44b6,depth,low,edge_fn,246,measured
D20_no_pretrain,44b6,depth,low,edge_fp,246,measured
D20_no_pretrain,44b6,depth,low,edge_tp,4482,measured
D20_no_pretrain,44b6,depth,middle,division_fn,9,measured
D20_no_pretrain,44b6,depth,middle,division_fp,33,measured
D20_no_pretrain,44b6,depth,middle,division_tp,5,measured
D20_no_pretrain,44b6,depth,middle,edge_fn,449,measured
D20_no_pretrain,44b6,depth,middle,edge_fp,562,measured
D20_no_pretrain,44b6,depth,middle,edge_tp,9897,measured
D20_no_pretrain,44b6,event_support,division_cross,division_fp,1,measured
D20_no_pretrain,44b6,event_support,division_extra,division_fp,58,measured
D20_no_pretrain,44b6,event_support,division_no_fork,division_fn,17,measured
D20_no_pretrain,44b6,event_support,division_observation,division_fn,2,measured
D20_no_pretrain,44b6,intensity,high,division_fn,4,measured
D20_no_pretrain,44b6,intensity,high,division_fp,25,measured
D20_no_pretrain,44b6,intensity,high,division_tp,2,measured
D20_no_pretrain,44b6,intensity,high,edge_fn,257,measured
D20_no_pretrain,44b6,intensity,high,edge_fp,399,measured
D20_no_pretrain,44b6,intensity,high,edge_tp,5862,measured
D20_no_pretrain,44b6,intensity,low,division_fn,3,measured
D20_no_pretrain,44b6,intensity,low,division_fp,7,measured
D20_no_pretrain,44b6,intensity,low,division_tp,3,measured
D20_no_pretrain,44b6,intensity,low,edge_fn,88,measured
D20_no_pretrain,44b6,intensity,low,edge_fp,152,measured
D20_no_pretrain,44b6,intensity,low,edge_tp,2565,measured
D20_no_pretrain,44b6,intensity,middle,division_fn,12,measured
D20_no_pretrain,44b6,intensity,middle,division_fp,27,measured
D20_no_pretrain,44b6,intensity,middle,division_tp,2,measured
D20_no_pretrain,44b6,intensity,middle,edge_fn,407,measured
D20_no_pretrain,44b6,intensity,middle,edge_fp,583,measured
D20_no_pretrain,44b6,intensity,middle,edge_tp,10432,measured
D20_no_pretrain,44b6,intensity,no_assigned_observation,edge_fn,215,measured
D20_no_pretrain,44b6,local_contrast,high,division_fn,5,measured
D20_no_pretrain,44b6,local_contrast,high,division_fp,30,measured
D20_no_pretrain,44b6,local_contrast,high,division_tp,3,measured
D20_no_pretrain,44b6,local_contrast,high,edge_fn,170,measured
D20_no_pretrain,44b6,local_contrast,high,edge_fp,277,measured
D20_no_pretrain,44b6,local_contrast,high,edge_tp,6685,measured
D20_no_pretrain,44b6,local_contrast,low,division_fn,3,measured
D20_no_pretrain,44b6,local_contrast,low,division_fp,7,measured
D20_no_pretrain,44b6,local_contrast,low,division_tp,2,measured
D20_no_pretrain,44b6,local_contrast,low,edge_fn,112,measured
D20_no_pretrain,44b6,local_contrast,low,edge_fp,188,measured
D20_no_pretrain,44b6,local_contrast,low,edge_tp,1947,measured
D20_no_pretrain,44b6,local_contrast,middle,division_fn,11,measured
D20_no_pretrain,44b6,local_contrast,middle,division_fp,22,measured
D20_no_pretrain,44b6,local_contrast,middle,division_tp,2,measured
D20_no_pretrain,44b6,local_contrast,middle,edge_fn,470,measured
D20_no_pretrain,44b6,local_contrast,middle,edge_fp,669,measured
D20_no_pretrain,44b6,local_contrast,middle,edge_tp,10227,measured
D20_no_pretrain,44b6,local_contrast,no_assigned_observation,edge_fn,215,measured
D20_no_pretrain,44b6,spatial_boundary,interior,division_fn,17,measured
D20_no_pretrain,44b6,spatial_boundary,interior,division_fp,47,measured
D20_no_pretrain,44b6,spatial_boundary,interior,division_tp,5,measured
D20_no_pretrain,44b6,spatial_boundary,interior,edge_fn,762,measured
D20_no_pretrain,44b6,spatial_boundary,interior,edge_fp,928,measured
D20_no_pretrain,44b6,spatial_boundary,interior,edge_tp,15684,measured
D20_no_pretrain,44b6,spatial_boundary,within_7um,division_fn,2,measured
D20_no_pretrain,44b6,spatial_boundary,within_7um,division_fp,12,measured
D20_no_pretrain,44b6,spatial_boundary,within_7um,division_tp,2,measured
D20_no_pretrain,44b6,spatial_boundary,within_7um,edge_fn,205,measured
D20_no_pretrain,44b6,spatial_boundary,within_7um,edge_fp,206,measured
D20_no_pretrain,44b6,spatial_boundary,within_7um,edge_tp,3175,measured
D20_no_pretrain,44b6,temporal_boundary,boundary,division_fp,4,measured
D20_no_pretrain,44b6,temporal_boundary,boundary,edge_fn,74,measured
D20_no_pretrain,44b6,temporal_boundary,boundary,edge_fp,50,measured
D20_no_pretrain,44b6,temporal_boundary,boundary,edge_tp,725,measured
D20_no_pretrain,44b6,temporal_boundary,interior,division_fn,19,measured
D20_no_pretrain,44b6,temporal_boundary,interior,division_fp,55,measured
D20_no_pretrain,44b6,temporal_boundary,interior,division_tp,7,measured
D20_no_pretrain,44b6,temporal_boundary,interior,edge_fn,893,measured
D20_no_pretrain,44b6,temporal_boundary,interior,edge_fp,1084,measured
D20_no_pretrain,44b6,temporal_boundary,interior,edge_tp,18134,measured
D20_no_pretrain,6bba,close_cells,isolated,division_fn,85,measured
D20_no_pretrain,6bba,close_cells,isolated,division_fp,645,measured
D20_no_pretrain,6bba,close_cells,isolated,division_tp,27,measured
D20_no_pretrain,6bba,close_cells,isolated,edge_fn,4293,measured
D20_no_pretrain,6bba,close_cells,isolated,edge_fp,3675,measured
D20_no_pretrain,6bba,close_cells,isolated,edge_tp,97654,measured
D20_no_pretrain,6bba,close_cells,within_7um_competitor,division_fn,11,measured
D20_no_pretrain,6bba,close_cells,within_7um_competitor,division_fp,12,measured
D20_no_pretrain,6bba,close_cells,within_7um_competitor,division_tp,2,measured
D20_no_pretrain,6bba,close_cells,within_7um_competitor,edge_fn,710,measured
D20_no_pretrain,6bba,close_cells,within_7um_competitor,edge_fp,1047,measured
D20_no_pretrain,6bba,close_cells,within_7um_competitor,edge_tp,6400,measured
D20_no_pretrain,6bba,density10,high,division_fn,9,measured
D20_no_pretrain,6bba,density10,high,division_fp,13,measured
D20_no_pretrain,6bba,density10,high,division_tp,1,measured
D20_no_pretrain,6bba,density10,high,edge_fn,709,measured
D20_no_pretrain,6bba,density10,high,edge_fp,1030,measured
D20_no_pretrain,6bba,density10,high,edge_tp,7941,measured
D20_no_pretrain,6bba,density10,low,division_fn,73,measured
D20_no_pretrain,6bba,density10,low,division_fp,624,measured
D20_no_pretrain,6bba,density10,low,division_tp,28,measured
D20_no_pretrain,6bba,density10,low,edge_fn,1610,measured
D20_no_pretrain,6bba,density10,low,edge_fp,2787,measured
D20_no_pretrain,6bba,density10,low,edge_tp,86501,measured
D20_no_pretrain,6bba,density10,middle,division_fn,12,measured
D20_no_pretrain,6bba,density10,middle,division_fp,20,measured
D20_no_pretrain,6bba,density10,middle,edge_fn,606,measured
D20_no_pretrain,6bba,density10,middle,edge_fp,905,measured
D20_no_pretrain,6bba,density10,middle,edge_tp,9612,measured
D20_no_pretrain,6bba,density10,no_assigned_observation,division_fn,2,measured
D20_no_pretrain,6bba,density10,no_assigned_observation,edge_fn,2078,measured
D20_no_pretrain,6bba,depth,high,division_fn,22,measured
D20_no_pretrain,6bba,depth,high,division_fp,197,measured
D20_no_pretrain,6bba,depth,high,division_tp,13,measured
D20_no_pretrain,6bba,depth,high,edge_fn,1481,measured
D20_no_pretrain,6bba,depth,high,edge_fp,1383,measured
D20_no_pretrain,6bba,depth,high,edge_tp,30023,measured
D20_no_pretrain,6bba,depth,low,division_fn,36,measured
D20_no_pretrain,6bba,depth,low,division_fp,249,measured
D20_no_pretrain,6bba,depth,low,division_tp,10,measured
D20_no_pretrain,6bba,depth,low,edge_fn,1911,measured
D20_no_pretrain,6bba,depth,low,edge_fp,1785,measured
D20_no_pretrain,6bba,depth,low,edge_tp,35392,measured
D20_no_pretrain,6bba,depth,middle,division_fn,38,measured
D20_no_pretrain,6bba,depth,middle,division_fp,211,measured
D20_no_pretrain,6bba,depth,middle,division_tp,6,measured
D20_no_pretrain,6bba,depth,middle,edge_fn,1611,measured
D20_no_pretrain,6bba,depth,middle,edge_fp,1554,measured
D20_no_pretrain,6bba,depth,middle,edge_tp,38639,measured
D20_no_pretrain,6bba,event_support,division_cross,division_fp,49,measured
D20_no_pretrain,6bba,event_support,division_extra,division_fp,608,measured
D20_no_pretrain,6bba,event_support,division_no_fork,division_fn,71,measured
D20_no_pretrain,6bba,event_support,division_observation,division_fn,22,measured
D20_no_pretrain,6bba,event_support,division_topology,division_fn,3,measured
D20_no_pretrain,6bba,intensity,high,division_fn,31,measured
D20_no_pretrain,6bba,intensity,high,division_fp,181,measured
D20_no_pretrain,6bba,intensity,high,division_tp,11,measured
D20_no_pretrain,6bba,intensity,high,edge_fn,724,measured
D20_no_pretrain,6bba,intensity,high,edge_fp,1100,measured
D20_no_pretrain,6bba,intensity,high,edge_tp,27110,measured
D20_no_pretrain,6bba,intensity,low,division_fn,15,measured
D20_no_pretrain,6bba,intensity,low,division_fp,193,measured
D20_no_pretrain,6bba,intensity,low,division_tp,9,measured
D20_no_pretrain,6bba,intensity,low,edge_fn,821,measured
D20_no_pretrain,6bba,intensity,low,edge_fp,1492,measured
D20_no_pretrain,6bba,intensity,low,edge_tp,33199,measured
D20_no_pretrain,6bba,intensity,middle,division_fn,48,measured
D20_no_pretrain,6bba,intensity,middle,division_fp,283,measured
D20_no_pretrain,6bba,intensity,middle,division_tp,9,measured
D20_no_pretrain,6bba,intensity,middle,edge_fn,1380,measured
D20_no_pretrain,6bba,intensity,middle,edge_fp,2130,measured
D20_no_pretrain,6bba,intensity,middle,edge_tp,43745,measured
D20_no_pretrain,6bba,intensity,no_assigned_observation,division_fn,2,measured
D20_no_pretrain,6bba,intensity,no_assigned_observation,edge_fn,2078,measured
D20_no_pretrain,6bba,local_contrast,high,division_fn,40,measured
D20_no_pretrain,6bba,local_contrast,high,division_fp,266,measured
D20_no_pretrain,6bba,local_contrast,high,division_tp,16,measured
D20_no_pretrain,6bba,local_contrast,high,edge_fn,512,measured
D20_no_pretrain,6bba,local_contrast,high,edge_fp,856,measured
D20_no_pretrain,6bba,local_contrast,high,edge_tp,34107,measured
D20_no_pretrain,6bba,local_contrast,low,division_fn,17,measured
D20_no_pretrain,6bba,local_contrast,low,division_fp,130,measured
D20_no_pretrain,6bba,local_contrast,low,division_tp,4,measured
D20_no_pretrain,6bba,local_contrast,low,edge_fn,1312,measured
D20_no_pretrain,6bba,local_contrast,low,edge_fp,2156,measured
D20_no_pretrain,6bba,local_contrast,low,edge_tp,26977,measured
D20_no_pretrain,6bba,local_contrast,middle,division_fn,37,measured
D20_no_pretrain,6bba,local_contrast,middle,division_fp,261,measured
D20_no_pretrain,6bba,local_contrast,middle,division_tp,9,measured
D20_no_pretrain,6bba,local_contrast,middle,edge_fn,1101,measured
D20_no_pretrain,6bba,local_contrast,middle,edge_fp,1710,measured
D20_no_pretrain,6bba,local_contrast,middle,edge_tp,42970,measured
D20_no_pretrain,6bba,local_contrast,no_assigned_observation,division_fn,2,measured
D20_no_pretrain,6bba,local_contrast,no_assigned_observation,edge_fn,2078,measured
D20_no_pretrain,6bba,spatial_boundary,interior,division_fn,76,measured
D20_no_pretrain,6bba,spatial_boundary,interior,division_fp,445,measured
D20_no_pretrain,6bba,spatial_boundary,interior,division_tp,27,measured
D20_no_pretrain,6bba,spatial_boundary,interior,edge_fn,3146,measured
D20_no_pretrain,6bba,spatial_boundary,interior,edge_fp,2961,measured
D20_no_pretrain,6bba,spatial_boundary,interior,edge_tp,69842,measured
D20_no_pretrain,6bba,spatial_boundary,within_7um,division_fn,20,measured
D20_no_pretrain,6bba,spatial_boundary,within_7um,division_fp,212,measured
D20_no_pretrain,6bba,spatial_boundary,within_7um,division_tp,2,measured
D20_no_pretrain,6bba,spatial_boundary,within_7um,edge_fn,1857,measured
D20_no_pretrain,6bba,spatial_boundary,within_7um,edge_fp,1761,measured
D20_no_pretrain,6bba,spatial_boundary,within_7um,edge_tp,34212,measured
D20_no_pretrain,6bba,temporal_boundary,boundary,division_fn,3,measured
D20_no_pretrain,6bba,temporal_boundary,boundary,division_fp,55,measured
D20_no_pretrain,6bba,temporal_boundary,boundary,division_tp,1,measured
D20_no_pretrain,6bba,temporal_boundary,boundary,edge_fn,288,measured
D20_no_pretrain,6bba,temporal_boundary,boundary,edge_fp,187,measured
D20_no_pretrain,6bba,temporal_boundary,boundary,edge_tp,4349,measured
D20_no_pretrain,6bba,temporal_boundary,interior,division_fn,93,measured
D20_no_pretrain,6bba,temporal_boundary,interior,division_fp,602,measured
D20_no_pretrain,6bba,temporal_boundary,interior,division_tp,28,measured
D20_no_pretrain,6bba,temporal_boundary,interior,edge_fn,4715,measured
D20_no_pretrain,6bba,temporal_boundary,interior,edge_fp,4535,measured
D20_no_pretrain,6bba,temporal_boundary,interior,edge_tp,99705,measured
D20_temporal,44b6,close_cells,isolated,division_fn,15,measured
D20_temporal,44b6,close_cells,isolated,division_fp,77,measured
D20_temporal,44b6,close_cells,isolated,division_tp,5,measured
D20_temporal,44b6,close_cells,isolated,edge_fn,640,measured
D20_temporal,44b6,close_cells,isolated,edge_fp,707,measured
D20_temporal,44b6,close_cells,isolated,edge_tp,14376,measured
D20_temporal,44b6,close_cells,within_7um_competitor,division_fn,4,measured
