adj_edge_jaccard,division_fn,division_fp,division_jaccard,division_tp,edge_jaccard,n,n_adj,node_recall,score,edge_fn,edge_fp,edge_tp,num_pred_nodes,arm,source,status,clips
0.922916417872386,19,22,0.14583333333333334,7,0.907914289823115,71,71,0.9877569341470968,0.9374997512057193,886,1035,18940,1972750,source_witness_continuation,44b6,measured,71
0.9173106231093876,7,22,0.3958333333333333,19,0.9024238657551275,71,71,0.9877569341470968,0.9568939564427209,950,1091,18876,1972750,source_witness_division,44b6,measured,71
0.9167627767679623,19,22,0.14583333333333334,7,0.9018979777214706,71,71,0.9877569341470968,0.9313461101012955,961,1091,18865,1972750,source_witness_observation_swap,44b6,measured,71
0.9264933305553453,103,70,0.11282051282051282,22,0.9258133413685228,128,128,0.9795753914358454,0.9377753818373966,4591,3780,104466,2136193,source_witness_continuation,6bba,measured,128
0.9242443677515549,39,70,0.441025641025641,86,0.9235555476881683,128,128,0.9795753914358454,0.968346931854119,4710,3927,104347,2136193,source_witness_division,6bba,measured,128
0.9238494373923468,103,70,0.11282051282051282,22,0.9231606712930179,128,128,0.9795808243287523,0.9351314886743981,4762,3919,104295,2136193,source_witness_observation_swap,6bba,measured,128
