edge_tp,edge_fp,edge_fn,division_tp,division_fp,division_fn,num_pred_nodes,node_recall,total_node_ratio,edge_jaccard,adj_edge_jaccard,dataset,estimated_total,gt_node_recall,matched_nodes,graph_hash,metric_revision,variant,embryo,gt_sha256,seconds
159,15,27,0,0,0,17505,0.9119170984455959,-0.13827901939549078,0.7910447761194029,0.8019832657133746,44b6_e57ff5c6,20314,0.9119170984455959,176,3865e7129e2dc866f6af3ceaf43468d5e052f540a9e320b7209b907b6abca8c4,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,44b6,02886139106136aca896dfe4dbea7d2909b9011db6017ef8ab355346ca140000,0.7796633606776595
367,13,12,0,1,1,37271,0.9948717948717949,-0.22487729806172532,0.9362244897959183,0.9572780531603706,44b6_eb2880fc,48084,0.9948717948717949,388,2be6b7fd7a6d1a63ea4f92eed695ea754f9ad8539118853e448ce82cedc7413b,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,44b6,b3984772ce9057adde6b8ee4df16872a4b2cfee09fceaeb1a58752d6407431db,1.9069280726835132
60,1,1,0,0,0,21689,1.0,0.16257504288164665,0.967741935483871,0.9520088668179052,44b6_f28707c6,18656,1.0,63,bff15589e024dd7b8b29704144d871c7607139c0e71ad76a9f3532cb08043087,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,44b6,94671461ff546f460f6e5e25023cbcf113179b7592126a3c5e7340d4181439ca,0.755255535710603
830,15,15,0,0,0,6100,0.9941927990708479,-0.04118201823325998,0.9651162790697675,0.9690908226899541,6bba_05b6850b,6362,0.9941927990708479,856,0683f3a88ad1a7e00fabfe97e36ae69186b907873f64cfb579df6f2e294872b9,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,570a1ab676ab4278e8487e3022bc2926d628769d2d9a9e255b03c58421984bdf,0.4375225258991122
1106,78,77,0,1,3,69764,0.9804719283970708,-0.0005157593123209169,0.8770816812053925,0.8771269175098673,6bba_05db0fb1,69800,0.9804719283970708,1205,761729212f669dae4246252c8313b35f813cb9e15b9a287ec030e0758835e9db,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,88a508ee21498259a5c170880d61e383dc5b5b1165e1c86790331ba0372a8d32,4.882805475965142
897,1,1,1,0,0,5894,1.0,-0.022553897180762852,0.9977753058954394,1.0000256780613064,6bba_062c8d37,6030,1.0,930,91bd7043fb317de1b49dfca446d4d1383fd2c008f71493eecac0a78ad6ce5199,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,94c9312e5e70e00df95db2899f80ac4e51b0b7f58a5ca0989253555c1756f098,0.4085418409667909
595,11,7,0,1,0,4601,1.0,-0.04859387923904053,0.9706362153344209,0.9753529132377209,6bba_07477033,4836,1.0,613,97ffcab1d6efc6eb5f1e4d27550e60ca23d615a225bf1b05220f1a2871c5d31a,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,5a17f5ab03ecbcab3817b8609239c51fd913e92e1a5e5c0888a935022d99d022,0.29483247408643365
309,17,36,0,0,2,29079,0.924791086350975,0.3534558994647428,0.8535911602209945,0.823420477089888,6bba_07e24132,21485,0.924791086350975,332,0f3288a933de8abb4a23a353abc047bc368bb9e7e2ffa0c2eb3149f8f132604e,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,08c7a0632453a7d9d89afa64e518a180ce1742b1d5fe187c2d948c4588aa32e1,1.843692042864859
1162,2,6,0,0,1,8272,0.9958263772954925,-0.022568829020441925,0.9931623931623932,0.9954038443864747,6bba_085bf656,8463,0.9958263772954925,1193,46286176cabc8dee653220b7099ba8b58c9fc138e274cb5f914fbf94802ab265,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,dda72ce8c7d10bd856affe0aa5acb59757dde301bce162e9a7398fe72b6d84cd,0.5116170146502554
1796,93,75,1,0,3,29678,0.9933333333333333,-0.04624481794517466,0.9144602851323829,0.9186891900727869,6bba_09961292,31117,0.9933333333333333,1937,e93bc07a27cd4fe95ec6c5d253245d2ef7e39b72b6a99da7c0eb4079925d27e8,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,30a8e86d429e49adad8302858fe597bc390d28ba2d1ad5a04cc123dba311caf0,2.3762869648635387
638,13,21,0,1,0,12495,0.984375,-0.08461538461538462,0.9494047619047619,0.9574381868131868,6bba_0c7fa718,13650,0.984375,693,cf5d6fb055eebeb2a826359dcb2dc5b2a615e26281eb869c476651b3cb932d3e,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,1f69d14db7d94faab55a8e584dffbe94171c67a9b6eac1f650a3b12715cb9d00,0.5715008890256286
176,18,22,0,0,1,22250,0.9425837320574163,-0.009658610406373792,0.8148148148148148,0.8156018126997785,6bba_0e7c0d07,22467,0.9425837320574163,197,f42b402daca1017d94709c3e867013b544812ba699cc9bddee78b0d38447cdf8,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,d6a59b482d19dfadc58f85e8128a5f535f8d2bf2a2d4d1751eda52d08864a543,1.0034079877659678
965,6,33,0,1,3,8104,0.9739382239382239,-0.02525859995188838,0.9611553784860558,0.9635831224057342,6bba_12665c0e,8314,0.9739382239382239,1009,2135377b4a4f50f2c47662c32e5544080bf6269c60475264ffa5ff068af7bcc5,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,228c98506a8ee59e3241c0b54690d0b1e5bf4cb0c9d0aeeba1a303b342c6cd04,0.7198735009878874
698,8,6,0,1,0,5718,0.9972862957937585,-0.009527108955482418,0.9803370786516854,0.9812710564678269,6bba_13f19531,5773,0.9972862957937585,735,5db7172499a0cf9221633ac830686f02c31c984262e661655bad34a7dc068350,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,72ddacbcb0ea4c61a0b40a517cfa5f5cfdbe9d2aacd9956c00e00ff26067c46c,0.3420731327496469
718,10,11,0,1,0,6313,0.9920844327176781,-0.08361155465234432,0.9715832205683356,0.9797067789229207,6bba_15403b9a,6889,0.9920844327176781,752,d81488fb2da7396812c8b21d909bf4a7d7a347e3fe4ffccc7873e60f16b87d31,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,56991646e3c0e3a92bbd90ac748226b2513570cf4eb8d91465bf7a2da86d5145,0.3839451801031828
1261,79,104,0,0,1,17283,0.9659248956884562,-0.03495449215478251,0.8732686980609419,0.8763211644464807,6bba_1d0d8384,17909,0.9659248956884562,1389,4f77795c910d5cdfb44b65d0a983d5aba14b28f6236b6444f89f9980fa24b354,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f8ccf7aaac245daa829b859708b59f8be7b59280a2b21b53ff2b02debb170507,0.9953306950628757
689,19,30,0,1,0,11409,0.9758389261744966,-0.012891503720366845,0.9336043360433605,0.9348078924205059,6bba_1ebfb80d,11558,0.9758389261744966,727,c90b50e8d1925c8e9d8d29c7ff6c9bdd1e4d8cf03e6694cb9c337fce3292b44c,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a06efb570877ceffb03e57182f5826250c4186a69c4e34a12bb6d7a3fc7aa8d1,0.641712736338377
269,34,30,0,0,0,31909,0.9747634069400631,0.1040030446666436,0.8078078078078078,0.7994063606560579,6bba_1f58c2f6,28903,0.9747634069400631,309,deab94d9798f4c50de0ace7b12325e5b99214edededfa4439c0dcafdc1129c89,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,14081f9f218d79f9e2fe67fa5341ba0a0f0eee4a1929211e34e191a242cf72a1,1.3122149636037648
356,68,94,0,3,1,17356,0.888421052631579,0.44645387115592966,0.6872586872586872,0.6565757571174689,6bba_207c6aaf,11999,0.888421052631579,422,d90c6c8b5136aeec4786e5314826066b8581e3d5aec332f6a2b4b160910e90bc,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,02e6f63c3da766c0cf3bf055fa72edb2f6af10c12bd41f5e5e936e0c62b15488,1.0683635757304728
846,29,63,0,2,3,9912,0.9506302521008403,0.015781922525107604,0.9019189765458422,0.9004955750046651,6bba_20852818,9758,0.9506302521008403,905,b1868ab1effddb22d1ccafec732a8e0b93ddd69df9ad4fb04d1f392c8da2b069,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,4a125e627edbc76739c8a378102e34248e978131d953ce549912cc7aee56324e,0.9549210071563721
1124,8,8,2,0,0,12337,0.9982698961937716,0.03238493723849373,0.9859649122807017,0.982771871100345,6bba_2312ac41,11950,0.9982698961937716,1154,f41073972fe2ede5f624de66021435138793b891384235e2411504458f67586d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c87f2237f25ccced3ea4d50426b9bd52904a1f354eeb165577c1e5fab84b4df1,0.8446986428461969
499,0,0,0,0,0,4142,1.0,-0.06921348314606741,1.0,1.0069213483146067,6bba_23af9eeb,4450,1.0,513,ef78bcbc10f54aed733bb865898698637f491368396eac2d89413873987c8bdf,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a4d36b2b414debc81b165bcfa9da4689049fc963332aec40aa0bf950800fb173,0.29473466193303466
523,0,0,0,0,0,3480,1.0,-0.08009516256938938,1.0,1.008009516256939,6bba_2540cd90,3783,1.0,529,0edbe29f57072c910ac7937f40bc2663bf6a4ec90354c1b6e5d5d65fc4165369,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f8095594e0661d6a5a6199050c8cd1520f29360d8150c7601672128dc62920b4,0.2846111753024161
700,16,21,0,1,0,5237,0.983739837398374,-0.04695177434030937,0.9497964721845319,0.9542559351476548,6bba_2646afc7,5495,0.983739837398374,726,74159e9fcceb03b67a0162362399ccb7018b9a70605d38fb2f27805dc45348be,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,609ad87f8a4242ad2a0b1ece37017189f325ce9fa4b845d8f0b9aa48339aeeac,0.3436918668448925
578,20,31,0,0,1,4650,0.9734789391575663,-0.08948502056001567,0.918918918918919,0.9271418667541637,6bba_268e1230,5107,0.9734789391575663,624,175b8a93e36c3382cc53ca5ebecac4af4559a4dc94088db367ce56d49daa873d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,5a70250b298722e0cde0a35b2375cd869334f7e012e209390c72db5113450089,0.39343771198764443
933,4,16,0,0,1,4957,0.986815415821501,-0.10426454644018793,0.9790136411332634,0.989221282458415,6bba_2819ca14,5534,0.986815415821501,973,46de8b86d85158131c822f27774365acb33e043471da1627e819f18055d8aaec,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c298ad04645631bac03a916876aa9948f232b0917d30c1ee3403c08fffd4c022,0.3970061461441219
1254,20,34,0,1,0,21705,0.9836065573770492,0.04045827141556014,0.9587155963302753,0.9548367987496091,6bba_283bf9f1,20861,0.9836065573770492,1320,77062dc6c9bd5bd8bea9c9e8c04829c475c911b8da7da6efe162757d932fff1e,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,9275e39b0f35b5a7b3c8cf6cc50fd7c5b10ed1d75963af8faed93eb60eac8229,0.8546304358169436
488,20,12,0,1,0,9545,0.9980769230769231,-0.041955234367158485,0.9384615384615385,0.9423988758406103,6bba_312f0dc3,9963,0.9980769230769231,519,58f62263dc2447a7d6a2fbcbf6130444f67f00ef0ced9d00d17c00a85a49b16d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,90593bcd131a14a043c4d94122ee71f7b5609d33813a98b83188f98d1df08bc4,0.4239810802973807
685,94,126,0,2,1,44036,0.9234338747099768,0.13773414287559746,0.7569060773480663,0.7464808963679797,6bba_32db13fc,38705,0.9234338747099768,796,c62e0d9278bd3d87f9e33b1fb1692e6fe57b6c818215a5119d72e2b59b9f884d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,77c97b6660e33629989ff0df270febf274bf7114295a61f1db2617665d8ed6e7,2.2483290266245604
1193,27,20,1,1,1,29453,0.9968553459119497,-0.03369422572178478,0.9620967741935483,0.9653384847811363,6bba_337b1b3a,30480,0.9968553459119497,1268,11e18795e13538c0d640e5e7480c8d12d1998cbb3dabbdb4f96803501ca379ac,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,41a80c758c9a3e7e261f2c9fd0721e9898d48d11847e3a5f1ce755a4e4c8992b,1.8433926501311362
1003,0,4,0,0,0,6575,0.9961389961389961,-0.06352371457057399,0.9960278053624627,1.0023549439636827,6bba_372c8cb8,7021,0.9961389961389961,1032,20c14aaba6d02edb3fc7af5872352b13fcaaf937460dc5bf0d4f0ad0e66c9bf7,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c5939b80dcc378e322c79f3d89a7a2fab4c6154f2ae6f69ba39a83b32dd9fbba,0.3803169559687376
1108,39,34,0,1,0,6581,0.9914748508098892,-0.06025988861916322,0.9381879762912786,0.9438414865867937,6bba_3a1849c2,7003,0.9914748508098892,1163,7a2ef6f1c5f20cb4a0948a4fef5baae9d44f56279fd14c40debbf2095ae95c37,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,e77054eff9b81473f02f10a102ba13e2e5af5cb8794a5a3cce10d5e57b111080,0.4088521399535239
844,99,91,1,0,0,53153,0.9739217652958877,0.020896955728416402,0.816247582205029,0.8145418732461525,6bba_3abfe10a,52065,0.9739217652958877,971,fc304ece7cc25dd5f8a8a81a89129b786439f68d09671cd920972cc81eaa96ab,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,327490cf8aed8b6e562bc881a25c74080f92f3b48a6903ecdc6bc76c8c40cb49,2.615451455116272
742,4,4,1,0,1,6214,0.9986928104575163,-0.007031000319590924,0.9893333333333333,0.9900289336316181,6bba_3c5691b6,6258,0.9986928104575163,764,cfb0d6343baf0922e6f63fe32a3d58da47785dce18c1902509c39f8b736bc1e1,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,610357674557297d431cd4fad094ed25832fb99c45965d9d8d8af69f69f2b06d,0.6025284007191658
443,33,31,0,1,1,22964,0.9760956175298805,-0.01170597348941298,0.873767258382643,0.8747900880188975,6bba_3db54e20,23236,0.9760956175298805,490,f03a158b5508a07dc86b0d4b63f2ee204ae3bb34bca4cfff2090d29960358a24,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,b1abcc4ac0f0331e8bc0fe46bbc1e0d469f9708d6b68076538a93e981a9ca47d,1.2066442747600377
1169,6,10,1,0,0,8326,0.9950289975144988,-0.1540337329811014,0.9864978902953586,1.0016932855573761,6bba_3fda6b25,9842,0.9950289975144988,1201,d3fc3fdbd87e8760a1748696e0e445d7686c67d5115c5054ea3fb26a88bf4b11,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c85e944ef912efb58d9604eaf75b4ca0056c13a0cc326fe04ed269e395c208e5,0.6280120750889182
863,5,17,0,1,0,5381,0.9868131868131869,-0.063848295059151,0.9751412429378531,0.9813673535181974,6bba_43fea39d,5748,0.9868131868131869,898,ee62726f2ccbfaa00a591998cc32db91fea0e785c8bf3e31c663f03e200aa6e0,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,6f7ea1cf65325add2fb614a1e2caab33273074be3642ecacd2028704fffdcab1,0.4336826573126018
237,33,49,0,0,1,26810,0.8972602739726028,-0.05241579189198742,0.7429467084639498,0.7468409224697181,6bba_474be664,28293,0.8972602739726028,262,36529af1921c380cd06a53c1c4055ed28f317e0c13c859b98d483e9d4c5ccb77,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a7161bdfdf28927536ddb6872e12f5f5209575bdcebb2c2775b751303cec02c5,1.3781236088834703
888,22,30,0,0,5,25184,0.9893048128342246,0.050865846025453784,0.9446808510638298,0.939875651992489,6bba_48816121,23965,0.9893048128342246,925,151ab8d30be89ce6fc92a99e435e95f0e8409b1907b9bb840673236f72f77ad0,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,045c3cae56430d123271691950d27f30468d4817fe380ab4d5cbabaceccf3aa2,2.4001849461346865
650,27,31,0,0,0,7105,0.9787835926449788,0.04685428024163843,0.9180790960451978,0.9137775025201886,6bba_4aa14c89,6787,0.9787835926449788,692,a70bf3f2bb2a0aadb25e97220570720f9427c37d08f5310ed6d24a84aa5a6be5,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f2b0625c9265dea51aa524f58fd928537e215c270fae04dc48f5addbebd61307,0.40349287912249565
1000,3,10,1,0,1,5382,0.9924314096499527,-0.09773679798826487,0.9871668311944719,0.996815083710589,6bba_4f99ce20,5965,0.9924314096499527,1049,3978e954a58fbb8b83e6c2d95dfacdc0b8a582d4ee90abb6d6b345d43faa11a9,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,4a73573c9640c5a8f41aa448409d2f91e31d5dd007e4ff7e014b8e396212ad0b,0.4704274982213974
650,26,39,1,2,2,20132,0.9745042492917847,0.14146396779497647,0.9090909090909091,0.8962305483822748,6bba_4ffd3da3,17637,0.9745042492917847,688,31dcae8d037c0f6e09fd1bcd45b5478fd25aebfb1c6082a39c8f629f33eeccc3,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,977f33514b5835bf3b0898a4a5701a4df6e0fad892e2c112d6ee365455c45283,1.509357140865177
684,2,4,0,0,1,4569,0.9985815602836879,-0.1308731215522161,0.991304347826087,1.0042778572669153,6bba_55b7eebe,5257,0.9985815602836879,704,8f54bc03be2ae806fbc2cfe533b83907dd94ee1137ab554b9307970e537ff245,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,88072f40b6e9f63f7dce9bf42c61032a7a25b21d146251c9ce55727f43e1faea,0.3640574458986521
397,71,70,0,1,0,37687,0.9448979591836735,0.06415360722857547,0.7379182156133829,0.7331842040762557,6bba_55c70843,35415,0.9448979591836735,463,627e7d0fd5cdcdf6454700a12c547c93cc3efbc9c6d28bd0f1e72f5acdafb7de,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a3fe3a203859cf7e77910139129c865790852785676902baafac306b823857d1,1.30788699304685
1270,312,322,0,1,3,76149,0.9270644966847499,0.162384942986674,0.667016806722689,0.6561854581096073,6bba_57b7cc1e,65511,0.9270644966847499,1538,de9c89faf22dbaecc53f853b26e504a5ae6642a457d46c0fa6c3da3a2fa0a264,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,ba41f44e393d996e258f7e12e48ff55eee2e67d6b8f1d45d3a994489d8b8ae7d,5.276400941889733
717,2,5,0,0,0,5550,0.9946452476572959,-0.071285140562249,0.9903314917127072,0.9973910836717035,6bba_5a4d9360,5976,0.9946452476572959,743,321191d5b242a3733511ce52d7d83b609e0aadf3d3d383516b2ad8c71b9fba4c,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,661d77c331d7a955e251e0185323aa77d8f728c666542c9734b1007d96b32475,0.3476134720258415
715,3,9,0,0,0,5838,0.9877883310719131,0.0062047569803516025,0.9834938101788171,0.9828835761704332,6bba_5b28472a,5802,0.9877883310719131,728,730bde78803b063b00f05ef2a61ec40d2840c194f1d40259c08637fb0dffeab6,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,f74e1155f939505101360f62e0ec26fdd7a2c37a0a52ad8d8892bfd2654f0f5a,0.3476413828320801
1136,12,9,3,1,0,7900,0.9982964224872232,-0.07817969661610269,0.9818496110630942,0.9895256815346494,6bba_5c039895,8570,0.9982964224872232,1172,fb8a3b554e30713c53438bd98f1099c927b858525f491e58485925961a8ff60f,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,4827ca4019ff8d4e16b684b7da1389be167abaad1cc2ab29f8c7a726a8bd23b1,0.6990276239812374
1094,38,36,1,0,0,25375,0.9880341880341881,0.029537063334280033,0.9366438356164384,0.9338772647870118,6bba_5c824876,24647,0.9880341880341881,1156,b2b8cf3e3ef88c53bcf4019d364a6025d6917fb0cb2e331f0c81dadb87fee143,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,cf8b3452c56ea88212e58179ef5603d3d956152fd764647a2d115c14a2498be5,1.2897154041565955
1439,13,48,0,0,0,29772,0.9779507133592736,0.10623118938802809,0.9593333333333334,0.9491422212313751,6bba_5dfe9ad1,26913,0.9779507133592736,1508,0778db564976b86cb58f9b5e2641f42b3deec82fc5016bf3fcaed4b3705cc782,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,4ce035fcc16acd04864464283626c635ab7c4fe40b92e71bb3da671094c87580,1.4714385503903031
885,0,0,0,0,0,4426,1.0,-0.04012144870960746,1.0,1.0040121448709607,6bba_5f89039d,4611,1.0,904,9d1ab846414f6e1c81e0b9f820b8535573bfd6dfc5026cc787f1f760851c5e1f,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,700fcb2881e258d8e1206e10ea0fd66d031d97d052bb220ffa016c2117aeaa27,0.2914901077747345
530,9,13,0,0,0,9584,0.9874551971326165,-0.053712480252764615,0.9601449275362319,0.9653021040822403,6bba_61dd1e0d,10128,0.9874551971326165,551,b421d36e6f7aed7dba18e69f1e332c0e77478f576555cbdf6e06f7964823f5b1,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,7ba18ccacee2b379d01c367fd2daf839649e4942e75e31a369adb0f972d54584,0.4583752299658954
607,5,7,0,0,1,5525,0.9953125,-0.043124350536889504,0.9806138933764136,0.9848427271043444,6bba_61ecbe65,5774,0.9953125,637,b3a1228f410053d84df15fdad88c7e9337e34d34b3af82255e3cbc0cbe288a45,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,24783edc5cfba15f1cb6bbd2d5105afb711e96e1c8b60593d8dac75dddeebe16,0.37613794626668096
784,6,14,0,0,1,4557,0.9879081015719468,-0.054760423148724334,0.9751243781094527,0.9804642004662438,6bba_6321a359,4821,0.9879081015719468,817,d99219f9a3c91780c6c3bb3d2508de0371144a3eb7787d6d24a894895de54617,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,de847ab2e5c2ca71f2e4dd8fcf00c19166fef417c600e5b0df9eaa3211583d42,0.45374069875106215
472,66,108,0,0,0,24338,0.8978930307941653,0.037735044557199504,0.7306501547987616,0.727893043184056,6bba_6479435d,23453,0.8978930307941653,554,556e361edbe6c75db6bfaac51a12a5e97e9151a1a72de9804a318fdb732c0113,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,d0dba177ae997e49a8abff412bb061870ec591af4c5bf8643bf4193d5f8a6dcf,1.1876429659314454
391,60,47,0,2,1,15831,0.9696969696969697,-0.01432040346180188,0.785140562248996,0.7862649152115592,6bba_67ebd073,16061,0.9696969696969697,448,fdc25daac99b401e310e8fe8861bcc6d11dda3a9757596575229237f0d9de4d7,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,ea30d60cdf9f7dada73c4fc96351d1741477575729bfae8391df7c3e4fb4fd0e,0.9039872349239886
1040,6,12,0,0,1,6371,0.9925994449583718,-0.11452397498262683,0.9829867674858223,0.9942443226826023,6bba_6ca87370,7195,0.9925994449583718,1073,fef755dc8aba5f0d8dbb9150ed05dde68d83035bdaaa93c9c67f0d3aaae6c299,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,a5274d9b9b28d3d161467d049a503de80d29f18b49be39468ffa71865edbc702,0.46100814966484904
430,12,10,0,0,0,25525,1.0,-0.10233866713557235,0.9513274336283186,0.9610631917850214,6bba_6db0e9b4,28435,1.0,449,54e98800c14411d50c3efbe5d72ed843b8489e39ee9b7a6c524e5749ba365807,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,e24f37dfc5fe9f8523961da01d59806a2469c8a37dc4cae3792ba6ef3d941427,1.0674526067450643
1113,101,230,0,0,0,11830,0.8786549707602339,0.334913112164297,0.7707756232686981,0.7449613369917686,6bba_6feb10f0,8862,0.8786549707602339,1202,f9a80090f98da41d612f2daea5c21440cb0445bcc5afe2cd33d6b02c395a7cb1,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,e7cc6db273d9155b676e5e608fd2954f883d77ef84911e03f72e28d3fabaeb12,0.7179812262766063
1323,9,20,0,1,0,6858,0.9892008639308856,-0.08778930566640064,0.9785502958579881,0.9871409209612906,6bba_6feeb0b1,7518,0.9892008639308856,1374,746d6a0db40a2a0cb9e24f0bf078157dbdd14d86a26e4de7bacac39e6c7de1a5,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,ff6c50d7e278b125297a398d9f4e567d5fe48439f1a304405d26731bcdc19ddb,0.41845418605953455
539,24,23,0,3,1,5896,0.9815436241610739,0.05285714285714286,0.9197952218430034,0.9149334470989761,6bba_705ec2c9,5600,0.9815436241610739,585,fd3f8b1e3e9a52597f710b89c9c1b6b1a6b67a29ace948d558352fb042fb76dc,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,37f2d6142d1831d5605c0456007031f48cf9cde52e88711f12b002a1c0868e4c,0.45271592075005174
649,0,3,0,0,0,4107,0.9954614220877458,-0.046214584300975386,0.995398773006135,0.999998967056953,6bba_718b21f9,4306,0.9954614220877458,658,a19bd516585521f4865635f800c8243eb59bbcebf07496be905d686dfc2ba9c1,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,202fec4785c300ef705d098f7dce3b21ef28e248dbb62ef40dd1cea1df422bfb,0.3069758377969265
555,28,21,0,1,2,26522,1.0,-0.11008958829648022,0.9188741721854304,0.9289900201166468,6bba_74686d6a,29803,1.0,586,ce532350086fb5af0d43fa58f6d10ff5f1ea4202212f9d1d4ee0d772c41f0369,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,c70c22b8bde0da19a51e255dea2c91a3e1b79809ce6794bff873b9f4c8679445,1.5998099371790886
577,62,81,0,1,0,47923,0.9442896935933147,0.004380265750094312,0.8013888888888889,0.8010378592586382,6bba_767a1e17,47714,0.9442896935933147,678,bf5c482ac842e47e9819195789c86aa37500c2356946f6201c1d3928279c5379,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,0c1f64ae1486d41cb84ecf235f6a100ab70272395182cf7c6ee04d189e791762,1.7277938122861087
604,0,0,0,0,0,4648,1.0,-0.04263645726055613,1.0,1.0042636457260556,6bba_76db78c1,4855,1.0,617,b6893074e74963834d66cb311d4e557c9507d79428c47568d3f0e23a3778532d,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,9395503f161cdc30527566ff124f1e2625c1d65d0cf7dc8e3ca72b473215e7ec,0.29680398805066943
1729,4,10,0,2,1,12722,0.9966442953020134,-0.028558338423946242,0.9919678714859438,0.9948007669039014,6bba_784a78c9,13096,0.9966442953020134,1782,bcce95a4b72cf29f4f6cba62884f1241c32c2977f1ce9cbad483c5064816c18c,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,ac386192a59a0766d822de1da213cbe271e00ae1254416e4b7da630e78130fc6,0.7275199387222528
1180,248,215,0,3,3,58409,0.9583617747440273,-0.009664456840570372,0.7181984175289106,0.718892517289828,6bba_786893ac,58979,0.9583617747440273,1404,57f51e8ba3447db58047e8ca15d326daad6bea20fe3902a22ffb738599d38db6,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,ada52ca6bbce36cb71ff868955951d014d81691ec64d5a9f5a38d38b831dae15,4.306646986864507
675,6,6,0,0,0,10679,0.9985974754558204,0.00028100412139378045,0.982532751091703,0.9825051415164568,6bba_789f8168,10676,0.9985974754558204,712,dce32e747409ca963b1f13ad3c6d466e451eedf1e724d735b3b023f64987715a,075fc5f5a52d11077f9dc2b074644618f26939e2,C0,6bba,3fc74ad86f28108b98fc670dfd003b8f94ffff8773a9be27d3d9a6f993681d01,0.5713041382841766
