dataset,embryo,bucket,events
44b6_db3c847b,44b6,conflict_or_protection_loss,0
44b6_db3c847b,44b6,insufficient_candidates,0
44b6_db3c847b,44b6,missing_daughter,0
44b6_db3c847b,44b6,missing_downstream_path,0
44b6_db3c847b,44b6,missing_parent,0
44b6_db3c847b,44b6,unsupported_HOCT_score,0
44b6_db3c847b,44b6,wrong_timing,0
44b6_ddf577ad,44b6,C0_official_recovered,0
44b6_ddf577ad,44b6,available_unselected_evidence,0
44b6_ddf577ad,44b6,conflict_or_protection_loss,0
44b6_ddf577ad,44b6,insufficient_candidates,0
44b6_ddf577ad,44b6,missing_daughter,0
44b6_ddf577ad,44b6,missing_downstream_path,0
44b6_ddf577ad,44b6,missing_parent,0
44b6_ddf577ad,44b6,unsupported_HOCT_score,0
44b6_ddf577ad,44b6,wrong_timing,0
44b6_deabac95,44b6,C0_official_recovered,1
44b6_deabac95,44b6,available_unselected_evidence,0
44b6_deabac95,44b6,conflict_or_protection_loss,0
44b6_deabac95,44b6,insufficient_candidates,0
44b6_deabac95,44b6,missing_daughter,0
44b6_deabac95,44b6,missing_downstream_path,0
44b6_deabac95,44b6,missing_parent,0
44b6_deabac95,44b6,unsupported_HOCT_score,0
44b6_deabac95,44b6,wrong_timing,0
44b6_e28840c6,44b6,C0_official_recovered,0
44b6_e28840c6,44b6,available_unselected_evidence,1
44b6_e28840c6,44b6,conflict_or_protection_loss,0
44b6_e28840c6,44b6,insufficient_candidates,0
44b6_e28840c6,44b6,missing_daughter,1
44b6_e28840c6,44b6,missing_downstream_path,0
44b6_e28840c6,44b6,missing_parent,0
44b6_e28840c6,44b6,unsupported_HOCT_score,0
44b6_e28840c6,44b6,wrong_timing,0
44b6_e29f0176,44b6,C0_official_recovered,0
44b6_e29f0176,44b6,available_unselected_evidence,0
44b6_e29f0176,44b6,conflict_or_protection_loss,0
44b6_e29f0176,44b6,insufficient_candidates,0
44b6_e29f0176,44b6,missing_daughter,0
44b6_e29f0176,44b6,missing_downstream_path,0
44b6_e29f0176,44b6,missing_parent,0
44b6_e29f0176,44b6,unsupported_HOCT_score,0
44b6_e29f0176,44b6,wrong_timing,0
44b6_e31261b4,44b6,C0_official_recovered,0
44b6_e31261b4,44b6,available_unselected_evidence,0
44b6_e31261b4,44b6,conflict_or_protection_loss,0
44b6_e31261b4,44b6,insufficient_candidates,0
44b6_e31261b4,44b6,missing_daughter,0
44b6_e31261b4,44b6,missing_downstream_path,0
44b6_e31261b4,44b6,missing_parent,0
44b6_e31261b4,44b6,unsupported_HOCT_score,0
44b6_e31261b4,44b6,wrong_timing,0
44b6_e35b117d,44b6,C0_official_recovered,0
44b6_e35b117d,44b6,available_unselected_evidence,0
44b6_e35b117d,44b6,conflict_or_protection_loss,0
44b6_e35b117d,44b6,insufficient_candidates,0
44b6_e35b117d,44b6,missing_daughter,0
44b6_e35b117d,44b6,missing_downstream_path,0
44b6_e35b117d,44b6,missing_parent,0
44b6_e35b117d,44b6,unsupported_HOCT_score,0
44b6_e35b117d,44b6,wrong_timing,0
44b6_e57ff5c6,44b6,C0_official_recovered,0
44b6_e57ff5c6,44b6,available_unselected_evidence,0
44b6_e57ff5c6,44b6,conflict_or_protection_loss,0
44b6_e57ff5c6,44b6,insufficient_candidates,0
44b6_e57ff5c6,44b6,missing_daughter,0
44b6_e57ff5c6,44b6,missing_downstream_path,0
44b6_e57ff5c6,44b6,missing_parent,0
44b6_e57ff5c6,44b6,unsupported_HOCT_score,0
44b6_e57ff5c6,44b6,wrong_timing,0
44b6_eb2880fc,44b6,C0_official_recovered,0
44b6_eb2880fc,44b6,available_unselected_evidence,1
44b6_eb2880fc,44b6,conflict_or_protection_loss,0
44b6_eb2880fc,44b6,insufficient_candidates,0
44b6_eb2880fc,44b6,missing_daughter,0
44b6_eb2880fc,44b6,missing_downstream_path,0
44b6_eb2880fc,44b6,missing_parent,0
44b6_eb2880fc,44b6,unsupported_HOCT_score,0
44b6_eb2880fc,44b6,wrong_timing,0
44b6_f28707c6,44b6,C0_official_recovered,0
44b6_f28707c6,44b6,available_unselected_evidence,0
44b6_f28707c6,44b6,conflict_or_protection_loss,0
44b6_f28707c6,44b6,insufficient_candidates,0
44b6_f28707c6,44b6,missing_daughter,0
44b6_f28707c6,44b6,missing_downstream_path,0
44b6_f28707c6,44b6,missing_parent,0
44b6_f28707c6,44b6,unsupported_HOCT_score,0
44b6_f28707c6,44b6,wrong_timing,0
6bba_05b6850b,6bba,C0_official_recovered,0
6bba_05b6850b,6bba,available_unselected_evidence,0
6bba_05b6850b,6bba,conflict_or_protection_loss,0
6bba_05b6850b,6bba,insufficient_candidates,0
6bba_05b6850b,6bba,missing_daughter,0
6bba_05b6850b,6bba,missing_downstream_path,0
6bba_05b6850b,6bba,missing_parent,0
6bba_05b6850b,6bba,unsupported_HOCT_score,0
6bba_05b6850b,6bba,wrong_timing,0
6bba_05db0fb1,6bba,C0_official_recovered,0
6bba_05db0fb1,6bba,available_unselected_evidence,2
6bba_05db0fb1,6bba,conflict_or_protection_loss,0
6bba_05db0fb1,6bba,insufficient_candidates,0
6bba_05db0fb1,6bba,missing_daughter,0
6bba_05db0fb1,6bba,missing_downstream_path,0
6bba_05db0fb1,6bba,missing_parent,0
6bba_05db0fb1,6bba,unsupported_HOCT_score,1
6bba_05db0fb1,6bba,wrong_timing,0
6bba_062c8d37,6bba,C0_official_recovered,1
6bba_062c8d37,6bba,available_unselected_evidence,0
6bba_062c8d37,6bba,conflict_or_protection_loss,0
6bba_062c8d37,6bba,insufficient_candidates,0
6bba_062c8d37,6bba,missing_daughter,0
6bba_062c8d37,6bba,missing_downstream_path,0
6bba_062c8d37,6bba,missing_parent,0
6bba_062c8d37,6bba,unsupported_HOCT_score,0
6bba_062c8d37,6bba,wrong_timing,0
6bba_07477033,6bba,C0_official_recovered,0
6bba_07477033,6bba,available_unselected_evidence,0
6bba_07477033,6bba,conflict_or_protection_loss,0
6bba_07477033,6bba,insufficient_candidates,0
6bba_07477033,6bba,missing_daughter,0
6bba_07477033,6bba,missing_downstream_path,0
6bba_07477033,6bba,missing_parent,0
6bba_07477033,6bba,unsupported_HOCT_score,0
6bba_07477033,6bba,wrong_timing,0
6bba_07e24132,6bba,C0_official_recovered,0
6bba_07e24132,6bba,available_unselected_evidence,1
6bba_07e24132,6bba,conflict_or_protection_loss,0
6bba_07e24132,6bba,insufficient_candidates,0
6bba_07e24132,6bba,missing_daughter,1
6bba_07e24132,6bba,missing_downstream_path,0
6bba_07e24132,6bba,missing_parent,0
6bba_07e24132,6bba,unsupported_HOCT_score,0
6bba_07e24132,6bba,wrong_timing,0
6bba_085bf656,6bba,C0_official_recovered,0
6bba_085bf656,6bba,available_unselected_evidence,0
6bba_085bf656,6bba,conflict_or_protection_loss,0
6bba_085bf656,6bba,insufficient_candidates,0
6bba_085bf656,6bba,missing_daughter,1
6bba_085bf656,6bba,missing_downstream_path,0
6bba_085bf656,6bba,missing_parent,0
6bba_085bf656,6bba,unsupported_HOCT_score,0
6bba_085bf656,6bba,wrong_timing,0
6bba_09961292,6bba,C0_official_recovered,1
6bba_09961292,6bba,available_unselected_evidence,2
6bba_09961292,6bba,conflict_or_protection_loss,0
6bba_09961292,6bba,insufficient_candidates,0
6bba_09961292,6bba,missing_daughter,0
6bba_09961292,6bba,missing_downstream_path,1
6bba_09961292,6bba,missing_parent,0
6bba_09961292,6bba,unsupported_HOCT_score,0
6bba_09961292,6bba,wrong_timing,0
6bba_0c7fa718,6bba,C0_official_recovered,0
6bba_0c7fa718,6bba,available_unselected_evidence,0
6bba_0c7fa718,6bba,conflict_or_protection_loss,0
6bba_0c7fa718,6bba,insufficient_candidates,0
6bba_0c7fa718,6bba,missing_daughter,0
6bba_0c7fa718,6bba,missing_downstream_path,0
6bba_0c7fa718,6bba,missing_parent,0
6bba_0c7fa718,6bba,unsupported_HOCT_score,0
6bba_0c7fa718,6bba,wrong_timing,0
6bba_0e7c0d07,6bba,C0_official_recovered,0
6bba_0e7c0d07,6bba,available_unselected_evidence,0
6bba_0e7c0d07,6bba,conflict_or_protection_loss,0
6bba_0e7c0d07,6bba,insufficient_candidates,0
6bba_0e7c0d07,6bba,missing_daughter,1
6bba_0e7c0d07,6bba,missing_downstream_path,0
6bba_0e7c0d07,6bba,missing_parent,0
6bba_0e7c0d07,6bba,unsupported_HOCT_score,0
6bba_0e7c0d07,6bba,wrong_timing,0
6bba_12665c0e,6bba,C0_official_recovered,0
6bba_12665c0e,6bba,available_unselected_evidence,2
6bba_12665c0e,6bba,conflict_or_protection_loss,0
6bba_12665c0e,6bba,insufficient_candidates,0
6bba_12665c0e,6bba,missing_daughter,1
6bba_12665c0e,6bba,missing_downstream_path,0
6bba_12665c0e,6bba,missing_parent,0
6bba_12665c0e,6bba,unsupported_HOCT_score,0
6bba_12665c0e,6bba,wrong_timing,0
6bba_13f19531,6bba,C0_official_recovered,0
6bba_13f19531,6bba,available_unselected_evidence,0
6bba_13f19531,6bba,conflict_or_protection_loss,0
6bba_13f19531,6bba,insufficient_candidates,0
6bba_13f19531,6bba,missing_daughter,0
6bba_13f19531,6bba,missing_downstream_path,0
6bba_13f19531,6bba,missing_parent,0
6bba_13f19531,6bba,unsupported_HOCT_score,0
6bba_13f19531,6bba,wrong_timing,0
6bba_15403b9a,6bba,C0_official_recovered,0
6bba_15403b9a,6bba,available_unselected_evidence,0
6bba_15403b9a,6bba,conflict_or_protection_loss,0
6bba_15403b9a,6bba,insufficient_candidates,0
6bba_15403b9a,6bba,missing_daughter,0
6bba_15403b9a,6bba,missing_downstream_path,0
6bba_15403b9a,6bba,missing_parent,0
6bba_15403b9a,6bba,unsupported_HOCT_score,0
6bba_15403b9a,6bba,wrong_timing,0
6bba_1d0d8384,6bba,C0_official_recovered,0
6bba_1d0d8384,6bba,available_unselected_evidence,1
6bba_1d0d8384,6bba,conflict_or_protection_loss,0
6bba_1d0d8384,6bba,insufficient_candidates,0
6bba_1d0d8384,6bba,missing_daughter,0
6bba_1d0d8384,6bba,missing_downstream_path,0
6bba_1d0d8384,6bba,missing_parent,0
6bba_1d0d8384,6bba,unsupported_HOCT_score,0
6bba_1d0d8384,6bba,wrong_timing,0
6bba_1ebfb80d,6bba,C0_official_recovered,0
6bba_1ebfb80d,6bba,available_unselected_evidence,0
6bba_1ebfb80d,6bba,conflict_or_protection_loss,0
6bba_1ebfb80d,6bba,insufficient_candidates,0
6bba_1ebfb80d,6bba,missing_daughter,0
6bba_1ebfb80d,6bba,missing_downstream_path,0
6bba_1ebfb80d,6bba,missing_parent,0
6bba_1ebfb80d,6bba,unsupported_HOCT_score,0
6bba_1ebfb80d,6bba,wrong_timing,0
6bba_1f58c2f6,6bba,C0_official_recovered,0
6bba_1f58c2f6,6bba,available_unselected_evidence,0
6bba_1f58c2f6,6bba,conflict_or_protection_loss,0
6bba_1f58c2f6,6bba,insufficient_candidates,0
6bba_1f58c2f6,6bba,missing_daughter,0
6bba_1f58c2f6,6bba,missing_downstream_path,0
6bba_1f58c2f6,6bba,missing_parent,0
6bba_1f58c2f6,6bba,unsupported_HOCT_score,0
6bba_1f58c2f6,6bba,wrong_timing,0
6bba_207c6aaf,6bba,C0_official_recovered,0
6bba_207c6aaf,6bba,available_unselected_evidence,1
6bba_207c6aaf,6bba,conflict_or_protection_loss,0
6bba_207c6aaf,6bba,insufficient_candidates,0
6bba_207c6aaf,6bba,missing_daughter,0
6bba_207c6aaf,6bba,missing_downstream_path,0
6bba_207c6aaf,6bba,missing_parent,0
6bba_207c6aaf,6bba,unsupported_HOCT_score,0
6bba_207c6aaf,6bba,wrong_timing,0
6bba_20852818,6bba,C0_official_recovered,0
6bba_20852818,6bba,available_unselected_evidence,0
6bba_20852818,6bba,conflict_or_protection_loss,0
6bba_20852818,6bba,insufficient_candidates,0
6bba_20852818,6bba,missing_daughter,0
6bba_20852818,6bba,missing_downstream_path,1
6bba_20852818,6bba,missing_parent,1
6bba_20852818,6bba,unsupported_HOCT_score,1
6bba_20852818,6bba,wrong_timing,0
6bba_2312ac41,6bba,C0_official_recovered,2
6bba_2312ac41,6bba,available_unselected_evidence,0
6bba_2312ac41,6bba,conflict_or_protection_loss,0
6bba_2312ac41,6bba,insufficient_candidates,0
6bba_2312ac41,6bba,missing_daughter,0
6bba_2312ac41,6bba,missing_downstream_path,0
6bba_2312ac41,6bba,missing_parent,0
6bba_2312ac41,6bba,unsupported_HOCT_score,0
6bba_2312ac41,6bba,wrong_timing,0
6bba_23af9eeb,6bba,C0_official_recovered,0
6bba_23af9eeb,6bba,available_unselected_evidence,0
6bba_23af9eeb,6bba,conflict_or_protection_loss,0
6bba_23af9eeb,6bba,insufficient_candidates,0
6bba_23af9eeb,6bba,missing_daughter,0
6bba_23af9eeb,6bba,missing_downstream_path,0
6bba_23af9eeb,6bba,missing_parent,0
6bba_23af9eeb,6bba,unsupported_HOCT_score,0
6bba_23af9eeb,6bba,wrong_timing,0
6bba_2540cd90,6bba,C0_official_recovered,0
6bba_2540cd90,6bba,available_unselected_evidence,0
6bba_2540cd90,6bba,conflict_or_protection_loss,0
6bba_2540cd90,6bba,insufficient_candidates,0
6bba_2540cd90,6bba,missing_daughter,0
6bba_2540cd90,6bba,missing_downstream_path,0
6bba_2540cd90,6bba,missing_parent,0
6bba_2540cd90,6bba,unsupported_HOCT_score,0
6bba_2540cd90,6bba,wrong_timing,0
6bba_2646afc7,6bba,C0_official_recovered,0
6bba_2646afc7,6bba,available_unselected_evidence,0
6bba_2646afc7,6bba,conflict_or_protection_loss,0
6bba_2646afc7,6bba,insufficient_candidates,0
6bba_2646afc7,6bba,missing_daughter,0
6bba_2646afc7,6bba,missing_downstream_path,0
6bba_2646afc7,6bba,missing_parent,0
6bba_2646afc7,6bba,unsupported_HOCT_score,0
6bba_2646afc7,6bba,wrong_timing,0
6bba_268e1230,6bba,C0_official_recovered,0
6bba_268e1230,6bba,available_unselected_evidence,0
6bba_268e1230,6bba,conflict_or_protection_loss,0
6bba_268e1230,6bba,insufficient_candidates,0
6bba_268e1230,6bba,missing_daughter,1
6bba_268e1230,6bba,missing_downstream_path,0
6bba_268e1230,6bba,missing_parent,0
6bba_268e1230,6bba,unsupported_HOCT_score,0
6bba_268e1230,6bba,wrong_timing,0
6bba_2819ca14,6bba,C0_official_recovered,0
6bba_2819ca14,6bba,available_unselected_evidence,0
6bba_2819ca14,6bba,conflict_or_protection_loss,0
6bba_2819ca14,6bba,insufficient_candidates,0
6bba_2819ca14,6bba,missing_daughter,0
6bba_2819ca14,6bba,missing_downstream_path,0
6bba_2819ca14,6bba,missing_parent,0
6bba_2819ca14,6bba,unsupported_HOCT_score,1
6bba_2819ca14,6bba,wrong_timing,0
6bba_283bf9f1,6bba,C0_official_recovered,0
6bba_283bf9f1,6bba,available_unselected_evidence,0
6bba_283bf9f1,6bba,conflict_or_protection_loss,0
6bba_283bf9f1,6bba,insufficient_candidates,0
6bba_283bf9f1,6bba,missing_daughter,0
6bba_283bf9f1,6bba,missing_downstream_path,0
6bba_283bf9f1,6bba,missing_parent,0
6bba_283bf9f1,6bba,unsupported_HOCT_score,0
6bba_283bf9f1,6bba,wrong_timing,0
6bba_312f0dc3,6bba,C0_official_recovered,0
6bba_312f0dc3,6bba,available_unselected_evidence,0
6bba_312f0dc3,6bba,conflict_or_protection_loss,0
6bba_312f0dc3,6bba,insufficient_candidates,0
6bba_312f0dc3,6bba,missing_daughter,0
6bba_312f0dc3,6bba,missing_downstream_path,0
6bba_312f0dc3,6bba,missing_parent,0
6bba_312f0dc3,6bba,unsupported_HOCT_score,0
6bba_312f0dc3,6bba,wrong_timing,0
6bba_32db13fc,6bba,C0_official_recovered,0
6bba_32db13fc,6bba,available_unselected_evidence,1
6bba_32db13fc,6bba,conflict_or_protection_loss,0
6bba_32db13fc,6bba,insufficient_candidates,0
6bba_32db13fc,6bba,missing_daughter,0
6bba_32db13fc,6bba,missing_downstream_path,0
6bba_32db13fc,6bba,missing_parent,0
6bba_32db13fc,6bba,unsupported_HOCT_score,0
6bba_32db13fc,6bba,wrong_timing,0
6bba_337b1b3a,6bba,C0_official_recovered,1
6bba_337b1b3a,6bba,available_unselected_evidence,1
6bba_337b1b3a,6bba,conflict_or_protection_loss,0
6bba_337b1b3a,6bba,insufficient_candidates,0
6bba_337b1b3a,6bba,missing_daughter,0
6bba_337b1b3a,6bba,missing_downstream_path,0
6bba_337b1b3a,6bba,missing_parent,0
6bba_337b1b3a,6bba,unsupported_HOCT_score,0
6bba_337b1b3a,6bba,wrong_timing,0
6bba_372c8cb8,6bba,C0_official_recovered,0
6bba_372c8cb8,6bba,available_unselected_evidence,0
6bba_372c8cb8,6bba,conflict_or_protection_loss,0
6bba_372c8cb8,6bba,insufficient_candidates,0
6bba_372c8cb8,6bba,missing_daughter,0
6bba_372c8cb8,6bba,missing_downstream_path,0
6bba_372c8cb8,6bba,missing_parent,0
6bba_372c8cb8,6bba,unsupported_HOCT_score,0
6bba_372c8cb8,6bba,wrong_timing,0
6bba_3a1849c2,6bba,C0_official_recovered,0
6bba_3a1849c2,6bba,available_unselected_evidence,0
6bba_3a1849c2,6bba,conflict_or_protection_loss,0
6bba_3a1849c2,6bba,insufficient_candidates,0
6bba_3a1849c2,6bba,missing_daughter,0
6bba_3a1849c2,6bba,missing_downstream_path,0
6bba_3a1849c2,6bba,missing_parent,0
6bba_3a1849c2,6bba,unsupported_HOCT_score,0
6bba_3a1849c2,6bba,wrong_timing,0
6bba_3abfe10a,6bba,C0_official_recovered,1
6bba_3abfe10a,6bba,available_unselected_evidence,0
6bba_3abfe10a,6bba,conflict_or_protection_loss,0
6bba_3abfe10a,6bba,insufficient_candidates,0
6bba_3abfe10a,6bba,missing_daughter,0
6bba_3abfe10a,6bba,missing_downstream_path,0
6bba_3abfe10a,6bba,missing_parent,0
6bba_3abfe10a,6bba,unsupported_HOCT_score,0
6bba_3abfe10a,6bba,wrong_timing,0
6bba_3c5691b6,6bba,C0_official_recovered,1
6bba_3c5691b6,6bba,available_unselected_evidence,1
6bba_3c5691b6,6bba,conflict_or_protection_loss,0
6bba_3c5691b6,6bba,insufficient_candidates,0
6bba_3c5691b6,6bba,missing_daughter,0
6bba_3c5691b6,6bba,missing_downstream_path,0
6bba_3c5691b6,6bba,missing_parent,0
6bba_3c5691b6,6bba,unsupported_HOCT_score,0
6bba_3c5691b6,6bba,wrong_timing,0
6bba_3db54e20,6bba,C0_official_recovered,0
6bba_3db54e20,6bba,available_unselected_evidence,1
6bba_3db54e20,6bba,conflict_or_protection_loss,0
6bba_3db54e20,6bba,insufficient_candidates,0
6bba_3db54e20,6bba,missing_daughter,0
6bba_3db54e20,6bba,missing_downstream_path,0
6bba_3db54e20,6bba,missing_parent,0
6bba_3db54e20,6bba,unsupported_HOCT_score,0
6bba_3db54e20,6bba,wrong_timing,0
6bba_3fda6b25,6bba,C0_official_recovered,1
6bba_3fda6b25,6bba,available_unselected_evidence,0
6bba_3fda6b25,6bba,conflict_or_protection_loss,0
6bba_3fda6b25,6bba,insufficient_candidates,0
6bba_3fda6b25,6bba,missing_daughter,0
6bba_3fda6b25,6bba,missing_downstream_path,0
6bba_3fda6b25,6bba,missing_parent,0
6bba_3fda6b25,6bba,unsupported_HOCT_score,0
6bba_3fda6b25,6bba,wrong_timing,0
6bba_43fea39d,6bba,C0_official_recovered,0
6bba_43fea39d,6bba,available_unselected_evidence,0
6bba_43fea39d,6bba,conflict_or_protection_loss,0
6bba_43fea39d,6bba,insufficient_candidates,0
6bba_43fea39d,6bba,missing_daughter,0
6bba_43fea39d,6bba,missing_downstream_path,0
6bba_43fea39d,6bba,missing_parent,0
6bba_43fea39d,6bba,unsupported_HOCT_score,0
6bba_43fea39d,6bba,wrong_timing,0
6bba_474be664,6bba,C0_official_recovered,0
6bba_474be664,6bba,available_unselected_evidence,1
6bba_474be664,6bba,conflict_or_protection_loss,0
6bba_474be664,6bba,insufficient_candidates,0
6bba_474be664,6bba,missing_daughter,0
6bba_474be664,6bba,missing_downstream_path,0
6bba_474be664,6bba,missing_parent,0
6bba_474be664,6bba,unsupported_HOCT_score,0
6bba_474be664,6bba,wrong_timing,0
6bba_48816121,6bba,C0_official_recovered,0
6bba_48816121,6bba,available_unselected_evidence,3
6bba_48816121,6bba,conflict_or_protection_loss,0
6bba_48816121,6bba,insufficient_candidates,1
6bba_48816121,6bba,missing_daughter,0
6bba_48816121,6bba,missing_downstream_path,0
6bba_48816121,6bba,missing_parent,0
6bba_48816121,6bba,unsupported_HOCT_score,1
6bba_48816121,6bba,wrong_timing,0
6bba_4aa14c89,6bba,C0_official_recovered,0
6bba_4aa14c89,6bba,available_unselected_evidence,0
6bba_4aa14c89,6bba,conflict_or_protection_loss,0
6bba_4aa14c89,6bba,insufficient_candidates,0
6bba_4aa14c89,6bba,missing_daughter,0
6bba_4aa14c89,6bba,missing_downstream_path,0
6bba_4aa14c89,6bba,missing_parent,0
6bba_4aa14c89,6bba,unsupported_HOCT_score,0
6bba_4aa14c89,6bba,wrong_timing,0
6bba_4f99ce20,6bba,C0_official_recovered,1
6bba_4f99ce20,6bba,available_unselected_evidence,1
6bba_4f99ce20,6bba,conflict_or_protection_loss,0
6bba_4f99ce20,6bba,insufficient_candidates,0
6bba_4f99ce20,6bba,missing_daughter,0
6bba_4f99ce20,6bba,missing_downstream_path,0
6bba_4f99ce20,6bba,missing_parent,0
6bba_4f99ce20,6bba,unsupported_HOCT_score,0
6bba_4f99ce20,6bba,wrong_timing,0
6bba_4ffd3da3,6bba,C0_official_recovered,1
6bba_4ffd3da3,6bba,available_unselected_evidence,1
6bba_4ffd3da3,6bba,conflict_or_protection_loss,0
6bba_4ffd3da3,6bba,insufficient_candidates,0
6bba_4ffd3da3,6bba,missing_daughter,0
6bba_4ffd3da3,6bba,missing_downstream_path,0
6bba_4ffd3da3,6bba,missing_parent,0
6bba_4ffd3da3,6bba,unsupported_HOCT_score,1
6bba_4ffd3da3,6bba,wrong_timing,0
6bba_55b7eebe,6bba,C0_official_recovered,0
6bba_55b7eebe,6bba,available_unselected_evidence,1
6bba_55b7eebe,6bba,conflict_or_protection_loss,0
6bba_55b7eebe,6bba,insufficient_candidates,0
6bba_55b7eebe,6bba,missing_daughter,0
6bba_55b7eebe,6bba,missing_downstream_path,0
6bba_55b7eebe,6bba,missing_parent,0
6bba_55b7eebe,6bba,unsupported_HOCT_score,0
6bba_55b7eebe,6bba,wrong_timing,0
6bba_55c70843,6bba,C0_official_recovered,0
6bba_55c70843,6bba,available_unselected_evidence,0
6bba_55c70843,6bba,conflict_or_protection_loss,0
6bba_55c70843,6bba,insufficient_candidates,0
6bba_55c70843,6bba,missing_daughter,0
6bba_55c70843,6bba,missing_downstream_path,0
6bba_55c70843,6bba,missing_parent,0
6bba_55c70843,6bba,unsupported_HOCT_score,0
6bba_55c70843,6bba,wrong_timing,0
6bba_57b7cc1e,6bba,C0_official_recovered,0
6bba_57b7cc1e,6bba,available_unselected_evidence,0
6bba_57b7cc1e,6bba,conflict_or_protection_loss,0
6bba_57b7cc1e,6bba,insufficient_candidates,1
6bba_57b7cc1e,6bba,missing_daughter,1
6bba_57b7cc1e,6bba,missing_downstream_path,0
6bba_57b7cc1e,6bba,missing_parent,0
6bba_57b7cc1e,6bba,unsupported_HOCT_score,1
6bba_57b7cc1e,6bba,wrong_timing,0
6bba_5a4d9360,6bba,C0_official_recovered,0
6bba_5a4d9360,6bba,available_unselected_evidence,0
6bba_5a4d9360,6bba,conflict_or_protection_loss,0
6bba_5a4d9360,6bba,insufficient_candidates,0
6bba_5a4d9360,6bba,missing_daughter,0
6bba_5a4d9360,6bba,missing_downstream_path,0
6bba_5a4d9360,6bba,missing_parent,0
6bba_5a4d9360,6bba,unsupported_HOCT_score,0
6bba_5a4d9360,6bba,wrong_timing,0
6bba_5b28472a,6bba,C0_official_recovered,0
6bba_5b28472a,6bba,available_unselected_evidence,0
6bba_5b28472a,6bba,conflict_or_protection_loss,0
6bba_5b28472a,6bba,insufficient_candidates,0
6bba_5b28472a,6bba,missing_daughter,0
6bba_5b28472a,6bba,missing_downstream_path,0
6bba_5b28472a,6bba,missing_parent,0
6bba_5b28472a,6bba,unsupported_HOCT_score,0
6bba_5b28472a,6bba,wrong_timing,0
6bba_5c039895,6bba,C0_official_recovered,3
6bba_5c039895,6bba,available_unselected_evidence,0
6bba_5c039895,6bba,conflict_or_protection_loss,0
6bba_5c039895,6bba,insufficient_candidates,0
6bba_5c039895,6bba,missing_daughter,0
6bba_5c039895,6bba,missing_downstream_path,0
6bba_5c039895,6bba,missing_parent,0
6bba_5c039895,6bba,unsupported_HOCT_score,0
6bba_5c039895,6bba,wrong_timing,0
6bba_5c824876,6bba,C0_official_recovered,1
6bba_5c824876,6bba,available_unselected_evidence,0
6bba_5c824876,6bba,conflict_or_protection_loss,0
6bba_5c824876,6bba,insufficient_candidates,0
6bba_5c824876,6bba,missing_daughter,0
6bba_5c824876,6bba,missing_downstream_path,0
6bba_5c824876,6bba,missing_parent,0
6bba_5c824876,6bba,unsupported_HOCT_score,0
6bba_5c824876,6bba,wrong_timing,0
6bba_5dfe9ad1,6bba,C0_official_recovered,0
6bba_5dfe9ad1,6bba,available_unselected_evidence,0
6bba_5dfe9ad1,6bba,conflict_or_protection_loss,0
6bba_5dfe9ad1,6bba,insufficient_candidates,0
6bba_5dfe9ad1,6bba,missing_daughter,0
6bba_5dfe9ad1,6bba,missing_downstream_path,0
6bba_5dfe9ad1,6bba,missing_parent,0
6bba_5dfe9ad1,6bba,unsupported_HOCT_score,0
6bba_5dfe9ad1,6bba,wrong_timing,0
6bba_5f89039d,6bba,C0_official_recovered,0
6bba_5f89039d,6bba,available_unselected_evidence,0
6bba_5f89039d,6bba,conflict_or_protection_loss,0
6bba_5f89039d,6bba,insufficient_candidates,0
6bba_5f89039d,6bba,missing_daughter,0
6bba_5f89039d,6bba,missing_downstream_path,0
6bba_5f89039d,6bba,missing_parent,0
6bba_5f89039d,6bba,unsupported_HOCT_score,0
6bba_5f89039d,6bba,wrong_timing,0
6bba_61dd1e0d,6bba,C0_official_recovered,0
6bba_61dd1e0d,6bba,available_unselected_evidence,0
6bba_61dd1e0d,6bba,conflict_or_protection_loss,0
6bba_61dd1e0d,6bba,insufficient_candidates,0
6bba_61dd1e0d,6bba,missing_daughter,0
6bba_61dd1e0d,6bba,missing_downstream_path,0
6bba_61dd1e0d,6bba,missing_parent,0
6bba_61dd1e0d,6bba,unsupported_HOCT_score,0
6bba_61dd1e0d,6bba,wrong_timing,0
6bba_61ecbe65,6bba,C0_official_recovered,0
6bba_61ecbe65,6bba,available_unselected_evidence,1
6bba_61ecbe65,6bba,conflict_or_protection_loss,0
6bba_61ecbe65,6bba,insufficient_candidates,0
6bba_61ecbe65,6bba,missing_daughter,0
6bba_61ecbe65,6bba,missing_downstream_path,0
6bba_61ecbe65,6bba,missing_parent,0
6bba_61ecbe65,6bba,unsupported_HOCT_score,0
6bba_61ecbe65,6bba,wrong_timing,0
6bba_6321a359,6bba,C0_official_recovered,0
6bba_6321a359,6bba,available_unselected_evidence,1
6bba_6321a359,6bba,conflict_or_protection_loss,0
6bba_6321a359,6bba,insufficient_candidates,0
6bba_6321a359,6bba,missing_daughter,0
6bba_6321a359,6bba,missing_downstream_path,0
6bba_6321a359,6bba,missing_parent,0
6bba_6321a359,6bba,unsupported_HOCT_score,0
6bba_6321a359,6bba,wrong_timing,0
6bba_6479435d,6bba,C0_official_recovered,0
6bba_6479435d,6bba,available_unselected_evidence,0
6bba_6479435d,6bba,conflict_or_protection_loss,0
6bba_6479435d,6bba,insufficient_candidates,0
6bba_6479435d,6bba,missing_daughter,0
6bba_6479435d,6bba,missing_downstream_path,0
