key,source,family,seed,tiny,step,loss,seconds,gradient_norm,seen_rows,seen_windows,seen_positives,gpu_gib,rss_gib
6bba_H1_314159,6bba,H1,314159,False,1201,0.09448614716529846,2.404721949999839,14.554287910461426,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1301,0.1338132917881012,2.598875427999701,8.826615333557129,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1401,0.08977924287319183,2.7930459070003053,2.84847092628479,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1501,0.08823168277740479,2.9163582649998716,11.176130294799805,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1601,0.09233561903238297,3.0982175589997496,15.012974739074707,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1701,0.1267850548028946,3.2853731220002373,13.222146034240723,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1801,0.08884333819150925,3.471393822000209,2.290027379989624,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,1901,0.08823937177658081,3.6575684279996494,1.8570172786712646,220881.0,,,,
6bba_H1_314159,6bba,H1,314159,False,2000,0.08829788863658905,3.842007104000004,10.6586332321167,220881.0,,,,
44b6_N1_20260910,44b6,N1,20260910,False,1,0.18380574509501457,2.439017385710031,2.212839126586914,,4.0,22.0,0.1252603530883789,1.725738525390625
44b6_N1_20260910,44b6,N1,20260910,False,21,0.04617099021561444,9.697895106859505,0.6545457243919373,,84.0,509.0,0.13373517990112305,1.727691650390625
44b6_N1_20260910,44b6,N1,20260910,False,41,0.0018225216772407293,17.41473615495488,0.050416480749845505,,164.0,670.0,0.13373517990112305,1.746246337890625
44b6_N1_20260910,44b6,N1,20260910,False,61,0.0015113279805518687,25.164941153954715,0.04434525594115257,,244.0,829.0,0.13373517990112305,1.746246337890625
44b6_N1_20260910,44b6,N1,20260910,False,81,0.5902763744816184,35.5226491978392,2.7151734828948975,,324.0,1292.0,0.13373517990112305,1.7765426635742188
44b6_N1_20260910,44b6,N1,20260910,False,101,0.045540524704847485,47.76059560663998,0.8807806372642517,,404.0,1600.0,0.13373517990112305,1.7804298400878906
44b6_N1_20260910,44b6,N1,20260910,False,121,0.012519834446720779,59.17433108994737,0.3104119896888733,,484.0,1768.0,0.13373517990112305,1.7804298400878906
44b6_N1_20260910,44b6,N1,20260910,False,141,0.036659535340731964,70.07197953760624,1.2677559852600098,,564.0,1888.0,0.13373517990112305,1.7825736999511719
44b6_N1_20260910,44b6,N1,20260910,False,161,0.019062235194724053,80.04598062578589,0.41382211446762085,,644.0,2049.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,181,0.00033381008688593283,88.03043948486447,0.00663995323702693,,724.0,2265.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,201,0.001947841898072511,96.44384480873123,0.058174289762973785,,804.0,2431.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,221,0.0004996864008717239,104.72321441490203,0.012692552991211414,,884.0,2639.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,241,0.26196900953073055,114.28966708900407,2.161404609680176,,964.0,3038.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,261,0.03241130581591278,122.3814496928826,0.8466140627861023,,1044.0,3441.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,281,0.008908842180971988,129.78468668460846,0.2819211483001709,,1124.0,3691.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,301,0.0036382729304023087,139.4492097827606,0.08474218845367432,,1204.0,3820.0,0.13373517990112305,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,321,0.3078340705251321,151.2993587506935,2.0764567852020264,,1284.0,4050.0,0.13936185836791992,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,341,0.00027693134325090796,159.98453140398487,0.0074293483048677444,,1364.0,4378.0,0.13936710357666016,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,361,0.07340383168775588,171.08670693496242,2.2715539932250977,,1444.0,4542.0,0.13936710357666016,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,381,0.0027313896571286023,183.15233667194843,0.09882239252328873,,1524.0,4797.0,0.13936710357666016,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,401,0.006692761468002573,194.90711634699255,0.16768865287303925,,1604.0,4924.0,0.13936710357666016,1.7855033874511719
44b6_N1_20260910,44b6,N1,20260910,False,421,0.0011313927097944543,203.0226277699694,0.025999171659350395,,1684.0,5340.0,0.13936710357666016,1.7902565002441406
44b6_N1_20260910,44b6,N1,20260910,False,441,0.664356519235298,210.42344663478434,5.104693412780762,,1764.0,5883.0,0.13936710357666016,1.7902565002441406
44b6_N1_20260910,44b6,N1,20260910,False,461,0.0019090905116172507,221.37964367168024,0.05670538917183876,,1844.0,6184.0,0.13936710357666016,1.7902565002441406
44b6_N1_20260910,44b6,N1,20260910,False,481,0.1566969621926546,231.58943041367456,3.564100503921509,,1924.0,6303.0,0.13936710357666016,1.7941627502441406
44b6_N1_20260910,44b6,N1,20260910,False,501,0.05460957624018192,241.3138895817101,1.227325439453125,,2004.0,6405.0,0.13936710357666016,1.7941627502441406
44b6_N1_20260910,44b6,N1,20260910,False,521,0.17568289954215288,252.8840641300194,3.1036694049835205,,2084.0,6578.0,0.13936710357666016,1.7941627502441406
44b6_N1_20260910,44b6,N1,20260910,False,541,0.007503289147280157,263.855467453599,0.17828063666820526,,2164.0,6797.0,0.13936710357666016,1.7941627502441406
44b6_N1_20260910,44b6,N1,20260910,False,561,0.001005856363917701,274.534046609886,0.025707485154271126,,2244.0,7017.0,0.13936710357666016,1.7941627502441406
44b6_N1_20260910,44b6,N1,20260910,False,581,0.011106137273600325,284.5311967818998,0.2188350409269333,,2324.0,7263.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,601,0.009584632047335617,292.3076445199549,0.21986037492752075,,2404.0,7561.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,621,0.004024024063255638,300.0163289969787,0.11343588680028915,,2484.0,7857.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,641,0.003317747061373666,307.7751128477976,0.10076375305652618,,2564.0,8060.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,661,0.00017693366316962056,315.44463521800935,0.00512174516916275,,2644.0,8197.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,681,0.001665148593019694,322.8742369445972,0.032750751823186874,,2724.0,8554.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,701,0.013394752517342567,331.7555076419376,0.4738370180130005,,2804.0,9226.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,721,0.0038329937087837607,339.93193539977074,0.11849890649318695,,2884.0,9491.0,0.13936710357666016,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,741,0.0017023978580255061,349.4329991796985,0.04342774674296379,,2964.0,9652.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,761,0.01733087922912091,359.0858158119954,0.3841518461704254,,3044.0,9937.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,781,0.01665077987127006,368.8486036336981,0.5427637100219727,,3124.0,10204.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,801,0.016816507893963717,378.1178236878477,0.5514124035835266,,3204.0,10412.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,821,0.020591205175151117,388.62393680075184,0.5239419341087341,,3284.0,10543.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,841,0.02413242496550083,398.92370925005525,0.5668137073516846,,3364.0,10679.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,861,0.03427873889449984,409.64391898177564,1.2114835977554321,,3444.0,10814.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,881,0.04900516103953123,418.9702045810409,0.8328012228012085,,3524.0,11247.0,0.14647817611694336,1.8037300109863281
44b6_N1_20260910,44b6,N1,20260910,False,901,0.21261599031277,427.76953500602394,4.8807196617126465,,3604.0,11756.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,921,0.006846178788691759,437.09938342589885,0.15755634009838104,,3684.0,11854.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,941,0.14418667345307767,445.44619826972485,2.1624879837036133,,3764.0,12186.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,961,0.021853430313058197,455.343510678038,0.4703074097633362,,3844.0,12364.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,981,0.002021451640757732,466.82378824800253,0.07151343673467636,,3924.0,12501.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1001,0.008941720938310027,477.2723647118546,0.21831370890140533,,4004.0,12639.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1021,0.013307905988767743,487.23015074571595,0.34118756651878357,,4084.0,12995.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1041,0.0010776940907817334,495.194075929001,0.028072481974959373,,4164.0,13183.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1061,0.0013183869159547612,504.03798723965883,0.03496571257710457,,4244.0,13311.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1081,0.05301541544031352,513.3713698680513,1.4403107166290283,,4324.0,13760.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1101,0.3159391136141494,520.9721202519722,1.4362741708755493,,4404.0,14765.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1121,0.036063730192836374,528.7558572338894,0.6481007933616638,,4484.0,15182.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1141,0.0009305230341851711,536.640414100606,0.026687130331993103,,4564.0,15389.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1161,0.01378401585679967,544.3629012680613,0.41821494698524475,,4644.0,15645.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1181,0.1695626522123348,551.9349981527776,4.376499652862549,,4724.0,15856.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1201,0.4380829934962094,559.6023405450396,2.870875120162964,,4804.0,16013.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1221,0.0014704256755067036,571.0330933989026,0.05189157649874687,,4884.0,16109.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1241,0.521358375903219,581.9487104699947,3.707639455795288,,4964.0,16215.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1261,0.014204552964656614,593.3692454677075,0.4165409207344055,,5044.0,16358.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1281,0.005683971845428459,602.9554651728831,0.20470580458641052,,5124.0,16448.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1301,0.0012176953750895336,610.0324158440344,0.032727595418691635,,5204.0,16692.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1321,0.0017363028600811958,619.2778777317144,0.047789108008146286,,5284.0,16922.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1341,0.05800341791473329,629.2369840918109,2.4243524074554443,,5364.0,17061.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1361,0.011710889200912789,636.6923040677793,0.48568353056907654,,5444.0,17250.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1381,0.00027035572566092014,643.1624730830081,0.006397128105163574,,5524.0,17512.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1401,0.004755416419357061,651.0489889718592,0.1189073994755745,,5604.0,17647.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1421,1.3782810757256811,660.0214136159047,5.5323405265808105,,5684.0,17857.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1441,0.0001894967608677689,668.5712055950426,0.0036568434443324804,,5764.0,18045.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1461,0.04923500944278203,678.8379455287941,1.4883198738098145,,5844.0,18176.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1481,0.0018037934278254397,687.9020783249289,0.06126968562602997,,5924.0,18278.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1501,0.003167993185343221,696.7059035706334,0.0611710362136364,,6004.0,18743.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1521,0.0015819762265891768,704.3856511707418,0.04396097734570503,,6084.0,19100.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1541,0.0004154337657382712,712.8501249947585,0.003580851713195443,,6164.0,19248.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1561,0.011360705480910838,721.134000514634,0.25659722089767456,,6244.0,19419.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1581,0.005595434093265794,727.8672027387656,0.15067070722579956,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1601,0.0029277675348566845,736.6798721649684,0.08127449452877045,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1621,0.001631722945603542,747.393059622962,0.03743181750178337,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1641,0.0005975200765533373,757.0514571047388,0.0122291911393404,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1661,0.00463033709092997,768.9080458488315,0.0910504013299942,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1681,0.0009468554781051353,779.7201621648856,0.03157360479235649,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1701,0.0002722490062296856,789.9401417379268,0.001171977142803371,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1721,0.03640959458425641,799.5554758426733,1.8898729085922241,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1741,0.0031534734735032544,810.6271394947544,0.09758277982473373,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1761,0.043325892940629274,817.7307981536724,1.0729387998580933,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1781,0.0014508402382489294,825.0788114536554,0.05151023715734482,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1801,0.00048434095515403897,834.2871489529498,0.0110130300745368,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1821,0.0031920125475153327,841.4940212988295,0.10681755840778351,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1841,0.0010115456825587898,847.1968580079265,0.026339031755924225,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1861,0.0003135482438665349,853.4664930719882,0.006115972064435482,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1881,0.010305063333362341,860.7631775997579,0.31165337562561035,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1901,0.007170828408561647,869.8381818947382,0.1746099889278412,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1921,0.003682097012642771,878.358076792676,0.07719305157661438,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1941,0.5814625411294401,887.5809100228362,2.468905210494995,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1961,0.00439436751184985,897.4268630929291,0.15266114473342896,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,1981,0.0030868467001710087,908.084120427724,0.07173541188240051,,6294.0,19530.0,0.17589855194091797,1.8311119079589844
44b6_N1_20260910,44b6,N1,20260910,False,2001,0.00015978640476532746,909.1397120317238,0.002648045076057315,,6294.0,19530.0,0.10442686080932617,1.7091903686523438
44b6_N1_20260910,44b6,N1,20260910,False,2021,0.28863416286185384,919.1058944717238,1.0993468761444092,,6294.0,19530.0,0.11799907684326172,1.7375106811523438
44b6_N1_20260910,44b6,N1,20260910,False,2041,0.004379785139462911,929.852361920724,0.1290808618068695,,6294.0,19530.0,0.1184840202331543,1.7385902404785156
44b6_N1_20260910,44b6,N1,20260910,False,2061,0.0003036797916138312,937.8137017297236,0.009078067727386951,,6294.0,19530.0,0.1184840202331543,1.7385902404785156
44b6_N1_20260910,44b6,N1,20260910,False,2081,0.0033002851414494216,945.4300951357236,0.08103157579898834,,6294.0,19530.0,0.13352060317993164,1.7655487060546875
44b6_N1_20260910,44b6,N1,20260910,False,2101,0.0007841085534892045,956.7162697437238,0.02487911283969879,,6294.0,19530.0,0.13414669036865234,1.7655487060546875
44b6_N1_20260910,44b6,N1,20260910,False,2121,0.0007053186491248198,968.9513243897236,0.03327002003788948,,6294.0,19530.0,0.13414669036865234,1.7816123962402344
44b6_N1_20260910,44b6,N1,20260910,False,2141,0.00025207881844835356,979.7989604227237,0.0007931573200039566,,6294.0,19530.0,0.13414669036865234,1.7816123962402344
