adj_edge_jaccard,dataset,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,estimated_total,graph_hash,gt_node_recall,matched_nodes,metric_revision,node_recall,num_pred_nodes,total_node_ratio,variant
0.920541815449504,44b6_c15fded2,0,0,0,4,5,0.9158878504672897,98,44b6,20585,610d71cd1fff8f9fa164f16e4f866e8ef2c14378a524be93cf567979cf104ca9,1.0,104,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,19539,-0.050813699295603594,A_residual_m3.0
0.8271453610493059,44b6_c50204e0,1,1,1,32,36,0.8116343490304709,293,44b6,47078,3293e74e5b1a1057784c4b8acf8f9d40b9514b48f0de918de610db5401c94f9f,0.987987987987988,329,075fc5f5a52d11077f9dc2b074644618f26939e2,0.987987987987988,38081,-0.19110837333786482,A_residual_m3.0
0.8485041705891777,44b6_c771cb04,0,1,0,19,28,0.8127490039840638,204,44b6,53345,6f0f6d09a810a553bae24df9e433796287fd5c9fb509f0d85135d8e1ec0dd9a1,0.9911894273127754,225,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9911894273127754,29877,-0.4399287655825288,A_residual_m3.0
0.865881688437251,44b6_c8e2a523,1,0,0,11,15,0.8547486033519553,153,44b6,33144,2838ec9a9c860e2e4a7100603e68a1c0ae948697cf1f642d54c93a37a366ac77,0.9821428571428571,165,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9821428571428571,28827,-0.1302498189717596,A_residual_m3.0
0.9482552720195906,44b6_c96cfa10,0,0,0,25,18,0.9321766561514195,591,44b6,46236,105ed53be97b3ea48f6656386d215601769b538df9449926ab3a6b5b4280b068,0.9809220985691574,617,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9809220985691574,38261,-0.17248464400034605,A_residual_m3.0
0.9299215165250662,44b6_cf2536e8,0,0,0,4,6,0.8765432098765432,71,44b6,57565,dce9c4aecc64d1bede45f464568114ce9d5ebc467514b402782ae80970a52bc9,1.0,76,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,22510,-0.6089637800746982,A_residual_m3.0
0.9529736688927326,44b6_cf8fed6b,0,0,0,4,6,0.9484536082474226,184,44b6,43729,9d2e3320c212ddcd7aed8d550822d5ef0ee1782bce0f1ee97d6f5e5ffea93308,1.0,191,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,41645,-0.047657161151638504,A_residual_m3.0
0.9633622591976261,44b6_d29c9ab2,0,0,0,26,29,0.9594694178334562,1302,44b6,38055,58f9124109ee3841506460f1fb83d02835687a64d2c136051508733b8d4070af,0.9940872135994088,1345,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9940872135994088,36511,-0.040572855078176324,A_residual_m3.0
0.9960594016402642,44b6_d2f34f90,2,0,0,7,4,0.9614035087719298,274,44b6,24074,85f0f77d8adbf8e4a651673430c2848ba5afa284b1dafc8c8bdcfefe78b186cc,0.9893992932862191,280,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9893992932862191,15396,-0.3604718783750104,A_residual_m3.0
0.8574061572468379,44b6_d5e7d891,2,1,0,64,77,0.8546391752577319,829,44b6,44848,73494a5d0d6f7069f29c1cc25cddc00f6b2cdff376a8f08ea354f7225ea621a0,0.9922737306843267,899,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9922737306843267,43396,-0.03237602568676418,A_residual_m3.0
