adj_edge_jaccard,dataset,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,estimated_total,graph_file_sha256,graph_hash,gt_node_recall,gt_sha256,input_manifest_sha256,matched_nodes,metric_revision,node_recall,num_pred_nodes,scorer_hash,seconds,total_node_ratio,validation_edges,validation_forks,validation_nodes,validation_out_of_bounds,validation_valid,variant
0.7998771943173004,44b6_551a5dba,0,4,0,25,36,0.7653846153846153,199,44b6,57627,9d3c01ceb9fdec98c7870f49b2a647d55fc9df01d8156e899ba39baa0ec23c72,57ab9624419131decea88b870b73f602947b8268246f93f6aac75aaae47acdbe,0.9780701754385965,86aa0ab3f94bc2e338d8d126b8e006d8b7522a0ae973a7552f7fdec778815e9a,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,223,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9780701754385965,31657,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,1.2839145450852811,-0.4506568101757857,30599,513,31657,0,True,ADR_primary
1.0236864335191755,44b6_5740d24b,0,0,0,2,1,0.9824561403508771,168,44b6,19730,6c25657b3a099286b6c51c2113fbab63d13e81fde634dfcd48bbf89fdf1a8e29,d60c06962d93a5e09af0321021e92bf202bdb8cdbb7b9d080ed851b0221f5ca9,1.0,e99fe6481a0cb5005289bf88d03f63eb5fcd88b356b8d5c9b25e3c4a781db094,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,173,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,11450,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,0.5994482371024787,-0.4196654840344653,11031,159,11450,0,True,ADR_primary
0.954824851592509,44b6_587a1e22,0,8,1,3,13,0.9583333333333334,368,44b6,18137,410671d2c3c7b58d79ba05571474592cda3d4673cd5ab0b83a49a8ce46133596,1dac416a13a38e0aaebf835439e37337a11eb5db09546671a3b6395607fceaef,1.0,b1c5074945420066b5e9c2406887594d6cff2d631dc2adadb6156575b4d66e44,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,381,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,18801,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,0.9898425629362464,0.036610244252081384,18465,310,18801,0,True,ADR_primary
0.886597485905372,44b6_5f15d135,1,2,0,18,22,0.864406779661017,255,44b6,29519,99a4569e96fcbd4a87d302d34530370579aa6ead036cd43e42db66f7bd2cac84,23fbdb8241c50d73d7c6f33886d02b1e6e94d327c4c2c243c5f2656a21f48f7c,0.9856115107913669,754d7b8a78b453bc903ba884fcc0f16647411b29c64ce6d8845dd968e7dff384,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,274,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9856115107913669,21941,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,1.267462048213929,-0.2567160134150886,21050,289,21941,0,True,ADR_primary
0.9382645614312852,44b6_668e0cc7,0,10,0,16,34,0.924812030075188,615,44b6,39701,20d544d6323dd06603708df05ee950a0e2230011fdead80ac9c755ba54d08730,cc9346c3e2b38d6efd49e11e664fc32b635ff04ab5e8023669b99b7b62ddceb4,0.9984447900466563,307ec01d3fd223391034da895638d51052f565962ab2b0b5ecc046ebb7ac8ad9,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,642,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9984447900466563,33926,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,1.3798166052438319,-0.14546233092365432,33177,499,33926,0,True,ADR_primary
1.028916667136264,44b6_66f9292d,0,2,0,1,4,0.9752475247524752,197,44b6,52710,04ca4b6e12788e5acb899c7b28b51a8bfcc0cef0013c3e2e4cb48c10b55f2498,c87c708c5ea1e597a09d49b9d1a9bec07b3c667c4eea563c27b6b1955527f2d0,1.0,8fdcb7d70a85c4fd3bc437cacbe50824b529f4f9a33111e14f239888b9bc94f5,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,200,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,23703,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,1.0428655701689422,-0.5503130335799659,22724,286,23703,0,True,ADR_primary
0.7432062599705327,44b6_706092f0,0,3,1,20,21,0.7028985507246377,97,44b6,69898,827d52c936c97063d0fbf4061f93f6da205ac92bafd9bd3d4a51022348d46994,174822993f0a3373d69f99faeb014638b5ae1a4cc403b68f98ff87773c817b4c,0.9491525423728814,94540b8fae9e3a1f867fb14ce253cbba9f2c49768cea295329949de1ab07bc3e,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,112,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9491525423728814,29815,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,1.5035433853045106,-0.5734498841168559,28837,422,29815,0,True,ADR_primary
0.715849485876374,44b6_71a4179f,0,6,0,17,31,0.68,102,44b6,67688,36a6a778793565295b9689c3fd86a70507ffb326ceaa7c0476c44b391b5f6297,be5e1f8b56361c68a8308abcd68c267df6c3ad42b4369a804d3b4c532064289d,0.9752066115702479,872ec5cdfbe918d43cb776e25bba0970654b292a8b6ffd3f2f0d4cbfd22b7ffb,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,118,075fc5f5a52d11077f9dc2b074644618f26939e2,0.9752066115702479,32003,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,1.333441391121596,-0.5271983217113816,31054,491,32003,0,True,ADR_primary
0.9637762466298103,44b6_74d0c52e,1,3,0,4,7,0.9246575342465754,135,44b6,15090,727f1895cfbbae4f0f5e8b414e6f31b8cedc97fa41769cb4952c3d79401c6c47,10f0f08ae9ec5e186f89075585923f881382677771a002a09d1d00bb6667b352,1.0,7a6e33c79f009ffdd61750205572dd22365d343bcfe086f25c1d59bcdf2bd94d,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,140,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,8706,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,0.5397702273912728,-0.42306163021868787,8459,141,8706,0,True,ADR_primary
0.9198110474034411,44b6_7a302da0,1,13,0,19,41,0.8905109489051095,488,44b6,66858,7a3dab1cb3ac2067e5e7899ad6c0d3c951e1105d7c620d4e529e21b351904de3,ee8c4ee1d2c4682e2a782da265aca571a113d59e07740b6a8f962355af98d592,1.0,0fdca1fc848cd4dedafda2789f83562b3b1f136e3635a3b1e8726a62e302cb1c,469a3cf2674d3dc7a6bed22248568eda27d223344392e2846ee253228dee2065,516,075fc5f5a52d11077f9dc2b074644618f26939e2,1.0,44860,a859d57bc80fbe6c03680ec8307ac40b9759a095bc716640dd433500ffeb0505,2.364509674720466,-0.3290256962517575,43413,714,44860,0,True,ADR_primary
