edge_tp,edge_fp,edge_fn,division_tp,division_fp,division_fn,num_pred_nodes,node_recall,total_node_ratio,edge_jaccard,adj_edge_jaccard,dataset,estimated_total,gt_node_recall,matched_nodes,graph_hash,metric_revision,variant,embryo,prediction_sha256,seconds,count_ratio,gt_node_count,exact_duplicate_centers,match_distance_sum_um,match_distance_squared_sum_um2,mean_match_distance_um,gt_division_parents,division_daughters_matched
100,26,19,0,1,0,31997,0.9752066115702479,-0.5272869637158728,0.6896551724137931,0.7260197906010947,44b6_71a4179f,67688,0.9752066115702479,118,814e9f6acfe8f3f62f6201015f534e125791f403f516132c7da66b151d73019f,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,455031e50c3b11b2ccf0cdadf4a4851dc52e8026e0309b51ef3fff5267612ed7,1.331649876665324,0.4727130362841272,121,0,300.3650334204558,856.22265625,2.545466384919117,0,0
133,6,6,0,0,1,8706,1.0,-0.42306163021868787,0.9172413793103448,0.956046342633852,44b6_74d0c52e,15090,1.0,140,b27a2a71f57746309dab4b2b514ae6f6421f33aeb6d40f10872a2ce4a332eb19,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,48f44eb6bca7409fdf63d91db61c4510331e92e4a3bc405cf9cbc1883d15141b,0.5423837890848517,0.5769383697813121,140,1,200.71105774235684,398.2392578125,1.433650412445406,1,1
490,24,17,0,0,1,44857,1.0,-0.3290705674713572,0.9227871939736346,0.9531534045312551,44b6_7a302da0,66858,1.0,516,c5fd7f858ff2d1cbda0902603b10ed3fd4927d68f53df476b3de0e4e6e8894f0,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,f777450af3cb18693518c15d13bf8f000e2d8ae8464c37784cc445ae0da7eb8a,2.3117626230232418,0.6709294325286428,516,1,908.2995940386866,2455.2861328125,1.7602705310827258,1,1
544,14,16,0,0,0,45003,0.9929824561403509,-0.197235105244381,0.9477351916376306,0.9664278566642759,44b6_7e557709,56060,0.9929824561403509,566,d024a63a46901d6ea03f0861ea5b8e6dbdb49c57e554df1ee3797cbf613c8d2b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,3565174f78e118d932fd75e50eea82c04f3d8991bc8f0ea629a459ca5a2848a4,1.7698831488378346,0.802764894755619,570,0,786.0186374713754,1598.4033203125,1.3887255078999565,0,0
179,0,0,0,0,0,15095,1.0,-0.04110024139245331,1.0,1.0041100241392453,44b6_808952d6,15742,1.0,181,794d6d0b7a84a76531c17dd1d477254fb39c533f0bf4a56aaaba15da3e9db720,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,5886b867c436aaf75828ee98d46a5e5513329117615e0b01f7c6c0db05a03a91,0.7483881302177906,0.9588997586075467,181,0,380.12547426810966,1015.98046875,2.1001407418127607,0,0
197,0,0,0,0,0,11284,1.0,0.12256267409470752,1.0,0.9877437325905293,44b6_81c256f0,10052,1.0,199,3f1d8bc910b4abd380bfde1f9014d2bfd021197d21bae665c022ef78a3f46e3e,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,df1c4cabec4ab9767dbf0096dd840f14f03b6748c6182fd9155277d3043572b3,0.5431017307564616,1.1225626740947074,199,0,428.0593434052887,1076.8798828125,2.1510519769109986,0,0
114,39,35,0,1,0,29253,0.934640522875817,0.040957938936730484,0.6063829787234043,0.6038993590219217,44b6_87bba6c4,28102,0.934640522875817,143,514cecd84f0614c8ead31e8c0806c0d0c0f24cf8ddb5349938de82ff7746f7e5,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,2c409c5331f1442e635e2b002a87667bd725d353b877dcfb062317aa2cbdbb1d,1.0502905999310315,1.0409579389367305,153,0,470.548876996515,1862.30078125,3.2905515873882165,0,0
386,6,10,0,0,0,18916,0.995,-0.41203531020763395,0.9601990049751243,0.9997625944627231,44b6_8cc6506c,32172,0.995,398,64e3b926b7c4e91cc6df26d73d3327b0aac04e52c182c5db8f1bfe0a8cd9b893,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,636afd311eb3f7131aec60a2bb7c03b468d1db22c6c3576efb2869d85c3d20ab,0.8333282456733286,0.587964689792366,400,0,519.6359094820024,975.2158203125,1.3056178630201065,0,0
564,49,40,0,3,0,27899,0.9821428571428571,0.011896557977585143,0.8637059724349158,0.8626784596172499,44b6_8f5ab931,27571,0.9821428571428571,605,b6604de2986c5e7c97f79d0125a9b11aea87e43bf1e360556d6856c2a3bc5bad,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,8b5e676cdd9aa66df9d854c96ce673a353e6e4724a602a126805c9863c0bcec8,1.2667624386958778,1.0118965579775852,616,0,1179.2518359150722,3652.4794921875,1.9491765882893755,0,0
364,5,6,0,0,0,41115,1.0,-0.4505766172677829,0.9706666666666667,1.014402636982793,44b6_8f9ecab4,74833,1.0,374,3e678c96174315e48e11fb0afe865f3bca01600481bdbc5633f3b9e481750bda,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,78467a85fc2f60c875776c393256390321e6d0d1e5bb20a38db7a0dd7258a090,1.6522367023862898,0.549423382732217,374,0,548.8822652675108,1311.0703125,1.4675996397527027,0,0
94,15,9,0,0,0,23407,1.0,-0.08322888923703588,0.7966101694915254,0.8032402674476962,44b6_90724892,25532,1.0,105,cc05c19800d2a38854f84491e3a66ea8991a71e5d89970e578dad98bdf291e8b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,54b44677a71cd8622d3b87ec28e729f27d75637167bd42fa68965d31325654f3,1.0090416204184294,0.9167711107629641,105,0,209.1040816726183,685.4072265625,1.9914674445011267,0,0
344,40,34,0,0,0,39204,0.9768041237113402,0.054466230936819175,0.8229665071770335,0.8184841187937163,44b6_949adeb1,37179,0.9768041237113402,379,cf6c11ffe202996b101ec28fc4e18ad98ebf0d23d70192860c50c4fe4906bfc0,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,54e03cf19ad72612117d93b7868daf29b80c3c531c6ea230e0c721541e6ea99d,1.589765278622508,1.0544662309368191,388,0,763.1196016254819,2358.408203125,2.0135081837083955,0,0
198,0,0,0,0,0,4791,1.0,-0.07169153264871149,1.0,1.0071691532648712,44b6_95029e92,5161,1.0,200,9e74cdb9a38ba2061dc7e118ec838e2432128d927ed8e296d248114b5851e09b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,bfb5b02171a65e6c9f1b144e98414ab13b3b7ac078596a161030a1b5de4fee7a,0.4032167177647352,0.9283084673512885,200,0,211.78461494289166,324.466796875,1.0589230747144582,0,0
218,4,3,0,1,0,33822,0.9955555555555555,-0.05456476770839157,0.9688888888888889,0.9741756086046353,44b6_97725144,35774,0.9955555555555555,224,5169bf239bfd995ba2818c451fbe770857d5155d7bf6c7bcca06fae5d892de6e,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,39e2e954da3fc2d9e6470b0f771e5a54e8d48edc0bf2a4f9c7440c66c85b811b,1.4079440329223871,0.9454352322916084,225,0,392.2976717967174,900.9482421875,1.7513288919496313,0,0
370,2,7,1,0,0,9281,0.9868421052631579,0.22553809586689555,0.9762532981530343,0.9542350671581131,44b6_996155de,7573,0.9868421052631579,375,831465bf918671f358dc618d9437f594d0f42cab5b79b90b24e063ca1304c3fb,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,b9058b6422d2b3984fc70ff0f386cf2b462e6c1185e2780b7a9de0bdc0137288,0.5527521139010787,1.2255380958668955,380,0,529.0415406108876,1030.0087890625,1.4107774416290337,1,1
207,17,13,0,1,1,26099,0.9864864864864865,-0.5490609395787619,0.8734177215189873,0.9213736770011831,44b6_9be80b04,57877,0.9864864864864865,219,acee47d6712152fc95379c1d5bc3c1d1fb612ca4e88c8f6f6f736aac640b9e9e,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,cbda274f4320c910542f4f9aee025ec11e09b538db5569528d75e2d20ee5e79a,1.2782636489719152,0.45093906042123816,222,0,355.09165479892465,892.0361328125,1.6214230812736286,1,0
244,21,15,0,0,0,39731,1.0,-0.38217640106985135,0.8714285714285714,0.9047325149503728,44b6_9bfa6a0a,64308,1.0,264,36fc9b4af32cdc94daa710a5a03f0cd3defae300010eb14350d5be249b462e9c,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,cd43f41f0fa7c93f86a39f7e02b8986c7c4ca8f2b4d0939dc5cc01882203dd29,1.521061000879854,0.6178235989301487,264,1,496.3445287447586,1199.833984375,1.8800929119119643,0,0
284,1,2,1,0,1,22022,1.0,-0.04418402777777778,0.9895470383275261,0.9939192557104143,44b6_a21120c2,23040,1.0,296,df7c162fb511ca9f3511852037a6942af530128ceb0545f35960d25364531b5d,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,3dd4823857dedc77621e3753314839522c513d6a920aeec048c472c3f7ae32cd,1.3483913820236921,0.9558159722222223,296,0,435.5658155873223,870.0859375,1.4715061337409536,2,2
376,39,34,0,1,0,46816,0.9975961538461539,-0.22762443700196328,0.8374164810690423,0.8564781265729929,44b6_a2bb48bb,60613,0.9975961538461539,415,57a5f60c51e97ff5fb872d128c842f81522302300abe986591c2889b6cb545b3,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,1de4e08bb293f20cebccb036956f401d8348056ec3071c547b119991db9c4b60,1.8573237350210547,0.7723755629980368,416,1,925.3737729400063,2957.0048828125,2.2298163203373647,0,0
203,0,3,0,0,1,15427,0.9904306220095693,-0.3019141137608037,0.9854368932038835,1.0151886238317684,44b6_aaf8b0ea,22099,0.9904306220095693,207,a102c224b75a879e80a13b384cfdf86c9e88233581aa4cd416e600c366f6a91d,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,7ee8bfc059351eced5b9d3139b9ebf84a7915f2a99d03290732700ef31a71e2d,0.8880930389277637,0.6980858862391963,209,0,311.1519014437665,686.5625,1.5031492823370363,1,0
94,1,0,0,1,0,26447,1.0,-0.041914215331111435,0.9894736842105263,0.9936209855169731,44b6_abf82518,27604,1.0,96,fe14333bc7408c434f7a1fcc915920fe971e5c7140a61e0498ee4b15a62b2695,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,760768d95b762e27b3a32ee0bb29024aeb334a566f28d2eabb5ff1bfa55834f2,0.9396850219927728,0.9580857846688886,96,0,97.03751011435216,151.0107421875,1.0108073970245017,0,0
154,15,14,0,0,0,37972,0.9647058823529412,-0.3642619163220546,0.8415300546448088,0.872183789679561,44b6_b2c44266,59729,0.9647058823529412,164,89a3f4d18a1e40c73a90864152449bd7ed4ed1bdaa9607cb1fb6233048ad844b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,b53c9b2e088556d917ca6f08f2ad48781e8db4be0fcf3d1a2ae51992a56684e5,1.3976864940486848,0.6357380836779454,170,0,385.3384277518746,1292.5859375,2.34962455946265,0,0
98,5,4,0,0,0,19539,1.0,-0.050813699295603594,0.9158878504672897,0.920541815449504,44b6_c15fded2,20585,1.0,104,610d71cd1fff8f9fa164f16e4f866e8ef2c14378a524be93cf567979cf104ca9,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,9a51a2c387ee1b9fca700acee4b0ebb7ec690b037c6169712efd4ab2d482f776,0.6933892611414194,0.9491863007043964,104,0,162.2206792544741,395.5986328125,1.5598142236007126,0,0
293,36,32,1,1,1,38081,0.987987987987988,-0.19110837333786482,0.8116343490304709,0.8271453610493059,44b6_c50204e0,47078,0.987987987987988,329,3293e74e5b1a1057784c4b8acf8f9d40b9514b48f0de918de610db5401c94f9f,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,6de736cefe2b6ac63ef67684515d9cd18e9d4fc8ba154cc1ee686be2fb55e1a0,2.307602816261351,0.8088916266621352,333,0,708.4268653080472,2199.640625,2.15327314683297,2,2
204,28,19,0,1,0,29877,0.9911894273127754,-0.4399287655825288,0.8127490039840638,0.8485041705891777,44b6_c771cb04,53345,0.9911894273127754,225,6f0f6d09a810a553bae24df9e433796287fd5c9fb509f0d85135d8e1ec0dd9a1,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,f8e99766a50cdd04874d0e969484864f4624c6df77c993d933334c3ab7af5eec,1.069462241139263,0.5600712344174712,227,0,504.64936578118625,1655.8369140625,2.2428860701386055,0,0
153,15,11,0,0,1,28827,0.9821428571428571,-0.1302498189717596,0.8547486033519553,0.865881688437251,44b6_c8e2a523,33144,0.9821428571428571,165,2838ec9a9c860e2e4a7100603e68a1c0ae948697cf1f642d54c93a37a366ac77,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,d23179b55b1ecee8058d99160524c5baa1294d713b3db78a7fcf61194cff684c,1.348986611701548,0.8697501810282404,168,0,194.297374033607,375.298828125,1.1775598426279212,1,1
591,18,25,0,0,0,38261,0.9809220985691574,-0.17248464400034605,0.9321766561514195,0.9482552720195906,44b6_c96cfa10,46236,0.9809220985691574,617,105ed53be97b3ea48f6656386d215601769b538df9449926ab3a6b5b4280b068,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,1d7eaa9b7e00aa620de461b2fbd9372553db8f72d6304fa0271959b5382c0cbe,1.5275826347060502,0.827515355999654,629,0,944.7490672971098,2463.04296875,1.5311978400277306,0,0
71,6,4,0,0,0,22510,1.0,-0.6089637800746982,0.8765432098765432,0.9299215165250662,44b6_cf2536e8,57565,1.0,76,dce9c4aecc64d1bede45f464568114ce9d5ebc467514b402782ae80970a52bc9,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,5ff9c673486250fe768122436d36ee0eed8a28d4b3e4010a9b459f111420119a,0.9346053139306605,0.39103621992530185,76,0,142.81609560203634,325.45703125,1.8791591526583729,0,0
184,6,4,0,0,0,41645,1.0,-0.047657161151638504,0.9484536082474226,0.9529736688927326,44b6_cf8fed6b,43729,1.0,191,9d2e3320c212ddcd7aed8d550822d5ef0ee1782bce0f1ee97d6f5e5ffea93308,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,5ee5e8acf25f185a91179a39179c669630b9ac814c387a58aa929952fdec4356,1.7139099221676588,0.9523428388483615,191,0,298.7477451307391,622.52734375,1.5641243200562256,0,0
1302,29,26,0,0,0,36511,0.9940872135994088,-0.040572855078176324,0.9594694178334562,0.9633622591976261,44b6_d29c9ab2,38055,0.9940872135994088,1345,58f9124109ee3841506460f1fb83d02835687a64d2c136051508733b8d4070af,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,fd4ebc0aa27869a123502f2312f7911d5bcd07c7a7851dc68e02caa8244492fe,1.4185396367684007,0.9594271449218237,1353,0,1878.7203217845845,3892.28125,1.3968180831112151,0,0
274,4,7,0,0,2,15396,0.9893992932862191,-0.3604718783750104,0.9614035087719298,0.9960594016402642,44b6_d2f34f90,24074,0.9893992932862191,280,85f0f77d8adbf8e4a651673430c2848ba5afa284b1dafc8c8bdcfefe78b186cc,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,e85690072fc3eb446887b5b3c60867324cdd6850d019b3a7f7a4fd0e6ebbccb2,1.0496665816754103,0.6395281216249896,283,1,372.72241617570927,728.3173828125,1.3311514863418188,2,2
829,77,64,0,1,2,43396,0.9922737306843267,-0.03237602568676418,0.8546391752577319,0.8574061572468379,44b6_d5e7d891,44848,0.9922737306843267,899,73494a5d0d6f7069f29c1cc25cddc00f6b2cdff376a8f08ea354f7225ea621a0,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,c9ef276cce89b34c7373d817d10beacfc4c83a170a6ab080623e1f7c7178696a,2.6297235800884664,0.9676239743132358,906,0,1739.6157734479127,5240.650390625,1.9350564776951198,2,2
68,2,2,1,0,0,5607,0.9861111111111112,0.08431637981048153,0.9444444444444444,0.9364812307956767,44b6_d754aa59,5171,0.9861111111111112,71,ef7d1315d1aae152dc7cf73effd4985a9719429bc182719e9df566d42aee7dd2,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,3a6d1cafb1e7e09acb7b3d2d57f795db7be28779b28b6bc85532ecfc4a6837e0,0.3587094359099865,1.0843163798104816,72,0,120.95591133847356,265.712890625,1.7036043850489233,1,1
426,23,25,0,0,0,23584,0.9740820734341252,0.05952648366952693,0.8987341772151899,0.8933843286828653,44b6_d78e09d9,22259,0.9740820734341252,451,4f693e4e89bcf87c15b8f66354e65ca56b0042917f5d4c3264d0c508d541681c,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,feeb9ab5650fbabacd72abc886d59267c0744546f569c6d2b48a78416b4fc9bf,0.9969966663047671,1.0595264836695268,463,0,739.7134318920531,2080.15234375,1.640162820159763,0,0
153,8,9,0,0,0,15572,0.9757575757575757,0.036543965918924316,0.9,0.8967110430672968,44b6_db3c847b,15023,0.9757575757575757,161,7e37fe8c3be7e62679ae02441745987c3ce8d5ba110312354bf9276a23e6c9d5,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,8e6ddce0326b8b7d97b444f28b4fd14ac2b6c51155e9fa39fa1d71abd6a90745,0.627389898058027,1.0365439659189244,165,0,316.8133598474926,933.6259765625,1.9677848437732461,0,0
604,59,43,0,0,0,38286,0.9893778452200304,-0.2842668062514021,0.8555240793201133,0.8798437890900633,44b6_ddf577ad,53492,0.9893778452200304,652,0fb42a752bf5e387b9468e8d206fdb144fbe2c9a3f4238374cfdd865044d2a64,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,d9184c1a13c6a0848246532189ff625c2ca42aa9a886a7ef767df0ad9d7895c0,1.4444469870068133,0.7157331937485979,659,0,1267.676703703115,3650.994140625,1.9442894228575383,0,0
121,6,3,1,2,0,15694,0.9920634920634921,0.12188147830438202,0.9307692307692308,0.9194248777885922,44b6_deabac95,13989,0.9920634920634921,125,61447b62585e30c41300c43343f12b8767ec854e235c3806367c0dd10c6cfb6a,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,f723cee7c9745e2557daf11ca5e219818b5937971d1cdd058fa0885fcab35e23,0.7890470130369067,1.121881478304382,126,0,166.55931701706967,353.84375,1.3324745361365573,1,1
287,10,22,0,0,2,27352,0.9678456591639871,-0.633773397959457,0.8996865203761756,0.9567062586878884,44b6_e28840c6,74686,0.9678456591639871,301,f28bbb846ec90b3402877c05f3b2c5a2615f97197ec1fe056740be6d7ab4e25b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,b4125ccb99e8f2f3808fcb83d82edd5d9a08dd0d0d4ed39b1b1a25a466348135,1.65320443501696,0.3662266020405431,311,0,405.8200969495326,954.255859375,1.3482395247492778,2,1
47,3,3,0,0,0,13522,0.9803921568627451,0.0426401418767831,0.8867924528301887,0.8830111572297947,44b6_e29f0176,12969,0.9803921568627451,50,b999b7cd2eb41a2e33d70fa2db61b0067ea878d46b10d7dc5b8303d69d28261b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,11db616898ba68576c6e82fdaf13f5c7e5d2772611cbd958bb0ded35c4df0375,0.5898930360563099,1.042640141876783,51,0,86.8611861439232,189.2998046875,1.7372237228784642,0,0
107,8,6,0,0,0,66901,0.9913793103448276,-0.08173657626001976,0.8842975206611571,0.8915254658345638,44b6_e31261b4,72856,0.9913793103448276,115,e3767577498a9889643e31d071166fdd032274e7f3906fa2e187ce1b1e720b21,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,459e254c853b66c41965b700418505136278e000af1b7e065db4c58c58a520af,2.5079544940963387,0.9182634237399803,116,1,184.2684162442471,458.3134765625,1.6023340542978008,0,0
237,21,29,0,1,0,19836,0.9407407407407408,-0.3074264166753954,0.8257839721254355,0.8511707528752853,44b6_e35b117d,28641,0.9407407407407408,254,cd9ac7a39b2e74bcbde47374f44b7084076d9cc3846ee558117f5cee17423bc4,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,24b42a07a14a8a0fd8265174b63be23b117952548b9865b689449e3adb7f0ced,0.7822631113231182,0.6925735833246046,270,0,582.4021700992439,2022.8837890625,2.2929219295245824,0,0
159,15,27,0,0,0,17505,0.9119170984455959,-0.13827901939549078,0.7910447761194029,0.8019832657133746,44b6_e57ff5c6,20314,0.9119170984455959,176,3865e7129e2dc866f6af3ceaf43468d5e052f540a9e320b7209b907b6abca8c4,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,2f33647285b249c02846d2063744f328b66f71e34d48f435867f8d77c577d549,0.6795493387617171,0.8617209806045092,193,0,413.3045847369399,1309.75,2.3483215041871586,0,0
367,13,12,0,1,1,37271,0.9948717948717949,-0.22487729806172532,0.9362244897959183,0.9572780531603706,44b6_eb2880fc,48084,0.9948717948717949,388,2be6b7fd7a6d1a63ea4f92eed695ea754f9ad8539118853e448ce82cedc7413b,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,86608109721d49992f7a3cfcd25a27e7bac69aec8cff8a7d4eac3f9e881863dd,1.907504498027265,0.7751227019382747,390,1,669.2525754740838,1612.5966796875,1.724877771840422,1,1
60,1,1,0,0,0,21689,1.0,0.16257504288164665,0.967741935483871,0.9520088668179052,44b6_f28707c6,18656,1.0,63,bff15589e024dd7b8b29704144d871c7607139c0e71ad76a9f3532cb08043087,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,44b6,b4aceaf8923433599434a3ed60c29be51e112fa2b9551d2f436b858448a2b7f5,0.879483382217586,1.1625750428816466,63,0,124.1367152353898,288.3232421875,1.9704240513553937,0,0
830,15,15,0,0,0,6100,0.9941927990708479,-0.04118201823325998,0.9651162790697675,0.9690908226899541,6bba_05b6850b,6362,0.9941927990708479,856,0683f3a88ad1a7e00fabfe97e36ae69186b907873f64cfb579df6f2e294872b9,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,a3cd178530446256e225ee1a51728273e4e78f5d5145fbb8aa662c7682258e5f,0.3775328751653433,0.95881798176674,861,0,1975.8009017811505,5746.330078125,2.3081786235761106,0,0
1106,78,77,0,1,3,69764,0.9804719283970708,-0.0005157593123209169,0.8770816812053925,0.8771269175098673,6bba_05db0fb1,69800,0.9804719283970708,1205,761729212f669dae4246252c8313b35f813cb9e15b9a287ec030e0758835e9db,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,b7e93f7b3179a5dde90678ed4610e78ff51b316e0c7d5825707c3be00e76ebd7,4.854372380301356,0.999484240687679,1229,0,2087.0213890813457,5591.5234375,1.7319679577438554,3,3
897,1,1,1,0,0,5894,1.0,-0.022553897180762852,0.9977753058954394,1.0000256780613064,6bba_062c8d37,6030,1.0,930,91bd7043fb317de1b49dfca446d4d1383fd2c008f71493eecac0a78ad6ce5199,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,77f3340af14c3362232c2258177c0fe542812dadf1e4bc92741cdf0a199ed67e,0.443222978617996,0.9774461028192372,930,0,1390.2328526268589,2785.859375,1.494874035082644,1,1
595,11,7,0,1,0,4601,1.0,-0.04859387923904053,0.9706362153344209,0.9753529132377209,6bba_07477033,4836,1.0,613,97ffcab1d6efc6eb5f1e4d27550e60ca23d615a225bf1b05220f1a2871c5d31a,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,ac94785b77206c33afddcbc0de322f610cea647f865a8b30c456d220edc2a3fa,0.32019251212477684,0.9514061207609594,613,0,1188.7770868238758,3022.1953125,1.9392774662705967,0,0
309,17,36,0,0,2,29079,0.924791086350975,0.3534558994647428,0.8535911602209945,0.823420477089888,6bba_07e24132,21485,0.924791086350975,332,0f3288a933de8abb4a23a353abc047bc368bb9e7e2ffa0c2eb3149f8f132604e,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,3a84bc8add2431e193c4af72502f86b18e2d2afcae7a3505529b55ddc4c19255,1.880651199258864,1.3534558994647428,359,0,683.6236264760262,1812.6240234375,2.0591073086627296,2,1
1162,2,6,0,0,1,8272,0.9958263772954925,-0.022568829020441925,0.9931623931623932,0.9954038443864747,6bba_085bf656,8463,0.9958263772954925,1193,46286176cabc8dee653220b7099ba8b58c9fc138e274cb5f914fbf94802ab265,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,73951ee941755809464958e1968b5a87fca292f3f4b98328f704885cc10d4755,0.5146144418977201,0.9774311709795581,1198,0,2178.3828661606203,5171.00390625,1.8259705500089023,1,0
1796,93,75,1,0,3,29678,0.9933333333333333,-0.04624481794517466,0.9144602851323829,0.9186891900727869,6bba_09961292,31117,0.9933333333333333,1937,e93bc07a27cd4fe95ec6c5d253245d2ef7e39b72b6a99da7c0eb4079925d27e8,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,50045194e60d3b736add3f052b4c73bc9cd450de959c58e84950283126dd0925,2.5167978517711163,0.9537551820548253,1950,0,3116.28238415325,8006.705078125,1.6088189902701342,4,3
638,13,21,0,1,0,12495,0.984375,-0.08461538461538462,0.9494047619047619,0.9574381868131868,6bba_0c7fa718,13650,0.984375,693,cf5d6fb055eebeb2a826359dcb2dc5b2a615e26281eb869c476651b3cb932d3e,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,3cf829ee7be4432767771e52381a5e3e5e91e8ad6a2331d7381e080358c1a6b6,0.672632232774049,0.9153846153846154,704,0,1306.4295433930668,3216.94140625,1.8851797162959116,0,0
176,18,22,0,0,1,22250,0.9425837320574163,-0.009658610406373792,0.8148148148148148,0.8156018126997785,6bba_0e7c0d07,22467,0.9425837320574163,197,f42b402daca1017d94709c3e867013b544812ba699cc9bddee78b0d38447cdf8,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,26c8a4da956d234cd1176cc8ed73c4ba91e93f1219427682c3dca258934564cc,1.22850161511451,0.9903413895936262,209,0,495.2963274314857,1614.2470703125,2.514194555489775,1,0
965,6,33,0,1,3,8104,0.9739382239382239,-0.02525859995188838,0.9611553784860558,0.9635831224057342,6bba_12665c0e,8314,0.9739382239382239,1009,2135377b4a4f50f2c47662c32e5544080bf6269c60475264ffa5ff068af7bcc5,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,40fdfed045cf9cce2e1a505ef98f6691a2e8f51e76b537ad4b7d67fe5cac0a7c,0.7324038129299879,0.9747414000481116,1036,0,1838.7091442271799,4448.1328125,1.8223083689070168,3,2
698,8,6,0,1,0,5718,0.9972862957937585,-0.009527108955482418,0.9803370786516854,0.9812710564678269,6bba_13f19531,5773,0.9972862957937585,735,5db7172499a0cf9221633ac830686f02c31c984262e661655bad34a7dc068350,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,5d7edb68e08285b4b57c045e0156cf9e3ee24a2fa8ab39b881183b83e49022ef,0.36248772498220205,0.9904728910445176,737,0,1308.4382639714552,3098.6083984375,1.7801881142468778,0,0
718,10,11,0,1,0,6313,0.9920844327176781,-0.08361155465234432,0.9715832205683356,0.9797067789229207,6bba_15403b9a,6889,0.9920844327176781,752,d81488fb2da7396812c8b21d909bf4a7d7a347e3fe4ffccc7873e60f16b87d31,075fc5f5a52d11077f9dc2b074644618f26939e2,original_objective_C4,6bba,2523425870700d312cd6779e3944b3d47648107fe4b78a3184b9c3a7faf75234,0.37906326400116086,0.9163884453476557,758,0,1722.2825028078832,4864.8564453125,2.290269285648781,0,0
