dataset,embryo,detector,mean_center_score,changed_centers,mean_realized_shift_um,max_realized_shift_um,node_count_unchanged
6bba_786893ac,6bba,synthetic,0.48334255814552307,18790,0.1401303266462875,0.5745242597140698,True
6bba_789f8168,6bba,real,0.43758222460746765,4113,0.17129434669828073,0.5745242597140698,True
6bba_789f8168,6bba,synthetic,0.41638073325157166,4058,0.16917052438163796,0.5745242597140698,True
6bba_78a7bd97,6bba,real,0.4822149872779846,14889,0.1665810664390636,0.5745242597140698,True
6bba_78a7bd97,6bba,synthetic,0.48304617404937744,14364,0.1588195337010695,0.5745242597140698,True
6bba_7af54fde,6bba,real,0.4709039032459259,3482,0.15003150560275177,0.5745242597140698,True
6bba_7af54fde,6bba,synthetic,0.4728296995162964,3365,0.1440633554357122,0.5745242597140698,True
6bba_7b5d3b2c,6bba,real,0.39633628726005554,2099,0.1689635256886029,0.5745242597140698,True
6bba_7b5d3b2c,6bba,synthetic,0.39828166365623474,2124,0.16842141463187524,0.5745242597140698,True
6bba_7d3058ae,6bba,real,0.47782450914382935,3723,0.22065395606072005,0.5745242597140698,True
6bba_7d3058ae,6bba,synthetic,0.3762160539627075,3452,0.20970819197113258,0.5745242597140698,True
6bba_7f87b3d8,6bba,real,0.4231381118297577,3810,0.18089938388489535,0.5745242597140698,True
6bba_7f87b3d8,6bba,synthetic,0.3852951228618622,4350,0.2085083442746833,0.5745242597140698,True
6bba_80d12824,6bba,real,0.43989765644073486,3146,0.1671179907691771,0.5745242597140698,True
6bba_80d12824,6bba,synthetic,0.437682181596756,3387,0.18283528341416574,0.5745242597140698,True
6bba_825bd1c6,6bba,real,0.45682233572006226,3002,0.1953904679747872,0.5745242597140698,True
6bba_825bd1c6,6bba,synthetic,0.38022875785827637,2805,0.18327765240553795,0.5745242597140698,True
6bba_87289e13,6bba,real,0.46392083168029785,6999,0.221769564336832,0.5745242597140698,True
6bba_87289e13,6bba,synthetic,0.4067144989967346,6850,0.22315352833513288,0.5745242597140698,True
6bba_8b7818bf,6bba,real,0.4056299328804016,1962,0.15136611830969565,0.5745242597140698,True
6bba_8b7818bf,6bba,synthetic,0.3756055533885956,1788,0.13973112070214755,0.5745242597140698,True
6bba_907271db,6bba,real,0.43295758962631226,2653,0.16873801535697175,0.5745242597140698,True
6bba_907271db,6bba,synthetic,0.4304787516593933,2806,0.18356102964538545,0.5745242597140698,True
6bba_91951b3a,6bba,real,0.3934127986431122,4689,0.18263019280825984,0.5745242597140698,True
6bba_91951b3a,6bba,synthetic,0.3892357349395752,4869,0.19042671984307075,0.5745242597140698,True
6bba_96833384,6bba,real,0.46390214562416077,1829,0.16797743457237274,0.5745242597140698,True
6bba_96833384,6bba,synthetic,0.455648809671402,1822,0.1679809846175321,0.5745242597140698,True
6bba_969618f6,6bba,real,0.44576895236968994,6775,0.1920118967117502,0.5745242597140698,True
6bba_969618f6,6bba,synthetic,0.4503905773162842,7236,0.20421797489820784,0.5745242597140698,True
6bba_971fa5e0,6bba,real,0.4023335576057434,1823,0.1624487262875269,0.5745242597140698,True
6bba_971fa5e0,6bba,synthetic,0.37791940569877625,2033,0.17670132183899231,0.5745242597140698,True
6bba_9a41d029,6bba,real,0.45054829120635986,8075,0.1935590158358263,0.5745242597140698,True
6bba_9a41d029,6bba,synthetic,0.4379729628562927,8765,0.2103024632501721,0.5745242597140698,True
6bba_9e23430b,6bba,real,0.405171662569046,2279,0.1344753235524957,0.5745242597140698,True
6bba_9e23430b,6bba,synthetic,0.39663445949554443,2627,0.15150168148965093,0.5745242597140698,True
6bba_a5e926bb,6bba,real,0.40713244676589966,2768,0.15346407982339336,0.5745242597140698,True
6bba_a5e926bb,6bba,synthetic,0.3886713981628418,3480,0.19364130238140953,0.5745242597140698,True
6bba_a90a0b9c,6bba,real,0.49083212018013,10915,0.1529984087529732,0.5745242597140698,True
6bba_a90a0b9c,6bba,synthetic,0.4926599860191345,10528,0.14634659108340728,0.5745242597140698,True
6bba_ab78413d,6bba,real,0.4394041895866394,5361,0.17558067892877963,0.5745242597140698,True
6bba_ab78413d,6bba,synthetic,0.3853118121623993,4595,0.14466527189132578,0.5745242597140698,True
6bba_acd782a8,6bba,real,0.4485153555870056,9189,0.2073598485772679,0.5745242597140698,True
6bba_acd782a8,6bba,synthetic,0.44034847617149353,9312,0.21208578562157523,0.5745242597140698,True
6bba_ae82a791,6bba,real,0.46416038274765015,2959,0.1828515291538988,0.5745242597140698,True
6bba_ae82a791,6bba,synthetic,0.42319777607917786,3193,0.20043243613125258,0.5745242597140698,True
6bba_aeee7805,6bba,real,0.4616207480430603,1657,0.14595163799923683,0.5745242597140698,True
6bba_aeee7805,6bba,synthetic,0.453555166721344,1178,0.10494002931525637,0.5745242597140698,True
6bba_af149c94,6bba,real,0.44968336820602417,2861,0.15989962774044814,0.5745242597140698,True
6bba_af149c94,6bba,synthetic,0.4258235991001129,3259,0.18470166019155337,0.5745242597140698,True
6bba_afb141ff,6bba,real,0.4157490134239197,1956,0.1559005829057787,0.5745242597140698,True
6bba_afb141ff,6bba,synthetic,0.4008696675300598,2320,0.18297826757738347,0.5745242597140698,True
6bba_b1ae37b9,6bba,real,0.44637730717658997,9570,0.18273859777187984,0.5745242597140698,True
6bba_b1ae37b9,6bba,synthetic,0.4488252103328705,9423,0.17822119162658417,0.5745242597140698,True
6bba_b204cac7,6bba,real,0.45658138394355774,2179,0.17918575304447296,0.5745242597140698,True
6bba_b204cac7,6bba,synthetic,0.3565444052219391,2247,0.1922695846577335,0.5745242597140698,True
6bba_b329af44,6bba,real,0.478272408246994,28370,0.1931341355338268,0.5745242597140698,True
6bba_b329af44,6bba,synthetic,0.478516548871994,27721,0.1870104841495086,0.5745242597140698,True
6bba_b693381b,6bba,real,0.42776912450790405,2386,0.17324500019227193,0.5745242597140698,True
6bba_b693381b,6bba,synthetic,0.3759138882160187,2380,0.17199801386918034,0.5745242597140698,True
6bba_bb9f20c3,6bba,real,0.48069125413894653,10659,0.20816593912550083,0.5745242597140698,True
6bba_bb9f20c3,6bba,synthetic,0.4036543369293213,11351,0.22565774267423974,0.5745242597140698,True
6bba_bbb708ca,6bba,real,0.3424187898635864,2319,0.15871275130149576,0.5745242597140698,True
6bba_bbb708ca,6bba,synthetic,0.3624795079231262,2862,0.19577885647253981,0.5745242597140698,True
6bba_c27cba08,6bba,real,0.4701096713542938,2650,0.18422886017369844,0.5745242597140698,True
6bba_c27cba08,6bba,synthetic,0.4737469255924225,2429,0.17064834775586082,0.5745242597140698,True
6bba_c328f2fd,6bba,real,0.4902074337005615,10967,0.15284440870117122,0.5745242597140698,True
6bba_c328f2fd,6bba,synthetic,0.5000531673431396,10757,0.15207010640780447,0.5745242597140698,True
6bba_c73a1d11,6bba,real,0.4580611288547516,8261,0.14897567368376577,0.5745242597140698,True
6bba_c73a1d11,6bba,synthetic,0.4607540965080261,8149,0.1455794588879851,0.5745242597140698,True
6bba_cdcfe533,6bba,real,0.4817107915878296,14205,0.22475116649745186,0.5745242597140698,True
6bba_cdcfe533,6bba,synthetic,0.4353954792022705,15023,0.24282958255118406,0.5745242597140698,True
6bba_cf35214c,6bba,real,0.505454957485199,14237,0.17727584698580806,0.5745242597140698,True
6bba_cf35214c,6bba,synthetic,0.5062006115913391,15626,0.19929548829327487,0.5745242597140698,True
6bba_cff5865f,6bba,real,0.47275716066360474,23227,0.22086443776822665,0.5745242597140698,True
6bba_cff5865f,6bba,synthetic,0.45216718316078186,21447,0.2043651873892444,0.5745242597140698,True
6bba_d0fc38b5,6bba,real,0.43212762475013733,1845,0.14198983277404092,0.5745242597140698,True
6bba_d0fc38b5,6bba,synthetic,0.40916121006011963,2237,0.16952692774133546,0.5745242597140698,True
6bba_d1acb6ff,6bba,real,0.39720115065574646,7438,0.2040175953098249,0.5745242597140698,True
6bba_d1acb6ff,6bba,synthetic,0.416707307100296,7689,0.21094016438676474,0.5745242597140698,True
6bba_d2b9fc0c,6bba,real,0.4781219959259033,9251,0.21952994524000313,0.5745242597140698,True
6bba_d2b9fc0c,6bba,synthetic,0.4034796357154846,9155,0.22093597600994533,0.5745242597140698,True
6bba_d3da753b,6bba,real,0.4612661302089691,8537,0.2418931013036517,0.5745242597140698,True
6bba_d3da753b,6bba,synthetic,0.37256306409835815,7569,0.2168273756303695,0.5745242597140698,True
6bba_d5eae175,6bba,real,0.45779600739479065,1477,0.1623972305207545,0.5745242597140698,True
6bba_d5eae175,6bba,synthetic,0.4037431478500366,1788,0.19320011773280832,0.5745242597140698,True
6bba_d6ecebbb,6bba,real,0.35242319107055664,2068,0.15480437272302852,0.5745242597140698,True
6bba_d6ecebbb,6bba,synthetic,0.3389958143234253,2059,0.1513987081070785,0.5745242597140698,True
6bba_d82a4fc6,6bba,real,0.45494821667671204,9254,0.13991452820360828,0.5745242597140698,True
6bba_d82a4fc6,6bba,synthetic,0.4682166874408722,11209,0.17244188264669355,0.5745242597140698,True
6bba_debd7bfa,6bba,real,0.39365196228027344,4866,0.18607271439845025,0.5745242597140698,True
6bba_debd7bfa,6bba,synthetic,0.37643757462501526,5219,0.19880160124784088,0.5745242597140698,True
6bba_df673a83,6bba,real,0.4375882148742676,10080,0.20481178953638565,0.5745242597140698,True
6bba_df673a83,6bba,synthetic,0.44186627864837646,10146,0.20600824565885506,0.5745242597140698,True
6bba_e16ffc58,6bba,real,0.45020025968551636,2453,0.1817675444702052,0.5745242597140698,True
6bba_e16ffc58,6bba,synthetic,0.3951343297958374,2276,0.1700528046413349,0.5745242597140698,True
6bba_e5e44988,6bba,real,0.3922874629497528,1858,0.1606437691258691,0.5745242597140698,True
6bba_e5e44988,6bba,synthetic,0.38075560331344604,1984,0.17152319025015272,0.5745242597140698,True
6bba_ebdf3b34,6bba,real,0.4680265486240387,19901,0.14621449736936915,0.5745242597140698,True
6bba_ebdf3b34,6bba,synthetic,0.47686341404914856,23119,0.1708013646047083,0.5745242597140698,True
6bba_ebff6e76,6bba,real,0.47787749767303467,17480,0.14710100979448965,0.5745242597140698,True
6bba_ebff6e76,6bba,synthetic,0.47514283657073975,16486,0.1378725542059408,0.5745242597140698,True
6bba_ed9377fd,6bba,real,0.367636501789093,1298,0.13261068034819962,0.5745242597140698,True
6bba_ed9377fd,6bba,synthetic,0.36481305956840515,1686,0.16844300052348896,0.5745242597140698,True
6bba_edf14583,6bba,real,0.47656795382499695,19872,0.16984401324882592,0.5745242597140698,True
6bba_edf14583,6bba,synthetic,0.4893839657306671,19569,0.16727591436084946,0.5745242597140698,True
6bba_eebc57a5,6bba,real,0.5011954307556152,4756,0.24717323590141885,0.5745242597140698,True
6bba_eebc57a5,6bba,synthetic,0.3699772357940674,4230,0.23246134168808646,0.5745242597140698,True
6bba_ef7b4f7e,6bba,real,0.41659706830978394,2078,0.15671021807494837,0.5745242597140698,True
6bba_ef7b4f7e,6bba,synthetic,0.40014028549194336,1817,0.137254216758433,0.5745242597140698,True
6bba_f17befbc,6bba,real,0.44035714864730835,10803,0.18440316703507534,0.5745242597140698,True
6bba_f17befbc,6bba,synthetic,0.43288636207580566,11074,0.18806166895326512,0.5745242597140698,True
6bba_f1fde7e0,6bba,real,0.43833181262016296,3135,0.17481892759074874,0.5745242597140698,True
6bba_f1fde7e0,6bba,synthetic,0.4006607234477997,3268,0.18464122159933236,0.5745242597140698,True
6bba_f20478e9,6bba,real,0.4368545413017273,1650,0.1368416413004679,0.5745242597140698,True
6bba_f20478e9,6bba,synthetic,0.39330580830574036,2512,0.21125750205789517,0.5745242597140698,True
6bba_f4ae811c,6bba,real,0.42210879921913147,3991,0.19151535303235348,0.5745242597140698,True
6bba_f4ae811c,6bba,synthetic,0.43553677201271057,4338,0.2064806490586891,0.5745242597140698,True
6bba_f8ffd5e7,6bba,real,0.4897190034389496,10590,0.14573740535915025,0.5745242597140698,True
6bba_f8ffd5e7,6bba,synthetic,0.4949146807193756,12647,0.17797684087553706,0.5745242597140698,True
6bba_fbc898dc,6bba,real,0.40506261587142944,1889,0.1655508139971725,0.5745242597140698,True
6bba_fbc898dc,6bba,synthetic,0.3905004858970642,1647,0.14420836067055778,0.5745242597140698,True
6bba_fc516dc6,6bba,real,0.4389687776565552,3183,0.20772985154053458,0.5745242597140698,True
6bba_fc516dc6,6bba,synthetic,0.39439672231674194,3106,0.2037517166952293,0.5745242597140698,True
6bba_fc5f39dc,6bba,real,0.46560221910476685,7034,0.17446351596743515,0.5745242597140698,True
6bba_fc5f39dc,6bba,synthetic,0.46925005316734314,7430,0.18336839581850473,0.5745242597140698,True
6bba_fc83837d,6bba,real,0.43555352091789246,5107,0.18471702867628423,0.5745242597140698,True
6bba_fc83837d,6bba,synthetic,0.422671377658844,5203,0.1868697486470239,0.5745242597140698,True
6bba_fe670320,6bba,real,0.4229150116443634,3980,0.17915686963555996,0.5745242597140698,True
6bba_fe670320,6bba,synthetic,0.4103827178478241,3984,0.17925327463466303,0.5745242597140698,True
