dataset,variant,parent_observations,after_gate,daughter_options,pair_options,after_margin,proposed,selected,removed_edges,protected_or_nonpositive,solver_optimal,solver_gap,rebuilt_associations
6bba_d0fc38b5,C4_m2,5695,123,738.0,1845.0,0,0,0,,,,,
6bba_d0fc38b5,C4_m6,5695,123,738.0,1845.0,0,0,0,,,,,
6bba_d0fc38b5,C4_Gonly,5695,123,738.0,1845.0,3,3,3,6.0,0.0,True,0.0,
6bba_d0fc38b5,C5,5695,87,522.0,1305.0,0,0,0,,,,,
6bba_d0fc38b5,C6,5695,123,738.0,1845.0,0,0,0,,,,,
6bba_d0fc38b5,C0,5695,0,,,0,0,0,,,,,
6bba_d0fc38b5,decoder_only,5695,0,,,0,0,0,,,,,
6bba_d0fc38b5,original_objective_C4,5695,0,,,0,0,0,,,,,
6bba_d0fc38b5,D_real,5695,8,48.0,120.0,0,0,0,,,,,True
6bba_d0fc38b5,D_synthetic,5695,6,36.0,90.0,0,0,0,,,,,True
6bba_d0fc38b5,D_synthetic_C4,5695,135,810.0,2025.0,0,0,0,,,,,True
6bba_d1acb6ff,C1short,16189,7403,44418.0,111045.0,0,0,0,,,,,
6bba_d1acb6ff,C1,16189,38,228.0,570.0,0,0,0,,,,,
6bba_d1acb6ff,C1_relinked,16189,38,228.0,570.0,0,0,0,,,,,True
6bba_d1acb6ff,C2,16189,1081,6486.0,16215.0,1,1,1,1.0,0.0,True,0.0,
6bba_d1acb6ff,C3,16189,91,546.0,1365.0,0,0,0,,,,,
6bba_d1acb6ff,C4,16189,2231,13386.0,33465.0,0,0,0,,,,,
6bba_d1acb6ff,C4_relinked,16189,2231,13386.0,33465.0,0,0,0,,,,,True
6bba_d1acb6ff,C4_m2,16189,2231,13386.0,33465.0,2,2,2,3.0,0.0,True,0.0,
6bba_d1acb6ff,C4_m6,16189,2231,13386.0,33465.0,0,0,0,,,,,
6bba_d1acb6ff,C4_Gonly,16189,2231,13386.0,33465.0,17,17,15,25.0,2.0,True,0.0,
6bba_d1acb6ff,C5,16189,1441,8646.0,21615.0,0,0,0,,,,,
6bba_d1acb6ff,C6,16189,2231,13386.0,33465.0,3,3,3,4.0,0.0,True,0.0,
6bba_d1acb6ff,C0,16189,0,,,0,0,0,,,,,
6bba_d1acb6ff,decoder_only,16189,0,,,0,0,0,,,,,
6bba_d1acb6ff,original_objective_C4,16189,0,,,0,0,0,,,,,
6bba_d1acb6ff,D_real,16189,47,282.0,705.0,0,0,0,,,,,True
6bba_d1acb6ff,D_synthetic,16189,36,216.0,540.0,0,0,0,,,,,True
6bba_d1acb6ff,D_synthetic_C4,16189,2516,15096.0,37740.0,0,0,0,,,,,True
6bba_d2b9fc0c,C1short,18610,2259,13554.0,33885.0,0,0,0,,,,,
6bba_d2b9fc0c,C1,18610,14,84.0,210.0,0,0,0,,,,,
6bba_d2b9fc0c,C1_relinked,18610,14,84.0,210.0,0,0,0,,,,,True
6bba_d2b9fc0c,C2,18610,209,1254.0,3135.0,1,1,0,,1.0,,,
6bba_d2b9fc0c,C3,18610,29,174.0,435.0,0,0,0,,,,,
6bba_d2b9fc0c,C4,18610,425,2550.0,6375.0,1,1,0,,1.0,,,
6bba_d2b9fc0c,C4_relinked,18610,425,2550.0,6375.0,1,1,1,1.0,0.0,True,0.0,True
6bba_d2b9fc0c,C4_m2,18610,425,2550.0,6375.0,6,6,4,6.0,2.0,True,0.0,
6bba_d2b9fc0c,C4_m6,18610,425,2550.0,6375.0,1,1,0,,1.0,,,
6bba_d2b9fc0c,C4_Gonly,18610,425,2550.0,6375.0,7,7,3,4.0,4.0,True,0.0,
6bba_d2b9fc0c,C5,18610,602,3612.0,9030.0,1,1,0,,1.0,,,
6bba_d2b9fc0c,C6,18610,425,2550.0,6375.0,1,1,0,,1.0,,,
6bba_d2b9fc0c,C0,18610,0,,,0,0,0,,,,,
6bba_d2b9fc0c,decoder_only,18610,0,,,0,0,0,,,,,
6bba_d2b9fc0c,original_objective_C4,18610,0,,,0,0,0,,,,,
6bba_d2b9fc0c,D_real,18610,18,108.0,270.0,0,0,0,,,,,True
6bba_d2b9fc0c,D_synthetic,18610,19,114.0,285.0,0,0,0,,,,,True
6bba_d2b9fc0c,D_synthetic_C4,18610,497,2982.0,7455.0,1,1,1,1.0,0.0,True,0.0,True
6bba_d3da753b,C1short,15911,2944,17664.0,44160.0,0,0,0,,,,,
6bba_d3da753b,C1,15911,17,102.0,255.0,0,0,0,,,,,
6bba_d3da753b,C1_relinked,15911,17,102.0,255.0,0,0,0,,,,,True
6bba_d3da753b,C2,15911,595,3570.0,8925.0,13,13,11,20.0,0.0,True,0.0,
6bba_d3da753b,C3,15911,22,132.0,330.0,0,0,0,,,,,
6bba_d3da753b,C4,15911,934,5604.0,14010.0,7,7,5,10.0,0.0,True,0.0,
6bba_d3da753b,C4_relinked,15911,934,5604.0,14010.0,7,7,5,10.0,0.0,True,0.0,True
6bba_d3da753b,C4_m2,15911,934,5604.0,14010.0,38,38,23,41.0,3.0,True,0.0,
6bba_d3da753b,C4_m6,15911,934,5604.0,14010.0,1,1,1,2.0,0.0,True,0.0,
6bba_d3da753b,C4_Gonly,15911,934,5604.0,14010.0,18,18,14,25.0,2.0,True,0.0,
6bba_d3da753b,C5,15911,1046,6276.0,15690.0,10,10,9,16.0,0.0,True,0.0,
6bba_d3da753b,C6,15911,934,5604.0,14010.0,6,6,5,10.0,1.0,True,0.0,
6bba_d3da753b,C0,15911,0,,,0,0,0,,,,,
6bba_d3da753b,decoder_only,15911,0,,,0,0,0,,,,,
6bba_d3da753b,original_objective_C4,15911,0,,,0,0,0,,,,,
6bba_d3da753b,D_real,15911,19,114.0,285.0,0,0,0,,,,,True
6bba_d3da753b,D_synthetic,15911,13,78.0,195.0,0,0,0,,,,,True
6bba_d3da753b,D_synthetic_C4,15911,1047,6282.0,15705.0,9,9,7,14.0,0.0,True,0.0,True
6bba_d5eae175,C1short,4094,491,2946.0,7365.0,0,0,0,,,,,
6bba_d5eae175,C1,4094,0,0.0,0.0,0,0,0,,,,,
6bba_d5eae175,C1_relinked,4094,0,0.0,0.0,0,0,0,,,,,True
6bba_d5eae175,C2,4094,16,96.0,240.0,0,0,0,,,,,
6bba_d5eae175,C3,4094,9,54.0,135.0,0,0,0,,,,,
6bba_d5eae175,C4,4094,90,540.0,1350.0,1,1,0,,1.0,,,
6bba_d5eae175,C4_relinked,4094,90,540.0,1350.0,1,1,1,1.0,0.0,True,0.0,True
6bba_d5eae175,C4_m2,4094,90,540.0,1350.0,1,1,0,,1.0,,,
6bba_d5eae175,C4_m6,4094,90,540.0,1350.0,1,1,0,,1.0,,,
6bba_d5eae175,C4_Gonly,4094,90,540.0,1350.0,0,0,0,,,,,
6bba_d5eae175,C5,4094,63,378.0,945.0,1,1,0,,1.0,,,
6bba_d5eae175,C6,4094,90,540.0,1350.0,1,1,0,,1.0,,,
6bba_d5eae175,C0,4094,0,,,0,0,0,,,,,
6bba_d5eae175,decoder_only,4094,0,,,0,0,0,,,,,
6bba_d5eae175,original_objective_C4,4094,0,,,0,0,0,,,,,
6bba_d5eae175,D_real,4094,0,0.0,0.0,0,0,0,,,,,True
6bba_d5eae175,D_synthetic,4094,0,0.0,0.0,0,0,0,,,,,True
6bba_d5eae175,D_synthetic_C4,4094,92,552.0,1380.0,1,1,1,1.0,0.0,True,0.0,True
6bba_d6ecebbb,C1short,6000,1724,10344.0,25860.0,0,0,0,,,,,
6bba_d6ecebbb,C1,6000,6,36.0,90.0,0,0,0,,,,,
6bba_d6ecebbb,C1_relinked,6000,6,36.0,90.0,0,0,0,,,,,True
6bba_d6ecebbb,C2,6000,103,618.0,1545.0,1,1,1,2.0,0.0,True,0.0,
6bba_d6ecebbb,C3,6000,13,78.0,195.0,0,0,0,,,,,
6bba_d6ecebbb,C4,6000,132,792.0,1980.0,1,1,1,2.0,0.0,True,0.0,
6bba_d6ecebbb,C4_relinked,6000,132,792.0,1980.0,1,1,1,2.0,0.0,True,0.0,True
6bba_d6ecebbb,C4_m2,6000,132,792.0,1980.0,7,7,6,10.0,1.0,True,0.0,
6bba_d6ecebbb,C4_m6,6000,132,792.0,1980.0,1,1,1,2.0,0.0,True,0.0,
6bba_d6ecebbb,C4_Gonly,6000,132,792.0,1980.0,11,11,7,11.0,4.0,True,0.0,
6bba_d6ecebbb,C5,6000,147,882.0,2205.0,1,1,1,2.0,0.0,True,0.0,
6bba_d6ecebbb,C6,6000,132,792.0,1980.0,1,1,1,2.0,0.0,True,0.0,
6bba_d6ecebbb,C0,6000,0,,,0,0,0,,,,,
6bba_d6ecebbb,decoder_only,6000,0,,,0,0,0,,,,,
6bba_d6ecebbb,original_objective_C4,6000,0,,,0,0,0,,,,,
6bba_d6ecebbb,D_real,6000,7,42.0,105.0,0,0,0,,,,,True
6bba_d6ecebbb,D_synthetic,6000,10,60.0,150.0,0,0,0,,,,,True
6bba_d6ecebbb,D_synthetic_C4,6000,161,966.0,2415.0,1,1,1,2.0,0.0,True,0.0,True
6bba_d82a4fc6,C1short,28680,13454,80724.0,201810.0,0,0,0,,,,,
6bba_d82a4fc6,C1,28680,82,492.0,1230.0,0,0,0,,,,,
6bba_d82a4fc6,C1_relinked,28680,82,492.0,1230.0,0,0,0,,,,,True
6bba_d82a4fc6,C2,28680,408,2448.0,6120.0,0,0,0,,,,,
6bba_d82a4fc6,C3,28680,144,864.0,2160.0,0,0,0,,,,,
6bba_d82a4fc6,C4,28680,890,5340.0,13350.0,0,0,0,,,,,
6bba_d82a4fc6,C4_relinked,28680,890,5340.0,13350.0,0,0,0,,,,,True
6bba_d82a4fc6,C4_m2,28680,890,5340.0,13350.0,0,0,0,,,,,
6bba_d82a4fc6,C4_m6,28680,890,5340.0,13350.0,0,0,0,,,,,
6bba_d82a4fc6,C4_Gonly,28680,890,5340.0,13350.0,24,24,19,27.0,5.0,True,0.0,
6bba_d82a4fc6,C5,28680,759,4554.0,11385.0,0,0,0,,,,,
6bba_d82a4fc6,C6,28680,890,5340.0,13350.0,0,0,0,,,,,
6bba_d82a4fc6,C0,28680,0,,,0,0,0,,,,,
6bba_d82a4fc6,decoder_only,28680,0,,,0,0,0,,,,,
6bba_d82a4fc6,original_objective_C4,28680,0,,,0,0,0,,,,,
6bba_d82a4fc6,D_real,28680,89,534.0,1335.0,0,0,0,,,,,True
6bba_d82a4fc6,D_synthetic,28680,82,492.0,1230.0,0,0,0,,,,,True
6bba_d82a4fc6,D_synthetic_C4,28680,989,5934.0,14835.0,0,0,0,,,,,True
6bba_debd7bfa,C1short,11746,1875,11250.0,28125.0,0,0,0,,,,,
6bba_debd7bfa,C1,11746,18,108.0,270.0,0,0,0,,,,,
6bba_debd7bfa,C1_relinked,11746,18,108.0,270.0,0,0,0,,,,,True
6bba_debd7bfa,C2,11746,701,4206.0,10515.0,5,5,5,7.0,0.0,True,0.0,
6bba_debd7bfa,C3,11746,22,132.0,330.0,0,0,0,,,,,
6bba_debd7bfa,C4,11746,824,4944.0,12360.0,4,4,4,5.0,0.0,True,0.0,
6bba_debd7bfa,C4_relinked,11746,824,4944.0,12360.0,4,4,4,5.0,0.0,True,0.0,True
6bba_debd7bfa,C4_m2,11746,824,4944.0,12360.0,25,25,22,37.0,0.0,True,0.0,
6bba_debd7bfa,C4_m6,11746,824,4944.0,12360.0,0,0,0,,,,,
6bba_debd7bfa,C4_Gonly,11746,824,4944.0,12360.0,40,40,31,54.0,3.0,True,0.0,
6bba_debd7bfa,C5,11746,1013,6078.0,15195.0,7,7,7,11.0,0.0,True,0.0,
6bba_debd7bfa,C6,11746,824,4944.0,12360.0,9,9,8,14.0,0.0,True,0.0,
6bba_debd7bfa,C0,11746,0,,,0,0,0,,,,,
6bba_debd7bfa,decoder_only,11746,0,,,0,0,0,,,,,
6bba_debd7bfa,original_objective_C4,11746,0,,,0,0,0,,,,,
6bba_debd7bfa,D_real,11746,21,126.0,315.0,0,0,0,,,,,True
6bba_debd7bfa,D_synthetic,11746,24,144.0,360.0,0,0,0,,,,,True
6bba_debd7bfa,D_synthetic_C4,11746,922,5532.0,13830.0,7,7,7,11.0,0.0,True,0.0,True
6bba_df673a83,C1short,21830,9984,59904.0,149760.0,0,0,0,,,,,
6bba_df673a83,C1,21830,36,216.0,540.0,0,0,0,,,,,
6bba_df673a83,C1_relinked,21830,36,216.0,540.0,0,0,0,,,,,True
6bba_df673a83,C2,21830,570,3420.0,8550.0,2,2,0,,2.0,,,
6bba_df673a83,C3,21830,121,726.0,1815.0,0,0,0,,,,,
6bba_df673a83,C4,21830,1162,6972.0,17430.0,1,1,0,,1.0,,,
6bba_df673a83,C4_relinked,21830,1162,6972.0,17430.0,1,1,1,1.0,0.0,True,0.0,True
6bba_df673a83,C4_m2,21830,1162,6972.0,17430.0,3,3,0,,3.0,,,
6bba_df673a83,C4_m6,21830,1162,6972.0,17430.0,1,1,0,,1.0,,,
6bba_df673a83,C4_Gonly,21830,1162,6972.0,17430.0,13,13,8,16.0,5.0,True,0.0,
6bba_df673a83,C5,21830,600,3600.0,9000.0,1,1,0,,1.0,,,
6bba_df673a83,C6,21830,1162,6972.0,17430.0,3,3,1,2.0,2.0,True,0.0,
6bba_df673a83,C0,21830,0,,,0,0,0,,,,,
6bba_df673a83,decoder_only,21830,0,,,0,0,0,,,,,
6bba_df673a83,original_objective_C4,21830,0,,,0,0,0,,,,,
6bba_df673a83,D_real,21830,39,234.0,585.0,0,0,0,,,,,True
6bba_df673a83,D_synthetic,21830,46,276.0,690.0,0,0,0,,,,,True
6bba_df673a83,D_synthetic_C4,21830,1432,8592.0,21480.0,1,1,1,1.0,0.0,True,0.0,True
6bba_e16ffc58,C1short,5900,1030,6180.0,15450.0,0,0,0,,,,,
6bba_e16ffc58,C1,5900,10,60.0,150.0,0,0,0,,,,,
6bba_e16ffc58,C1_relinked,5900,10,60.0,150.0,0,0,0,,,,,True
6bba_e16ffc58,C2,5900,31,186.0,465.0,0,0,0,,,,,
6bba_e16ffc58,C3,5900,35,210.0,525.0,0,0,0,,,,,
6bba_e16ffc58,C4,5900,103,618.0,1545.0,0,0,0,,,,,
6bba_e16ffc58,C4_relinked,5900,103,618.0,1545.0,0,0,0,,,,,True
6bba_e16ffc58,C4_m2,5900,103,618.0,1545.0,1,1,1,1.0,0.0,True,0.0,
6bba_e16ffc58,C4_m6,5900,103,618.0,1545.0,0,0,0,,,,,
6bba_e16ffc58,C4_Gonly,5900,103,618.0,1545.0,2,2,1,1.0,1.0,True,0.0,
6bba_e16ffc58,C5,5900,135,810.0,2025.0,0,0,0,,,,,
6bba_e16ffc58,C6,5900,103,618.0,1545.0,1,1,0,,1.0,,,
6bba_e16ffc58,C0,5900,0,,,0,0,0,,,,,
6bba_e16ffc58,decoder_only,5900,0,,,0,0,0,,,,,
6bba_e16ffc58,original_objective_C4,5900,0,,,0,0,0,,,,,
6bba_e16ffc58,D_real,5900,11,66.0,165.0,0,0,0,,,,,True
6bba_e16ffc58,D_synthetic,5900,10,60.0,150.0,0,0,0,,,,,True
6bba_e16ffc58,D_synthetic_C4,5900,114,684.0,1710.0,0,0,0,,,,,True
6bba_e5e44988,C1short,5097,2480,14880.0,37200.0,0,0,0,,,,,
6bba_e5e44988,C1,5097,5,30.0,75.0,0,0,0,,,,,
6bba_e5e44988,C1_relinked,5097,5,30.0,75.0,0,0,0,,,,,True
6bba_e5e44988,C2,5097,217,1302.0,3255.0,7,7,4,8.0,1.0,True,0.0,
6bba_e5e44988,C3,5097,10,60.0,150.0,0,0,0,,,,,
6bba_e5e44988,C4,5097,314,1884.0,4710.0,2,2,2,4.0,0.0,True,0.0,
6bba_e5e44988,C4_relinked,5097,314,1884.0,4710.0,2,2,2,4.0,0.0,True,0.0,True
6bba_e5e44988,C4_m2,5097,314,1884.0,4710.0,14,14,8,16.0,2.0,True,0.0,
6bba_e5e44988,C4_m6,5097,314,1884.0,4710.0,0,0,0,,,,,
6bba_e5e44988,C4_Gonly,5097,314,1884.0,4710.0,12,12,5,9.0,4.0,True,0.0,
6bba_e5e44988,C5,5097,296,1776.0,4440.0,3,3,3,6.0,0.0,True,0.0,
6bba_e5e44988,C6,5097,314,1884.0,4710.0,5,5,3,6.0,1.0,True,0.0,
6bba_e5e44988,C0,5097,0,,,0,0,0,,,,,
6bba_e5e44988,decoder_only,5097,0,,,0,0,0,,,,,
6bba_e5e44988,original_objective_C4,5097,0,,,0,0,0,,,,,
6bba_e5e44988,D_real,5097,4,24.0,60.0,0,0,0,,,,,True
6bba_e5e44988,D_synthetic,5097,5,30.0,75.0,0,0,0,,,,,True
6bba_e5e44988,D_synthetic_C4,5097,358,2148.0,5370.0,4,4,4,8.0,0.0,True,0.0,True
6bba_ebdf3b34,C1short,59077,15295,91770.0,229425.0,0,0,0,,,,,
6bba_ebdf3b34,C1,59077,86,516.0,1290.0,0,0,0,,,,,
6bba_ebdf3b34,C1_relinked,59077,86,516.0,1290.0,0,0,0,,,,,True
6bba_ebdf3b34,C2,59077,878,5268.0,13170.0,1,1,0,,1.0,,,
6bba_ebdf3b34,C3,59077,185,1110.0,2775.0,0,0,0,,,,,
6bba_ebdf3b34,C4,59077,1590,9540.0,23850.0,0,0,0,,,,,
6bba_ebdf3b34,C4_relinked,59077,1590,9540.0,23850.0,0,0,0,,,,,True
6bba_ebdf3b34,C4_m2,59077,1590,9540.0,23850.0,1,1,0,,1.0,,,
6bba_ebdf3b34,C4_m6,59077,1590,9540.0,23850.0,0,0,0,,,,,
6bba_ebdf3b34,C4_Gonly,59077,1590,9540.0,23850.0,34,34,31,47.0,3.0,True,0.0,
6bba_ebdf3b34,C5,59077,2621,15726.0,39315.0,0,0,0,,,,,
6bba_ebdf3b34,C6,59077,1590,9540.0,23850.0,2,2,2,2.0,0.0,True,0.0,
6bba_ebdf3b34,C0,59077,0,,,0,0,0,,,,,
6bba_ebdf3b34,decoder_only,59077,0,,,0,0,0,,,,,
6bba_ebdf3b34,original_objective_C4,59077,0,,,0,0,0,,,,,
6bba_ebdf3b34,D_real,59077,87,522.0,1305.0,0,0,0,,,,,True
6bba_ebdf3b34,D_synthetic,59077,80,480.0,1200.0,0,0,0,,,,,True
6bba_ebdf3b34,D_synthetic_C4,59077,1939,11634.0,29085.0,2,2,2,4.0,0.0,True,0.0,True
6bba_ebff6e76,C1short,51400,14687,88122.0,220305.0,0,0,0,,,,,
6bba_ebff6e76,C1,51400,92,552.0,1380.0,0,0,0,,,,,
6bba_ebff6e76,C1_relinked,51400,92,552.0,1380.0,0,0,0,,,,,True
6bba_ebff6e76,C2,51400,769,4614.0,11535.0,0,0,0,,,,,
6bba_ebff6e76,C3,51400,295,1770.0,4425.0,0,0,0,,,,,
6bba_ebff6e76,C4,51400,1844,11064.0,27660.0,0,0,0,,,,,
6bba_ebff6e76,C4_relinked,51400,1844,11064.0,27660.0,0,0,0,,,,,True
6bba_ebff6e76,C4_m2,51400,1844,11064.0,27660.0,1,1,0,,1.0,,,
6bba_ebff6e76,C4_m6,51400,1844,11064.0,27660.0,0,0,0,,,,,
6bba_ebff6e76,C4_Gonly,51400,1844,11064.0,27660.0,38,38,34,58.0,2.0,True,0.0,
6bba_ebff6e76,C5,51400,2081,12486.0,31215.0,0,0,0,,,,,
6bba_ebff6e76,C6,51400,1844,11064.0,27660.0,1,1,0,,1.0,,,
6bba_ebff6e76,C0,51400,0,,,0,0,0,,,,,
6bba_ebff6e76,decoder_only,51400,0,,,0,0,0,,,,,
6bba_ebff6e76,original_objective_C4,51400,0,,,0,0,0,,,,,
6bba_ebff6e76,D_real,51400,88,528.0,1320.0,0,0,0,,,,,True
6bba_ebff6e76,D_synthetic,51400,91,546.0,1365.0,0,0,0,,,,,True
6bba_ebff6e76,D_synthetic_C4,51400,1980,11880.0,29700.0,1,1,1,1.0,0.0,True,0.0,True
6bba_ed9377fd,C1short,4312,789,4734.0,11835.0,0,0,0,,,,,
6bba_ed9377fd,C1,4312,3,18.0,45.0,0,0,0,,,,,
6bba_ed9377fd,C1_relinked,4312,3,18.0,45.0,0,0,0,,,,,True
6bba_ed9377fd,C2,4312,45,270.0,675.0,0,0,0,,,,,
6bba_ed9377fd,C3,4312,12,72.0,180.0,0,0,0,,,,,
6bba_ed9377fd,C4,4312,128,768.0,1920.0,0,0,0,,,,,
6bba_ed9377fd,C4_relinked,4312,128,768.0,1920.0,0,0,0,,,,,True
6bba_ed9377fd,C4_m2,4312,128,768.0,1920.0,1,1,1,2.0,0.0,True,0.0,
6bba_ed9377fd,C4_m6,4312,128,768.0,1920.0,0,0,0,,,,,
6bba_ed9377fd,C4_Gonly,4312,128,768.0,1920.0,4,4,4,5.0,0.0,True,0.0,
6bba_ed9377fd,C5,4312,119,714.0,1785.0,0,0,0,,,,,
6bba_ed9377fd,C6,4312,128,768.0,1920.0,0,0,0,,,,,
6bba_ed9377fd,C0,4312,0,,,0,0,0,,,,,
6bba_ed9377fd,decoder_only,4312,0,,,0,0,0,,,,,
6bba_ed9377fd,original_objective_C4,4312,0,,,0,0,0,,,,,
6bba_ed9377fd,D_real,4312,0,0.0,0.0,0,0,0,,,,,True
6bba_ed9377fd,D_synthetic,4312,1,6.0,15.0,0,0,0,,,,,True
6bba_ed9377fd,D_synthetic_C4,4312,126,756.0,1890.0,1,1,1,2.0,0.0,True,0.0,True
6bba_edf14583,C1short,50687,25319,151914.0,379785.0,0,0,0,,,,,
6bba_edf14583,C1,50687,144,864.0,2160.0,0,0,0,,,,,
6bba_edf14583,C1_relinked,50687,144,864.0,2160.0,0,0,0,,,,,True
6bba_edf14583,C2,50687,993,5958.0,14895.0,2,2,2,0.0,0.0,True,0.0,
6bba_edf14583,C3,50687,291,1746.0,4365.0,0,0,0,,,,,
6bba_edf14583,C4,50687,2824,16944.0,42360.0,1,1,1,0.0,0.0,True,0.0,
6bba_edf14583,C4_relinked,50687,2824,16944.0,42360.0,1,1,1,2.0,0.0,True,0.0,True
6bba_edf14583,C4_m2,50687,2824,16944.0,42360.0,3,3,3,1.0,0.0,True,0.0,
6bba_edf14583,C4_m6,50687,2824,16944.0,42360.0,0,0,0,,,,,
6bba_edf14583,C4_Gonly,50687,2824,16944.0,42360.0,55,55,50,85.0,3.0,True,0.0,
6bba_edf14583,C5,50687,2640,15840.0,39600.0,2,2,2,0.0,0.0,True,0.0,
6bba_edf14583,C6,50687,2824,16944.0,42360.0,3,3,3,1.0,0.0,True,0.0,
6bba_edf14583,C0,50687,0,,,0,0,0,,,,,
6bba_edf14583,decoder_only,50687,0,,,0,0,0,,,,,
6bba_edf14583,original_objective_C4,50687,0,,,0,0,0,,,,,
6bba_edf14583,D_real,50687,143,858.0,2145.0,0,0,0,,,,,True
6bba_edf14583,D_synthetic,50687,151,906.0,2265.0,0,0,0,,,,,True
6bba_edf14583,D_synthetic_C4,50687,3181,19086.0,47715.0,1,1,1,2.0,0.0,True,0.0,True
6bba_eebc57a5,C1short,8432,3799,22794.0,56985.0,0,0,0,,,,,
6bba_eebc57a5,C1,8432,11,66.0,165.0,0,0,0,,,,,
6bba_eebc57a5,C1_relinked,8432,11,66.0,165.0,0,0,0,,,,,True
6bba_eebc57a5,C2,8432,180,1080.0,2700.0,4,4,2,2.0,2.0,True,0.0,
6bba_eebc57a5,C3,8432,82,492.0,1230.0,0,0,0,,,,,
6bba_eebc57a5,C4,8432,536,3216.0,8040.0,2,2,1,1.0,1.0,True,0.0,
6bba_eebc57a5,C4_relinked,8432,536,3216.0,8040.0,2,2,2,3.0,0.0,True,0.0,True
6bba_eebc57a5,C4_m2,8432,536,3216.0,8040.0,12,12,9,13.0,2.0,True,0.0,
6bba_eebc57a5,C4_m6,8432,536,3216.0,8040.0,2,2,1,1.0,1.0,True,0.0,
6bba_eebc57a5,C4_Gonly,8432,536,3216.0,8040.0,15,15,13,21.0,2.0,True,0.0,
6bba_eebc57a5,C5,8432,521,3126.0,7815.0,2,2,2,2.0,0.0,True,0.0,
6bba_eebc57a5,C6,8432,536,3216.0,8040.0,2,2,1,1.0,1.0,True,0.0,
6bba_eebc57a5,C0,8432,0,,,0,0,0,,,,,
6bba_eebc57a5,decoder_only,8432,0,,,0,0,0,,,,,
6bba_eebc57a5,original_objective_C4,8432,0,,,0,0,0,,,,,
6bba_eebc57a5,D_real,8432,8,48.0,120.0,0,0,0,,,,,True
6bba_eebc57a5,D_synthetic,8432,10,60.0,150.0,0,0,0,,,,,True
6bba_eebc57a5,D_synthetic_C4,8432,607,3642.0,9105.0,3,3,3,5.0,0.0,True,0.0,True
6bba_ef7b4f7e,C1short,5782,998,5988.0,14970.0,0,0,0,,,,,
6bba_ef7b4f7e,C1,5782,2,12.0,30.0,0,0,0,,,,,
6bba_ef7b4f7e,C1_relinked,5782,2,12.0,30.0,0,0,0,,,,,True
6bba_ef7b4f7e,C2,5782,64,384.0,960.0,3,3,3,3.0,0.0,True,0.0,
6bba_ef7b4f7e,C3,5782,13,78.0,195.0,0,0,0,,,,,
6bba_ef7b4f7e,C4,5782,123,738.0,1845.0,4,4,3,3.0,1.0,True,0.0,
6bba_ef7b4f7e,C4_relinked,5782,123,738.0,1845.0,4,4,4,5.0,0.0,True,0.0,True
6bba_ef7b4f7e,C4_m2,5782,123,738.0,1845.0,6,6,4,4.0,2.0,True,0.0,
6bba_ef7b4f7e,C4_m6,5782,123,738.0,1845.0,1,1,1,1.0,0.0,True,0.0,
6bba_ef7b4f7e,C4_Gonly,5782,123,738.0,1845.0,6,6,4,5.0,2.0,True,0.0,
6bba_ef7b4f7e,C5,5782,81,486.0,1215.0,2,2,2,2.0,0.0,True,0.0,
6bba_ef7b4f7e,C6,5782,123,738.0,1845.0,4,4,3,3.0,1.0,True,0.0,
6bba_ef7b4f7e,C0,5782,0,,,0,0,0,,,,,
6bba_ef7b4f7e,decoder_only,5782,0,,,0,0,0,,,,,
6bba_ef7b4f7e,original_objective_C4,5782,0,,,0,0,0,,,,,
6bba_ef7b4f7e,D_real,5782,3,18.0,45.0,0,0,0,,,,,True
6bba_ef7b4f7e,D_synthetic,5782,1,6.0,15.0,0,0,0,,,,,True
6bba_ef7b4f7e,D_synthetic_C4,5782,139,834.0,2085.0,3,3,3,4.0,0.0,True,0.0,True
6bba_f17befbc,C1short,25730,4899,29394.0,73485.0,0,0,0,,,,,
6bba_f17befbc,C1,25730,37,222.0,555.0,0,0,0,,,,,
6bba_f17befbc,C1_relinked,25730,37,222.0,555.0,0,0,0,,,,,True
6bba_f17befbc,C2,25730,746,4476.0,11190.0,2,2,2,1.0,0.0,True,0.0,
6bba_f17befbc,C3,25730,130,780.0,1950.0,0,0,0,,,,,
6bba_f17befbc,C4,25730,1660,9960.0,24900.0,1,1,1,0.0,0.0,True,0.0,
6bba_f17befbc,C4_relinked,25730,1660,9960.0,24900.0,1,1,1,1.0,0.0,True,0.0,True
6bba_f17befbc,C4_m2,25730,1660,9960.0,24900.0,3,3,3,1.0,0.0,True,0.0,
6bba_f17befbc,C4_m6,25730,1660,9960.0,24900.0,0,0,0,,,,,
6bba_f17befbc,C4_Gonly,25730,1660,9960.0,24900.0,20,20,16,25.0,4.0,True,0.0,
6bba_f17befbc,C5,25730,2342,14052.0,35130.0,0,0,0,,,,,
6bba_f17befbc,C6,25730,1660,9960.0,24900.0,2,2,2,3.0,0.0,True,0.0,
6bba_f17befbc,C0,25730,0,,,0,0,0,,,,,
6bba_f17befbc,decoder_only,25730,0,,,0,0,0,,,,,
6bba_f17befbc,original_objective_C4,25730,0,,,0,0,0,,,,,
6bba_f17befbc,D_real,25730,40,240.0,600.0,0,0,0,,,,,True
6bba_f17befbc,D_synthetic,25730,43,258.0,645.0,0,0,0,,,,,True
6bba_f17befbc,D_synthetic_C4,25730,1827,10962.0,27405.0,0,0,0,,,,,True
