dataset,variant,parent_observations,after_gate,daughter_options,pair_options,after_margin,proposed,selected,removed_edges,protected_or_nonpositive,solver_optimal,solver_gap,rebuilt_associations
44b6_d29c9ab2,C6,36110,4679,28074.0,70185.0,22,22,8,15.0,14.0,True,0.0,
44b6_d29c9ab2,C0,36110,0,,,0,0,0,,,,,
44b6_d29c9ab2,decoder_only,36110,0,,,0,0,0,,,,,
44b6_d29c9ab2,original_objective_C4,36110,0,,,0,0,0,,,,,
44b6_d29c9ab2,D_real,36110,319,1914.0,4785.0,0,0,0,,,,,True
44b6_d29c9ab2,D_synthetic,36110,312,1872.0,4680.0,0,0,0,,,,,True
44b6_d29c9ab2,D_synthetic_C4,36110,5113,30678.0,76695.0,16,16,15,20.0,0.0,True,0.0,True
44b6_d2f34f90,C1short,15298,5812,34872.0,87180.0,1,1,1,1.0,0.0,True,0.0,
44b6_d2f34f90,C1,15298,109,654.0,1635.0,0,0,0,,,,,
44b6_d2f34f90,C1_relinked,15298,109,654.0,1635.0,0,0,0,,,,,True
44b6_d2f34f90,C2,15298,857,5142.0,12855.0,1,1,0,,1.0,,,
44b6_d2f34f90,C3,15298,385,2310.0,5775.0,0,0,0,,,,,
44b6_d2f34f90,C4,15298,2223,13338.0,33345.0,2,2,1,2.0,1.0,True,0.0,
44b6_d2f34f90,C4_relinked,15298,2223,13338.0,33345.0,2,2,2,3.0,0.0,True,0.0,True
44b6_d2f34f90,C4_m2,15298,2223,13338.0,33345.0,3,3,2,4.0,1.0,True,0.0,
44b6_d2f34f90,C4_m6,15298,2223,13338.0,33345.0,0,0,0,,,,,
44b6_d2f34f90,C4_Gonly,15298,2223,13338.0,33345.0,78,78,62,103.0,4.0,True,0.0,
44b6_d2f34f90,C5,15298,1320,7920.0,19800.0,1,1,1,2.0,0.0,True,0.0,
44b6_d2f34f90,C6,15298,2223,13338.0,33345.0,1,1,0,,1.0,,,
44b6_d2f34f90,C0,15298,0,,,0,0,0,,,,,
44b6_d2f34f90,decoder_only,15298,0,,,0,0,0,,,,,
44b6_d2f34f90,original_objective_C4,15298,0,,,0,0,0,,,,,
44b6_d2f34f90,D_real,15298,96,576.0,1440.0,0,0,0,,,,,True
44b6_d2f34f90,D_synthetic,15298,112,672.0,1680.0,0,0,0,,,,,True
44b6_d2f34f90,D_synthetic_C4,15298,2299,13794.0,34485.0,2,2,2,3.0,0.0,True,0.0,True
44b6_d5e7d891,C1short,42986,20179,121074.0,302685.0,4,4,3,5.0,0.0,True,0.0,
44b6_d5e7d891,C1,42986,582,3492.0,8730.0,0,0,0,,,,,
44b6_d5e7d891,C1_relinked,42986,582,3492.0,8730.0,0,0,0,,,,,True
44b6_d5e7d891,C2,42986,2862,17172.0,42930.0,1,1,1,2.0,0.0,True,0.0,
44b6_d5e7d891,C3,42986,1891,11346.0,28365.0,0,0,0,,,,,
44b6_d5e7d891,C4,42986,8241,49446.0,123615.0,2,2,2,3.0,0.0,True,0.0,
44b6_d5e7d891,C4_relinked,42986,8241,49446.0,123615.0,2,2,2,3.0,0.0,True,0.0,True
44b6_d5e7d891,C4_m2,42986,8241,49446.0,123615.0,7,7,6,9.0,1.0,True,0.0,
44b6_d5e7d891,C4_m6,42986,8241,49446.0,123615.0,2,2,2,3.0,0.0,True,0.0,
44b6_d5e7d891,C4_Gonly,42986,8241,49446.0,123615.0,237,237,188,330.0,29.0,True,0.0,
44b6_d5e7d891,C5,42986,6948,41688.0,104220.0,13,13,11,14.0,2.0,True,0.0,
44b6_d5e7d891,C6,42986,8241,49446.0,123615.0,7,7,6,8.0,1.0,True,0.0,
44b6_d5e7d891,C0,42986,0,,,0,0,0,,,,,
44b6_d5e7d891,decoder_only,42986,0,,,0,0,0,,,,,
44b6_d5e7d891,original_objective_C4,42986,0,,,0,0,0,,,,,
44b6_d5e7d891,D_real,42986,559,3354.0,8385.0,0,0,0,,,,,True
44b6_d5e7d891,D_synthetic,42986,556,3336.0,8340.0,0,0,0,,,,,True
44b6_d5e7d891,D_synthetic_C4,42986,8606,51636.0,129090.0,4,4,4,7.0,0.0,True,0.0,True
44b6_d754aa59,C1short,5550,1882,11292.0,28230.0,0,0,0,,,,,
44b6_d754aa59,C1,5550,65,390.0,975.0,0,0,0,,,,,
44b6_d754aa59,C1_relinked,5550,65,390.0,975.0,0,0,0,,,,,True
44b6_d754aa59,C2,5550,381,2286.0,5715.0,4,4,0,,4.0,,,
44b6_d754aa59,C3,5550,159,954.0,2385.0,0,0,0,,,,,
44b6_d754aa59,C4,5550,884,5304.0,13260.0,4,4,1,2.0,3.0,True,0.0,
44b6_d754aa59,C4_relinked,5550,884,5304.0,13260.0,4,4,4,5.0,0.0,True,0.0,True
44b6_d754aa59,C4_m2,5550,884,5304.0,13260.0,8,8,4,7.0,4.0,True,0.0,
44b6_d754aa59,C4_m6,5550,884,5304.0,13260.0,4,4,1,2.0,3.0,True,0.0,
44b6_d754aa59,C4_Gonly,5550,884,5304.0,13260.0,15,15,8,13.0,7.0,True,0.0,
44b6_d754aa59,C5,5550,517,3102.0,7755.0,5,5,1,2.0,4.0,True,0.0,
44b6_d754aa59,C6,5550,884,5304.0,13260.0,6,6,2,3.0,4.0,True,0.0,
44b6_d754aa59,C0,5550,0,,,0,0,0,,,,,
44b6_d754aa59,decoder_only,5550,0,,,0,0,0,,,,,
44b6_d754aa59,original_objective_C4,5550,0,,,0,0,0,,,,,
44b6_d754aa59,D_real,5550,65,390.0,975.0,0,0,0,,,,,True
44b6_d754aa59,D_synthetic,5550,67,402.0,1005.0,0,0,0,,,,,True
44b6_d754aa59,D_synthetic_C4,5550,923,5538.0,13845.0,5,5,5,6.0,0.0,True,0.0,True
44b6_d78e09d9,C1short,23451,9121,54726.0,136815.0,2,2,2,4.0,0.0,True,0.0,
44b6_d78e09d9,C1,23451,209,1254.0,3135.0,0,0,0,,,,,
44b6_d78e09d9,C1_relinked,23451,209,1254.0,3135.0,0,0,0,,,,,True
44b6_d78e09d9,C2,23451,1684,10104.0,25260.0,7,7,6,11.0,1.0,True,0.0,
44b6_d78e09d9,C3,23451,269,1614.0,4035.0,0,0,0,,,,,
44b6_d78e09d9,C4,23451,5550,33300.0,83250.0,6,6,4,8.0,2.0,True,0.0,
44b6_d78e09d9,C4_relinked,23451,5550,33300.0,83250.0,6,6,6,10.0,0.0,True,0.0,True
44b6_d78e09d9,C4_m2,23451,5550,33300.0,83250.0,17,17,13,25.0,4.0,True,0.0,
44b6_d78e09d9,C4_m6,23451,5550,33300.0,83250.0,1,1,1,2.0,0.0,True,0.0,
44b6_d78e09d9,C4_Gonly,23451,5550,33300.0,83250.0,52,52,40,72.0,10.0,True,0.0,
44b6_d78e09d9,C5,23451,4156,24936.0,62340.0,6,6,5,10.0,1.0,True,0.0,
44b6_d78e09d9,C6,23451,5550,33300.0,83250.0,12,12,10,20.0,2.0,True,0.0,
44b6_d78e09d9,C0,23451,0,,,0,0,0,,,,,
44b6_d78e09d9,decoder_only,23451,0,,,0,0,0,,,,,
44b6_d78e09d9,original_objective_C4,23451,0,,,0,0,0,,,,,
44b6_d78e09d9,D_real,23451,206,1236.0,3090.0,0,0,0,,,,,True
44b6_d78e09d9,D_synthetic,23451,205,1230.0,3075.0,0,0,0,,,,,True
44b6_d78e09d9,D_synthetic_C4,23451,5936,35616.0,89040.0,7,7,7,13.0,0.0,True,0.0,True
44b6_db3c847b,C1short,15472,7729,46374.0,115935.0,1,1,1,2.0,0.0,True,0.0,
44b6_db3c847b,C1,15472,256,1536.0,3840.0,0,0,0,,,,,
44b6_db3c847b,C1_relinked,15472,256,1536.0,3840.0,0,0,0,,,,,True
44b6_db3c847b,C2,15472,1180,7080.0,17700.0,3,3,1,2.0,2.0,True,0.0,
44b6_db3c847b,C3,15472,696,4176.0,10440.0,0,0,0,,,,,
44b6_db3c847b,C4,15472,3457,20742.0,51855.0,2,2,0,,2.0,,,
44b6_db3c847b,C4_relinked,15472,3457,20742.0,51855.0,2,2,2,2.0,0.0,True,0.0,True
44b6_db3c847b,C4_m2,15472,3457,20742.0,51855.0,3,3,1,2.0,2.0,True,0.0,
44b6_db3c847b,C4_m6,15472,3457,20742.0,51855.0,2,2,0,,2.0,,,
44b6_db3c847b,C4_Gonly,15472,3457,20742.0,51855.0,88,88,63,117.0,11.0,True,0.0,
44b6_db3c847b,C5,15472,2289,13734.0,34335.0,3,3,1,2.0,2.0,True,0.0,
44b6_db3c847b,C6,15472,3457,20742.0,51855.0,3,3,1,2.0,2.0,True,0.0,
44b6_db3c847b,C0,15472,0,,,0,0,0,,,,,
44b6_db3c847b,decoder_only,15472,0,,,0,0,0,,,,,
44b6_db3c847b,original_objective_C4,15472,0,,,0,0,0,,,,,
44b6_db3c847b,D_real,15472,232,1392.0,3480.0,0,0,0,,,,,True
44b6_db3c847b,D_synthetic,15472,236,1416.0,3540.0,0,0,0,,,,,True
44b6_db3c847b,D_synthetic_C4,15472,3524,21144.0,52860.0,2,2,2,2.0,0.0,True,0.0,True
44b6_ddf577ad,C1short,38002,15901,95406.0,238515.0,2,2,2,4.0,0.0,True,0.0,
44b6_ddf577ad,C1,38002,405,2430.0,6075.0,0,0,0,,,,,
44b6_ddf577ad,C1_relinked,38002,405,2430.0,6075.0,0,0,0,,,,,True
44b6_ddf577ad,C2,38002,2137,12822.0,32055.0,1,1,0,,1.0,,,
44b6_ddf577ad,C3,38002,1351,8106.0,20265.0,0,0,0,,,,,
44b6_ddf577ad,C4,38002,6095,36570.0,91425.0,4,4,2,3.0,2.0,True,0.0,
44b6_ddf577ad,C4_relinked,38002,6095,36570.0,91425.0,4,4,4,5.0,0.0,True,0.0,True
44b6_ddf577ad,C4_m2,38002,6095,36570.0,91425.0,10,10,6,11.0,4.0,True,0.0,
44b6_ddf577ad,C4_m6,38002,6095,36570.0,91425.0,4,4,2,3.0,2.0,True,0.0,
44b6_ddf577ad,C4_Gonly,38002,6095,36570.0,91425.0,157,157,122,218.0,17.0,True,0.0,
44b6_ddf577ad,C5,38002,4430,26580.0,66450.0,11,11,5,7.0,6.0,True,0.0,
44b6_ddf577ad,C6,38002,6095,36570.0,91425.0,5,5,1,1.0,4.0,True,0.0,
44b6_ddf577ad,C0,38002,0,,,0,0,0,,,,,
44b6_ddf577ad,decoder_only,38002,0,,,0,0,0,,,,,
44b6_ddf577ad,original_objective_C4,38002,0,,,0,0,0,,,,,
44b6_ddf577ad,D_real,38002,412,2472.0,6180.0,0,0,0,,,,,True
44b6_ddf577ad,D_synthetic,38002,375,2250.0,5625.0,0,0,0,,,,,True
44b6_ddf577ad,D_synthetic_C4,38002,6536,39216.0,98040.0,6,6,6,9.0,0.0,True,0.0,True
44b6_deabac95,C1short,15633,6068,36408.0,91020.0,1,1,1,2.0,0.0,True,0.0,
44b6_deabac95,C1,15633,163,978.0,2445.0,0,0,0,,,,,
44b6_deabac95,C1_relinked,15633,163,978.0,2445.0,0,0,0,,,,,True
44b6_deabac95,C2,15633,1194,7164.0,17910.0,0,0,0,,,,,
44b6_deabac95,C3,15633,327,1962.0,4905.0,0,0,0,,,,,
44b6_deabac95,C4,15633,1924,11544.0,28860.0,2,2,1,2.0,1.0,True,0.0,
44b6_deabac95,C4_relinked,15633,1924,11544.0,28860.0,2,2,2,3.0,0.0,True,0.0,True
44b6_deabac95,C4_m2,15633,1924,11544.0,28860.0,7,7,5,10.0,2.0,True,0.0,
44b6_deabac95,C4_m6,15633,1924,11544.0,28860.0,2,2,1,2.0,1.0,True,0.0,
44b6_deabac95,C4_Gonly,15633,1924,11544.0,28860.0,57,57,38,69.0,11.0,True,0.0,
44b6_deabac95,C5,15633,1469,8814.0,22035.0,3,3,2,4.0,1.0,True,0.0,
44b6_deabac95,C6,15633,1924,11544.0,28860.0,4,4,1,2.0,3.0,True,0.0,
44b6_deabac95,C0,15633,0,,,0,0,0,,,,,
44b6_deabac95,decoder_only,15633,0,,,0,0,0,,,,,
44b6_deabac95,original_objective_C4,15633,0,,,0,0,0,,,,,
44b6_deabac95,D_real,15633,154,924.0,2310.0,0,0,0,,,,,True
44b6_deabac95,D_synthetic,15633,149,894.0,2235.0,0,0,0,,,,,True
44b6_deabac95,D_synthetic_C4,15633,2120,12720.0,31800.0,2,2,2,3.0,0.0,True,0.0,True
44b6_e28840c6,C1short,27153,11681,70086.0,175215.0,3,3,3,7.0,0.0,True,0.0,
44b6_e28840c6,C1,27153,309,1854.0,4635.0,0,0,0,,,,,
44b6_e28840c6,C1_relinked,27153,309,1854.0,4635.0,0,0,0,,,,,True
44b6_e28840c6,C2,27153,1186,7116.0,17790.0,0,0,0,,,,,
44b6_e28840c6,C3,27153,794,4764.0,11910.0,0,0,0,,,,,
44b6_e28840c6,C4,27153,3253,19518.0,48795.0,0,0,0,,,,,
44b6_e28840c6,C4_relinked,27153,3253,19518.0,48795.0,0,0,0,,,,,True
44b6_e28840c6,C4_m2,27153,3253,19518.0,48795.0,2,2,2,3.0,0.0,True,0.0,
44b6_e28840c6,C4_m6,27153,3253,19518.0,48795.0,0,0,0,,,,,
44b6_e28840c6,C4_Gonly,27153,3253,19518.0,48795.0,90,90,63,122.0,6.0,True,0.0,
44b6_e28840c6,C5,27153,1932,11592.0,28980.0,2,2,2,1.0,0.0,True,0.0,
44b6_e28840c6,C6,27153,3253,19518.0,48795.0,1,1,1,1.0,0.0,True,0.0,
44b6_e28840c6,C0,27153,0,,,0,0,0,,,,,
44b6_e28840c6,decoder_only,27153,0,,,0,0,0,,,,,
44b6_e28840c6,original_objective_C4,27153,0,,,0,0,0,,,,,
44b6_e28840c6,D_real,27153,304,1824.0,4560.0,0,0,0,,,,,True
44b6_e28840c6,D_synthetic,27153,303,1818.0,4545.0,0,0,0,,,,,True
44b6_e28840c6,D_synthetic_C4,27153,3433,20598.0,51495.0,0,0,0,,,,,True
44b6_e29f0176,C1short,13471,4351,26106.0,65265.0,1,1,1,2.0,0.0,True,0.0,
44b6_e29f0176,C1,13471,67,402.0,1005.0,0,0,0,,,,,
44b6_e29f0176,C1_relinked,13471,67,402.0,1005.0,0,0,0,,,,,True
44b6_e29f0176,C2,13471,1933,11598.0,28995.0,7,7,6,12.0,1.0,True,0.0,
44b6_e29f0176,C3,13471,57,342.0,855.0,0,0,0,,,,,
44b6_e29f0176,C4,13471,2519,15114.0,37785.0,12,12,10,21.0,2.0,True,0.0,
44b6_e29f0176,C4_relinked,13471,2519,15114.0,37785.0,12,12,12,23.0,0.0,True,0.0,True
44b6_e29f0176,C4_m2,13471,2519,15114.0,37785.0,28,28,22,44.0,3.0,True,0.0,
44b6_e29f0176,C4_m6,13471,2519,15114.0,37785.0,6,6,5,11.0,1.0,True,0.0,
44b6_e29f0176,C4_Gonly,13471,2519,15114.0,37785.0,32,32,23,42.0,5.0,True,0.0,
44b6_e29f0176,C5,13471,2387,14322.0,35805.0,15,15,13,26.0,2.0,True,0.0,
44b6_e29f0176,C6,13471,2519,15114.0,37785.0,20,20,14,25.0,4.0,True,0.0,
44b6_e29f0176,C0,13471,0,,,0,0,0,,,,,
44b6_e29f0176,decoder_only,13471,0,,,0,0,0,,,,,
44b6_e29f0176,original_objective_C4,13471,0,,,0,0,0,,,,,
44b6_e29f0176,D_real,13471,61,366.0,915.0,0,0,0,,,,,True
44b6_e29f0176,D_synthetic,13471,64,384.0,960.0,0,0,0,,,,,True
44b6_e29f0176,D_synthetic_C4,13471,2849,17094.0,42735.0,10,10,10,17.0,0.0,True,0.0,True
44b6_e31261b4,C1short,66482,33378,200268.0,500670.0,4,4,4,8.0,0.0,True,0.0,
44b6_e31261b4,C1,66482,502,3012.0,7530.0,0,0,0,,,,,
44b6_e31261b4,C1_relinked,66482,502,3012.0,7530.0,0,0,0,,,,,True
44b6_e31261b4,C2,66482,6017,36102.0,90255.0,9,9,8,13.0,1.0,True,0.0,
44b6_e31261b4,C3,66482,1351,8106.0,20265.0,0,0,0,,,,,
44b6_e31261b4,C4,66482,11462,68772.0,171930.0,4,4,4,8.0,0.0,True,0.0,
44b6_e31261b4,C4_relinked,66482,11462,68772.0,171930.0,4,4,4,8.0,0.0,True,0.0,True
44b6_e31261b4,C4_m2,66482,11462,68772.0,171930.0,22,22,16,29.0,6.0,True,0.0,
44b6_e31261b4,C4_m6,66482,11462,68772.0,171930.0,2,2,2,4.0,0.0,True,0.0,
44b6_e31261b4,C4_Gonly,66482,11462,68772.0,171930.0,99,99,83,145.0,11.0,True,0.0,
44b6_e31261b4,C5,66482,10588,63528.0,158820.0,29,29,23,39.0,6.0,True,0.0,
44b6_e31261b4,C6,66482,11462,68772.0,171930.0,13,13,8,13.0,5.0,True,0.0,
44b6_e31261b4,C0,66482,0,,,0,0,0,,,,,
44b6_e31261b4,decoder_only,66482,0,,,0,0,0,,,,,
44b6_e31261b4,original_objective_C4,66482,0,,,0,0,0,,,,,
44b6_e31261b4,D_real,66482,498,2988.0,7470.0,0,0,0,,,,,True
44b6_e31261b4,D_synthetic,66482,510,3060.0,7650.0,0,0,0,,,,,True
44b6_e31261b4,D_synthetic_C4,66482,12339,74034.0,185085.0,7,7,7,14.0,0.0,True,0.0,True
44b6_e35b117d,C1short,19733,7395,44370.0,110925.0,1,1,1,1.0,0.0,True,0.0,
44b6_e35b117d,C1,19733,139,834.0,2085.0,0,0,0,,,,,
44b6_e35b117d,C1_relinked,19733,139,834.0,2085.0,0,0,0,,,,,True
44b6_e35b117d,C2,19733,890,5340.0,13350.0,1,1,1,1.0,0.0,True,0.0,
44b6_e35b117d,C3,19733,406,2436.0,6090.0,0,0,0,,,,,
44b6_e35b117d,C4,19733,2350,14100.0,35250.0,0,0,0,,,,,
44b6_e35b117d,C4_relinked,19733,2350,14100.0,35250.0,0,0,0,,,,,True
44b6_e35b117d,C4_m2,19733,2350,14100.0,35250.0,2,2,1,1.0,1.0,True,0.0,
44b6_e35b117d,C4_m6,19733,2350,14100.0,35250.0,0,0,0,,,,,
44b6_e35b117d,C4_Gonly,19733,2350,14100.0,35250.0,38,38,32,54.0,6.0,True,0.0,
44b6_e35b117d,C5,19733,1501,9006.0,22515.0,2,2,1,1.0,1.0,True,0.0,
44b6_e35b117d,C6,19733,2350,14100.0,35250.0,0,0,0,,,,,
44b6_e35b117d,C0,19733,0,,,0,0,0,,,,,
44b6_e35b117d,decoder_only,19733,0,,,0,0,0,,,,,
44b6_e35b117d,original_objective_C4,19733,0,,,0,0,0,,,,,
44b6_e35b117d,D_real,19733,142,852.0,2130.0,0,0,0,,,,,True
44b6_e35b117d,D_synthetic,19733,140,840.0,2100.0,0,0,0,,,,,True
44b6_e35b117d,D_synthetic_C4,19733,2402,14412.0,36030.0,1,1,1,1.0,0.0,True,0.0,True
44b6_e57ff5c6,C1short,17436,6612,39672.0,99180.0,0,0,0,,,,,
44b6_e57ff5c6,C1,17436,149,894.0,2235.0,0,0,0,,,,,
44b6_e57ff5c6,C1_relinked,17436,149,894.0,2235.0,0,0,0,,,,,True
44b6_e57ff5c6,C2,17436,2231,13386.0,33465.0,5,5,5,9.0,0.0,True,0.0,
44b6_e57ff5c6,C3,17436,410,2460.0,6150.0,0,0,0,,,,,
44b6_e57ff5c6,C4,17436,5036,30216.0,75540.0,4,4,4,7.0,0.0,True,0.0,
44b6_e57ff5c6,C4_relinked,17436,5036,30216.0,75540.0,4,4,4,7.0,0.0,True,0.0,True
44b6_e57ff5c6,C4_m2,17436,5036,30216.0,75540.0,8,8,8,15.0,0.0,True,0.0,
44b6_e57ff5c6,C4_m6,17436,5036,30216.0,75540.0,1,1,1,2.0,0.0,True,0.0,
44b6_e57ff5c6,C4_Gonly,17436,5036,30216.0,75540.0,97,97,80,142.0,1.0,True,0.0,
44b6_e57ff5c6,C5,17436,3703,22218.0,55545.0,11,11,8,14.0,2.0,True,0.0,
44b6_e57ff5c6,C6,17436,5036,30216.0,75540.0,5,5,5,9.0,0.0,True,0.0,
44b6_e57ff5c6,C0,17436,0,,,0,0,0,,,,,
44b6_e57ff5c6,decoder_only,17436,0,,,0,0,0,,,,,
44b6_e57ff5c6,original_objective_C4,17436,0,,,0,0,0,,,,,
44b6_e57ff5c6,D_real,17436,142,852.0,2130.0,0,0,0,,,,,True
44b6_e57ff5c6,D_synthetic,17436,140,840.0,2100.0,0,0,0,,,,,True
44b6_e57ff5c6,D_synthetic_C4,17436,5193,31158.0,77895.0,5,5,5,9.0,0.0,True,0.0,True
44b6_eb2880fc,C1short,37069,13462,80772.0,201930.0,1,1,0,,1.0,,,
44b6_eb2880fc,C1,37069,289,1734.0,4335.0,0,0,0,,,,,
44b6_eb2880fc,C1_relinked,37069,289,1734.0,4335.0,0,0,0,,,,,True
44b6_eb2880fc,C2,37069,2130,12780.0,31950.0,9,9,0,,9.0,,,
44b6_eb2880fc,C3,37069,745,4470.0,11175.0,0,0,0,,,,,
44b6_eb2880fc,C4,37069,4901,29406.0,73515.0,5,5,0,,5.0,,,
44b6_eb2880fc,C4_relinked,37069,4901,29406.0,73515.0,5,5,5,5.0,0.0,True,0.0,True
44b6_eb2880fc,C4_m2,37069,4901,29406.0,73515.0,9,9,1,1.0,8.0,True,0.0,
44b6_eb2880fc,C4_m6,37069,4901,29406.0,73515.0,3,3,0,,3.0,,,
44b6_eb2880fc,C4_Gonly,37069,4901,29406.0,73515.0,72,72,50,89.0,15.0,True,0.0,
44b6_eb2880fc,C5,37069,2637,15822.0,39555.0,10,10,1,1.0,9.0,True,0.0,
44b6_eb2880fc,C6,37069,4901,29406.0,73515.0,5,5,0,,5.0,,,
44b6_eb2880fc,C0,37069,0,,,0,0,0,,,,,
44b6_eb2880fc,decoder_only,37069,0,,,0,0,0,,,,,
44b6_eb2880fc,original_objective_C4,37069,0,,,0,0,0,,,,,
44b6_eb2880fc,D_real,37069,259,1554.0,3885.0,0,0,0,,,,,True
44b6_eb2880fc,D_synthetic,37069,252,1512.0,3780.0,0,0,0,,,,,True
44b6_eb2880fc,D_synthetic_C4,37069,5586,33516.0,83790.0,6,6,6,7.0,0.0,True,0.0,True
44b6_f28707c6,C1short,21584,12832,76992.0,192480.0,0,0,0,,,,,
44b6_f28707c6,C1,21584,266,1596.0,3990.0,0,0,0,,,,,
44b6_f28707c6,C1_relinked,21584,266,1596.0,3990.0,0,0,0,,,,,True
44b6_f28707c6,C2,21584,2406,14436.0,36090.0,17,17,11,21.0,3.0,True,0.0,
44b6_f28707c6,C3,21584,660,3960.0,9900.0,0,0,0,,,,,
44b6_f28707c6,C4,21584,5131,30786.0,76965.0,13,13,10,19.0,3.0,True,0.0,
44b6_f28707c6,C4_relinked,21584,5131,30786.0,76965.0,13,13,13,21.0,0.0,True,0.0,True
44b6_f28707c6,C4_m2,21584,5131,30786.0,76965.0,49,49,38,71.0,6.0,True,0.0,
44b6_f28707c6,C4_m6,21584,5131,30786.0,76965.0,4,4,3,6.0,1.0,True,0.0,
44b6_f28707c6,C4_Gonly,21584,5131,30786.0,76965.0,171,171,122,227.0,16.0,True,0.0,
44b6_f28707c6,C5,21584,3238,19428.0,48570.0,20,20,15,29.0,3.0,True,0.0,
44b6_f28707c6,C6,21584,5131,30786.0,76965.0,36,36,24,47.0,5.0,True,0.0,
44b6_f28707c6,C0,21584,0,,,0,0,0,,,,,
44b6_f28707c6,decoder_only,21584,0,,,0,0,0,,,,,
44b6_f28707c6,original_objective_C4,21584,0,,,0,0,0,,,,,
44b6_f28707c6,D_real,21584,272,1632.0,4080.0,0,0,0,,,,,True
44b6_f28707c6,D_synthetic,21584,271,1626.0,4065.0,0,0,0,,,,,True
44b6_f28707c6,D_synthetic_C4,21584,5359,32154.0,80385.0,16,16,16,29.0,0.0,True,0.0,True
6bba_05b6850b,C1short,6047,1482,8892.0,22230.0,0,0,0,,,,,
6bba_05b6850b,C1,6047,11,66.0,165.0,0,0,0,,,,,
6bba_05b6850b,C1_relinked,6047,11,66.0,165.0,0,0,0,,,,,True
6bba_05b6850b,C2,6047,76,456.0,1140.0,0,0,0,,,,,
6bba_05b6850b,C3,6047,9,54.0,135.0,0,0,0,,,,,
6bba_05b6850b,C4,6047,104,624.0,1560.0,1,1,1,1.0,0.0,True,0.0,
6bba_05b6850b,C4_relinked,6047,104,624.0,1560.0,1,1,1,1.0,0.0,True,0.0,True
6bba_05b6850b,C4_m2,6047,104,624.0,1560.0,1,1,1,1.0,0.0,True,0.0,
6bba_05b6850b,C4_m6,6047,104,624.0,1560.0,0,0,0,,,,,
6bba_05b6850b,C4_Gonly,6047,104,624.0,1560.0,10,10,8,13.0,2.0,True,0.0,
6bba_05b6850b,C5,6047,109,654.0,1635.0,0,0,0,,,,,
6bba_05b6850b,C6,6047,104,624.0,1560.0,1,1,1,1.0,0.0,True,0.0,
6bba_05b6850b,C0,6047,0,,,0,0,0,,,,,
6bba_05b6850b,decoder_only,6047,0,,,0,0,0,,,,,
6bba_05b6850b,original_objective_C4,6047,0,,,0,0,0,,,,,
6bba_05b6850b,D_real,6047,11,66.0,165.0,0,0,0,,,,,True
6bba_05b6850b,D_synthetic,6047,8,48.0,120.0,0,0,0,,,,,True
6bba_05b6850b,D_synthetic_C4,6047,112,672.0,1680.0,0,0,0,,,,,True
6bba_05db0fb1,C1short,69216,23274,139644.0,349110.0,0,0,0,,,,,
6bba_05db0fb1,C1,69216,131,786.0,1965.0,0,0,0,,,,,
6bba_05db0fb1,C1_relinked,69216,131,786.0,1965.0,0,0,0,,,,,True
6bba_05db0fb1,C2,69216,1350,8100.0,20250.0,1,1,1,1.0,0.0,True,0.0,
6bba_05db0fb1,C3,69216,319,1914.0,4785.0,0,0,0,,,,,
6bba_05db0fb1,C4,69216,2411,14466.0,36165.0,1,1,1,1.0,0.0,True,0.0,
6bba_05db0fb1,C4_relinked,69216,2411,14466.0,36165.0,1,1,1,2.0,0.0,True,0.0,True
6bba_05db0fb1,C4_m2,69216,2411,14466.0,36165.0,3,3,3,2.0,0.0,True,0.0,
6bba_05db0fb1,C4_m6,69216,2411,14466.0,36165.0,0,0,0,,,,,
6bba_05db0fb1,C4_Gonly,69216,2411,14466.0,36165.0,41,41,32,43.0,8.0,True,0.0,
6bba_05db0fb1,C5,69216,3203,19218.0,48045.0,0,0,0,,,,,
6bba_05db0fb1,C6,69216,2411,14466.0,36165.0,15,15,14,16.0,1.0,True,0.0,
6bba_05db0fb1,C0,69216,0,,,0,0,0,,,,,
6bba_05db0fb1,decoder_only,69216,0,,,0,0,0,,,,,
6bba_05db0fb1,original_objective_C4,69216,0,,,0,0,0,,,,,
6bba_05db0fb1,D_real,69216,151,906.0,2265.0,0,0,0,,,,,True
6bba_05db0fb1,D_synthetic,69216,135,810.0,2025.0,0,0,0,,,,,True
6bba_05db0fb1,D_synthetic_C4,69216,3027,18162.0,45405.0,3,3,3,6.0,0.0,True,0.0,True
6bba_062c8d37,C1short,5843,1213,7278.0,18195.0,0,0,0,,,,,
6bba_062c8d37,C1,5843,9,54.0,135.0,0,0,0,,,,,
6bba_062c8d37,C1_relinked,5843,9,54.0,135.0,0,0,0,,,,,True
6bba_062c8d37,C2,5843,214,1284.0,3210.0,5,5,2,3.0,3.0,True,0.0,
6bba_062c8d37,C3,5843,30,180.0,450.0,0,0,0,,,,,
6bba_062c8d37,C4,5843,613,3678.0,9195.0,3,3,1,2.0,2.0,True,0.0,
6bba_062c8d37,C4_relinked,5843,613,3678.0,9195.0,3,3,3,4.0,0.0,True,0.0,True
6bba_062c8d37,C4_m2,5843,613,3678.0,9195.0,21,21,15,23.0,3.0,True,0.0,
6bba_062c8d37,C4_m6,5843,613,3678.0,9195.0,0,0,0,,,,,
6bba_062c8d37,C4_Gonly,5843,613,3678.0,9195.0,9,9,7,10.0,1.0,True,0.0,
6bba_062c8d37,C5,5843,403,2418.0,6045.0,11,11,9,17.0,1.0,True,0.0,
