variant,pilots,mean_seconds,median_seconds,max_seconds,max_parent_rss_gib,max_child_rss_gib,new_head_peak_gpu_gib,linear_199_clip_hours_estimate
C0,6,141.69728816812858,148.65671999449842,200.9675802909769,0.5841941833496094,3.54241943359375,0.0,7.832711207071552
C4,6,150.526859721945,158.87463858071715,212.73892090516165,1.3942604064941406,3.6167984008789062,0.09791946411132812,8.320790301296404
