variant,embryo,samples,n,edge_jaccard,division_jaccard,division_tp,division_fp,division_fn,node_recall,adj_edge_jaccard,n_adj,score,edge_tp,edge_fp,edge_fn,num_pred_nodes,seconds,requested_keep,realized_keep,baseline_tp_rematched_surviving,newly_recovered_tp,lost_tp,removed_fp,introduced_fp,delta
F_hgb_quality_fork_protected_r0.5,pooled,199,199,0.6310194662597238,0.09236947791164658,23,98,128,0.7333578052349037,0.6635881893406497,199,0.6728251371318144,84768,5452,44115,2067953,134.87856579618528,0.5,0.5002684044534577,83108,1660,39093,2881,1448,-0.238948877086828
F_hgb_quality_fork_protected_r0.7,44b6,71,71,0.8542327917002227,0.09803921568627451,5,25,21,0.947134692796085,0.8898978491679611,71,0.8997017707365885,18032,1283,1794,1386288,57.68753491900861,0.7,0.7000994884174271,17834,198,949,194,155,-0.012819372376877136
F_hgb_quality_fork_protected_r0.7,6bba,128,128,0.7512802525429674,0.09090909090909091,18,73,107,0.8110793140795297,0.7738336239565918,128,0.7829245330475009,85676,4983,23381,1507953,104.62900119228289,0.7,0.7002150395833497,84989,687,18429,1243,663,-0.1286722318419643
F_hgb_quality_fork_protected_r0.7,pooled,199,199,0.7673604688158995,0.09236947791164658,23,98,128,0.8596216853804112,0.7919617620115296,199,0.8011987098026943,103708,6266,25175,2894241,162.3165361112915,0.7,0.7001596879492811,102823,885,19378,1437,818,-0.1105753044159481
F_hgb_quality_fork_protected_r0.8,44b6,71,71,0.8771066085968566,0.09803921568627451,5,25,21,0.9726096036522576,0.9062308486565473,71,0.9160347702251748,18528,1298,1298,1584305,64.48634030623361,0.8,0.8001015084868165,18437,91,346,104,80,0.0035136271117091056
F_hgb_quality_fork_protected_r0.8,6bba,128,128,0.8171993179731561,0.09090909090909091,18,73,107,0.8847467982512826,0.8336185164276286,128,0.8427094255185377,93459,5308,15598,1723223,111.2079148455523,0.8,0.8001752449552066,93154,305,10264,597,342,-0.0688873393709275
F_hgb_quality_fork_protected_r0.8,pooled,199,199,0.8265394238646679,0.09236947791164658,23,98,128,0.9160948343491179,0.8449394569172897,199,0.8541764047084544,111987,6606,16896,3307528,175.6942551517859,0.8,0.8001399235113834,111591,396,10610,701,422,-0.057597609510188
F_hgb_quality_fork_protected_r0.9,44b6,71,71,0.8860603766442698,0.09803921568627451,5,25,21,0.9842839970157955,0.907981536549578,71,0.9177854581182054,18726,1308,1100,1782316,70.33405749034137,0.9,0.9001004984521218,18708,18,75,34,20,0.0052643150047397835
F_hgb_quality_fork_protected_r0.9,6bba,128,128,0.87357485814055,0.09137055837563451,18,72,107,0.9471822229393269,0.8824263198428848,128,0.8915633756804482,100068,5493,8989,1938538,117.87352082272992,0.9,0.900156345989449,99959,109,3459,189,119,-0.020033389209016983
F_hgb_quality_fork_protected_r0.9,pooled,199,199,0.8755195896347395,0.09274193548387097,23,97,128,0.9604195393183684,0.8864067740591465,199,0.8956809676075336,118794,6801,10089,3720854,188.20757831307128,0.9,0.9001295937500832,118667,127,3534,223,139,-0.016093046611108774
F_hgb_quality_fork_protected_r0.95,44b6,71,71,0.8868183323085654,0.09803921568627451,5,25,21,0.9861803705607604,0.9050493603326055,71,0.9148532819012329,18750,1317,1076,1881298,73.44741043401882,0.95,0.9500881255271119,18747,3,36,7,2,0.0023321387877672795
F_hgb_quality_fork_protected_r0.95,6bba,128,128,0.8923076923076924,0.09137055837563451,18,72,107,0.9682484081660423,0.8969274011253955,128,0.9060644569629589,102254,5538,6803,2046202,120.78874244214967,0.95,0.9501499147689149,102217,37,1201,68,43,-0.005532307926506275
F_hgb_quality_fork_protected_r0.95,pooled,199,199,0.891452651431434,0.09274193548387097,23,97,128,0.9746462439953135,0.898192504364857,199,0.9074666979132441,121004,6855,7879,3927500,194.2361528761685,0.95,0.9501203163180957,120964,40,1237,75,45,-0.004307316305398268
F_hgb_quality_fork_protected_r0.98,44b6,71,71,0.8876909254267745,0.09803921568627451,5,25,21,0.9870337149976397,0.903705405007887,71,0.9135093265765144,18772,1321,1054,1940707,74.49353592656553,0.98,0.9800907011155833,18772,0,11,1,0,0.0009881834630487418
F_hgb_quality_fork_protected_r0.98,6bba,128,128,0.9003254430125728,0.09137055837563451,18,72,107,0.9781652638902344,0.9023028697400313,128,0.9114399255775947,103189,5556,5868,2110811,120.4778791568242,0.98,0.9801509781259563,103175,14,243,22,15,-0.0001568393118704936
F_hgb_quality_fork_protected_r0.98,pooled,199,199,0.8983573954036536,0.09274193548387097,23,97,128,0.9813293846370976,0.9025213391957572,199,0.9117955327441443,121961,6877,6922,4051518,194.97141508338973,0.98,0.9801221040683535,121947,14,254,23,15,2.1518525501917907e-05
F_hgb_quality_fork_protected_r0.99,44b6,71,71,0.8879326650274257,0.09803921568627451,5,25,21,0.9881130988780199,0.9032117873407263,71,0.9130157089093537,18778,1322,1048,1960519,75.6585253556259,0.99,0.9900961048011999,18778,0,5,0,0,0.0004945657958880245
F_hgb_quality_fork_protected_r0.99,6bba,128,128,0.9019570205823074,0.09137055837563451,18,72,107,0.9797792612827141,0.9030303808801965,128,0.9121674367177599,103376,5556,5681,2132304,120.70476987259462,0.99,0.9901312108293395,103375,1,43,7,0,0.0005706718282947332
F_hgb_quality_fork_protected_r0.99,pooled,199,199,0.8997723941338087,0.09274193548387097,23,97,128,0.9827526405252603,0.903058639244729,199,0.912332832793116,122154,6878,6729,4092823,196.36329522822052,0.99,0.9901143942441699,122153,1,48,7,0,0.0005588185744737073
F_hgb_quality_fork_protected_r0.995,44b6,71,71,0.8881690940041611,0.09803921568627451,5,25,21,0.9885509592005769,0.9030801887823714,71,0.9128841103509988,18783,1322,1043,1970405,75.6353667313233,0.995,0.9950887062970613,18783,0,0,0,0,0.00036296723753315163
F_hgb_quality_fork_protected_r0.995,6bba,128,128,0.9022064404679853,0.09137055837563451,18,72,107,0.9801667431408974,0.9028293171308611,128,0.9119663729684245,103410,5562,5647,2143099,120.87734876805916,0.995,0.9951438480616023,103410,0,8,1,0,0.0003696080789593603
F_hgb_quality_fork_protected_r0.995,pooled,199,199,0.9000198870123078,0.09274193548387097,23,97,128,0.9831580966094263,0.9028683946216073,199,0.9121425881699944,122193,6884,6690,4113504,196.51271549938247,0.995,0.9951174339034378,122193,0,8,1,0,0.00036857395135203586
F_hgb_quality_node_r0.5,44b6,71,71,0.7037986704653372,0.029411764705882353,1,8,25,0.8719129354204405,0.7453438835101667,71,0.7482850599807549,14822,1234,5004,990081,42.234558385331184,0.5,0.5000080802775575,14621,201,4162,552,464,-0.16423608313271076
F_hgb_quality_node_r0.5,6bba,128,128,0.5774715249853861,0.0,0,26,125,0.6848388141969429,0.6063574366942409,128,0.6063574366942409,65200,3849,43857,1076810,84.12386921001598,0.5,0.5000146269636698,64542,658,38876,2885,1171,-0.30523932819522426
F_hgb_quality_node_r0.5,pooled,199,199,0.597330665989878,0.005405405405405406,1,34,150,0.751583852422412,0.628206671350373,199,0.6287472118909135,80022,5083,48861,2066891,126.35842759534717,0.5,0.500011490952266,79163,859,43038,3437,1635,-0.2830268023277288
F_hgb_quality_node_r0.7,44b6,71,71,0.816743260529682,0.022727272727272728,1,18,25,0.9495374037801778,0.8509154648464324,71,0.8531881921191597,17239,1281,2587,1386126,54.380648733116686,0.7,0.7000176756071571,17119,120,1664,318,277,-0.05933295099430591
F_hgb_quality_node_r0.7,6bba,128,128,0.7485737392206331,0.03529411764705882,6,45,119,0.8518729328968166,0.7711264092927129,128,0.7746558210574188,85157,4702,23900,1507544,100.14416031725705,0.7,0.700025121229668,84804,353,18614,1647,786,-0.13694094383204636
F_hgb_quality_node_r0.7,pooled,199,199,0.7592425073776934,0.03271028037383177,7,63,144,0.8867180456240461,0.7836136751386071,199,0.7868847031759904,102396,5983,26487,2893670,154.52480905037373,0.7,0.7000215546073033,101923,473,20278,1965,1063,-0.124889311042652
F_hgb_quality_node_r0.8,44b6,71,71,0.8515455146989318,0.02127659574468085,1,21,25,0.9714749161420391,0.87990856517645,71,0.882036224750918,18017,1332,1809,1584144,61.76312631648034,0.8,0.8000202006938938,17942,75,841,189,199,-0.03048491836254763
F_hgb_quality_node_r0.8,6bba,128,128,0.8238490460206308,0.05945945945945946,11,60,114,0.9179772735447924,0.8404912202833715,128,0.8464371662293175,94002,5044,15055,1722922,106.36016183206812,0.8,0.8000354761912502,93798,204,9620,1043,524,-0.06515959866014764
F_hgb_quality_node_r0.8,pooled,199,199,0.8281814888473226,0.05172413793103448,12,81,139,0.9370643721598905,0.8466571107841718,199,0.8518295245772752,112019,6376,16864,3307066,168.12328814854845,0.8,0.8000281588809216,111740,279,10461,1232,723,-0.059944489641367116
F_hgb_quality_node_r0.9,44b6,71,71,0.8769848771266541,0.0784313725490196,4,25,22,0.983709381606994,0.8987484911529848,71,0.9065916284078868,18557,1334,1269,1782158,69.14949158905074,0.9,0.9000207057112412,18529,28,254,67,79,-0.005929514705578898
F_hgb_quality_node_r0.9,6bba,128,128,0.8821754907532899,0.08762886597938144,17,69,108,0.9640083659257835,0.8912082935132083,128,0.8999711801111464,100890,5308,8167,1938275,111.75677328091115,0.9,0.900034222451507,100805,85,2613,468,213,-0.011625584778318765
F_hgb_quality_node_r0.9,pooled,199,199,0.8813650617967165,0.08571428571428572,21,94,130,0.9710373715205872,0.8923855713738073,199,0.9009569999452358,119447,6642,9436,3720433,180.9062648699619,0.9,0.9000277476257879,119334,113,2867,535,292,-0.010817014273406533
F_hgb_quality_node_r0.95,44b6,71,71,0.8839496831552066,0.09803921568627451,5,25,21,0.9858045828001485,0.9021580660077708,71,0.9119619875763982,18692,1320,1134,1881157,73.40544210514054,0.95,0.9500169180811361,18684,8,99,25,23,-0.0005591555370674239
F_hgb_quality_node_r0.95,6bba,128,128,0.8963261813069259,0.09183673469387756,18,71,107,0.9754329904191404,0.9010217202066496,128,0.9102053936760374,102641,5456,6416,2045937,116.05423309560865,0.95,0.9500268625348668,102611,30,807,214,107,-0.0013913712134278056
F_hgb_quality_node_r0.95,pooled,199,199,0.894396980664755,0.0931174089068826,23,96,128,0.9791334078013091,0.901198849393143,199,0.9105105902838313,121333,6776,7550,3927094,189.4596752007492,0.95,0.9500220989155685,121295,38,906,239,130,-0.0012634239348110476
F_hgb_quality_node_r0.98,44b6,71,71,0.8863937216338881,0.09803921568627451,5,25,21,0.9875049059228788,0.902401203698976,71,0.9122051252676034,18749,1326,1077,1940564,76.63162724860013,0.98,0.9800184836349128,18747,2,36,6,10,-0.0003160178458622154
F_hgb_quality_node_r0.98,6bba,128,128,0.9006702857442092,0.09137055837563451,18,72,107,0.9788637109452546,0.9026720378832319,128,0.9118090937207953,103197,5521,5860,2110546,118.41366071812809,0.98,0.9800279258919081,103187,10,231,72,30,0.00021232883133015523
F_hgb_quality_node_r0.98,pooled,199,199,0.8984454431592132,0.09274193548387097,23,97,128,0.9819467503593817,0.902629831409605,199,0.911904024957992,121946,6847,6937,4051110,195.0452879667282,0.98,0.9800234028362573,121934,12,267,78,40,0.0001300107393497063
F_hgb_quality_node_r0.99,44b6,71,71,0.8876069790533831,0.09803921568627451,5,25,21,0.988019212249322,0.902887720592403,71,0.9126916421610304,18772,1323,1054,1960364,76.95284036686644,0.99,0.9900178271123613,18772,0,11,1,2,0.00017049904756472056
F_hgb_quality_node_r0.99,6bba,128,128,0.9015968586387435,0.09137055837563451,18,72,107,0.9796051663108256,0.9026914971538631,128,0.9118285529914265,103323,5543,5734,2132088,118.61989834113047,0.99,0.990030911649889,103320,3,98,26,6,0.0002317881019613388
F_hgb_quality_node_r0.99,pooled,199,199,0.8994173069414876,0.09274193548387097,23,97,128,0.98260716260044,0.9027220677621304,199,0.9119962613105175,122095,6866,6788,4092452,195.5727387079969,0.99,0.990024643859102,122092,3,109,27,8,0.00022224709187512737
F_hgb_quality_node_r0.995,44b6,71,71,0.8878486997635934,0.09803921568627451,5,25,21,0.9884356866632071,0.9027623648315527,71,0.9125662864001801,18778,1324,1048,1970265,77.86083896178752,0.995,0.9950180038684329,18778,0,5,0,2,4.514328671445522e-05
F_hgb_quality_node_r0.995,6bba,128,128,0.9019578760011866,0.09137055837563451,18,72,107,0.9799734753774,0.9025977474316896,128,0.911734803269253,103377,5557,5680,2142853,118.38428029697388,0.995,0.9950296184405614,103376,1,42,8,2,0.0001380383797878748
F_hgb_quality_node_r0.995,pooled,199,199,0.8997598774343714,0.09274193548387097,23,97,128,0.9829926562884165,0.9026233923597051,199,0.9118975859080922,122155,6881,6728,4113118,196.2451192587614,0.995,0.9950240547966017,122154,1,47,8,4,0.00012357168944987507
F_hgb_quality_segment_r0.5,44b6,71,71,0.7682550239916386,0.029411764705882353,1,8,25,0.8821142348294263,0.8134482839146457,71,0.816389460385234,16171,1223,3655,990081,46.6024564714171,0.5,0.5000080802775575,15906,265,2877,396,297,-0.0961316827282317
F_hgb_quality_segment_r0.5,6bba,128,128,0.613575156069262,0.0,0,21,125,0.6732957686020954,0.644253910019529,128,0.644253910019529,69488,4194,39569,1076812,86.1690672757104,0.5,0.5000155556597758,68561,927,34857,2343,974,-0.26734285486993614
F_hgb_quality_segment_r0.5,pooled,199,199,0.6378183172002978,0.005555555555555556,1,29,150,0.747798839467123,0.6707719470717874,199,0.671327502627343,85659,5417,43224,2066893,132.7715237471275,0.5,0.5000119747818352,84467,1192,37734,2739,1271,-0.24044651159129937
F_hgb_quality_segment_r0.7,44b6,71,71,0.85153438151165,0.023809523809523808,1,16,25,0.955290985249146,0.8870534747944517,71,0.8894344271754041,17981,1290,1845,1386127,58.32248760992661,0.7,0.7000181806245045,17853,128,930,167,135,-0.023086715938061553
F_hgb_quality_segment_r0.7,6bba,128,128,0.7684376782345457,0.030303030303030304,5,40,120,0.8394755356962444,0.791552709690414,128,0.7945830127207171,87575,4908,21482,1507546,100.83210295857862,0.7,0.700026049925774,87141,434,16277,1178,523,-0.1170137521687481
F_hgb_quality_segment_r0.7,pooled,199,199,0.7814274398323968,0.028985507246376812,6,56,145,0.8807966257377319,0.8064814869125019,199,0.8093800376371395,105556,6198,23327,2893673,159.15459056850523,0.7,0.700022280351657,104994,562,17207,1345,658,-0.10239397658150284
F_hgb_quality_segment_r0.8,44b6,71,71,0.873485422188565,0.043478260869565216,2,20,24,0.9747416775405191,0.9024968508862052,71,0.9068446769731617,18455,1302,1371,1584144,65.08885293919593,0.8,0.8000202006938938,18401,54,382,89,69,-0.005676466140303926
F_hgb_quality_segment_r0.8,6bba,128,128,0.8323122702608087,0.05232558139534884,9,47,116,0.9067709524044079,0.8490826314255977,128,0.8543151895651326,95100,5203,13957,1722922,107.80963420076296,0.8,0.8000354761912502,94859,241,8559,636,276,-0.057281575324332534
F_hgb_quality_segment_r0.8,pooled,199,199,0.8387375542884156,0.05045871559633028,11,67,140,0.9310218141363872,0.8574181975670851,199,0.8624640691267181,113555,6505,15328,3307066,172.8984871399589,0.8,0.8000281588809216,113260,295,8941,725,345,-0.04930994509192421
F_hgb_quality_segment_r0.9,44b6,71,71,0.8847045465297819,0.061224489795918366,3,23,23,0.9850555846880167,0.9066162734262319,71,0.9127387224058237,18700,1311,1126,1782158,70.99120010901242,0.9,0.9000207057112412,18673,27,110,36,25,0.00021757929235799445
F_hgb_quality_segment_r0.9,6bba,128,128,0.8807513294969306,0.08376963350785341,16,66,109,0.9577975786726487,0.8897346605261063,128,0.8981116238768916,100861,5460,8196,1938275,112.74540991941467,0.9,0.900034222451507,100790,71,2628,224,121,-0.013485141012573587
F_hgb_quality_segment_r0.9,pooled,199,199,0.8813673021068306,0.07916666666666666,19,89,132,0.9675227968992373,0.892365077999015,199,0.9002817446656817,119561,6771,9322,3720433,183.7366100284271,0.9,0.9000277476257879,119463,98,2738,260,146,-0.011492269552960677
F_hgb_quality_segment_r0.95,44b6,71,71,0.8860466215896733,0.0784313725490196,4,25,22,0.986648172767959,0.9042724096627529,71,0.9121155469176548,18739,1323,1087,1881157,74.13622150151059,0.95,0.9500169180811361,18733,6,50,11,12,-0.00040559619581082007
F_hgb_quality_segment_r0.95,6bba,128,128,0.8958336969612344,0.08717948717948718,17,70,108,0.9736035093599481,0.9005052616700095,128,0.9092232103879583,102650,5529,6407,2045937,116.11079760733992,0.95,0.9500268625348668,102619,31,799,85,51,-0.0023735545015068915
F_hgb_quality_segment_r0.95,pooled,199,199,0.8943087633992707,0.08536585365853659,21,95,130,0.9782576355004946,0.9010922245970258,199,0.9096288099628794,121389,6852,7494,3927094,190.2470191088505,0.95,0.9500220989155685,121352,37,849,96,63,-0.0021452042557629225
F_hgb_quality_segment_r0.98,44b6,71,71,0.8874331930189661,0.09803921568627451,5,25,21,0.9873470266488722,0.9034519176548854,71,0.9132558392235128,18763,1317,1063,1940564,77.19652079977095,0.98,0.9800184836349128,18760,3,23,6,1,0.0007346961100471727
F_hgb_quality_segment_r0.98,6bba,128,128,0.9008210381202503,0.09137055837563451,18,72,107,0.978627983921395,0.9028137079403827,128,0.9119507637779461,103244,5554,5813,2110546,118.55636351555586,0.98,0.9800279258919081,103234,10,184,23,14,0.0003539988884809775
F_hgb_quality_segment_r0.98,pooled,199,199,0.8987359488486527,0.09274193548387097,23,97,128,0.9817387981608467,0.9029131058807287,199,0.9121872994291158,122007,6871,6876,4051110,195.7528843153268,0.98,0.9800234028362573,121994,13,207,29,15,0.00041328521047345745
F_hgb_quality_segment_r0.99,44b6,71,71,0.8880272366181199,0.09803921568627451,5,25,21,0.9879179476481161,0.9033137129453142,71,0.9131176345139416,18780,1322,1046,1960364,77.07058526901528,0.99,0.9900178271123613,18779,1,4,1,1,0.000596491400475907
F_hgb_quality_segment_r0.99,6bba,128,128,0.9017205877220535,0.09137055837563451,18,72,107,0.9796021779429379,0.9028131084885189,128,0.9119501643260823,103348,5555,5709,2132088,118.95907806418836,0.99,0.990030911649889,103344,4,74,12,4,0.00035339943661716333
F_hgb_quality_segment_r0.99,pooled,199,199,0.8995875073659398,0.09274193548387097,23,97,128,0.9825691108528256,0.9028910900961522,199,0.9121652836445393,122128,6877,6755,4092452,196.02966333320364,0.99,0.990024643859102,122123,5,78,13,5,0.00039126942589695624
F_hgb_quality_segment_r0.995,44b6,71,71,0.8881690940041611,0.09803921568627451,5,25,21,0.9885509592005769,0.9030870568464925,71,0.9128909784151199,18783,1322,1043,1970265,76.57060971530154,0.995,0.9950180038684329,18782,1,1,1,1,0.00036983530165424217
F_hgb_quality_segment_r0.995,6bba,128,128,0.9019691668775138,0.09137055837563451,18,72,107,0.9799068696892645,0.9026123223761987,128,0.9117493782137621,103381,5560,5676,2142853,119.20015869522467,0.995,0.9950296184405614,103378,3,40,7,4,0.0001526133242969463
F_hgb_quality_segment_r0.995,pooled,199,199,0.8998195411188451,0.09274193548387097,23,97,128,0.9829909418264664,0.9026862713658336,199,0.9119604649142207,122164,6882,6719,4113118,195.77076841052622,0.995,0.9950240547966017,122160,4,41,8,5,0.00018645069557832183
F_hgb_quality_tracklet_r0.5,44b6,71,71,0.7851451337507115,0.02857142857142857,1,9,25,0.8891299865524199,0.831339402340611,71,0.8341965451977539,16554,1258,3272,990299,45.76393469423056,0.5,0.5001181740592789,16202,352,2581,388,324,-0.07832459791571178
F_hgb_quality_tracklet_r0.5,6bba,128,128,0.6078890410353814,0.02112676056338028,3,17,122,0.6505512440688132,0.6382283692881535,128,0.6403410453444915,68810,4138,40247,1077360,87.95104175526649,0.5,0.5002700183928264,67502,1308,35916,2540,1115,-0.27125571954497363
F_hgb_quality_tracklet_r0.5,pooled,199,199,0.6357211477595156,0.022598870056497175,4,26,147,0.735672302944874,0.6685499610551312,199,0.6708098480607809,85364,5396,43519,2067659,133.71497644949704,0.5,0.5001972815068001,83704,1660,38497,2928,1439,-0.24096416615786143
F_hgb_quality_tracklet_r0.7,44b6,71,71,0.8583005544760912,0.02631578947368421,1,12,25,0.9497906651296885,0.8941272894721385,71,0.8967588684195069,18111,1275,1715,1386252,58.06273365812376,0.7,0.7000813077929227,17924,187,859,207,160,-0.015762274693958744
F_hgb_quality_tracklet_r0.7,6bba,128,128,0.7558213981880213,0.05128205128205128,8,31,117,0.8165185879912199,0.7785310293319502,128,0.7836592344601553,86178,4962,22879,1507785,102.70978180458769,0.7,0.7001370291104438,85529,649,17889,1244,643,-0.1279375304293099
F_hgb_quality_tracklet_r0.7,pooled,199,199,0.7718250444049733,0.04639175257731959,9,43,142,0.8640679220456484,0.7965831066352222,199,0.8012222818929542,104289,6237,24594,2894037,160.77251546271145,0.7,0.700110337333233,103453,836,18748,1451,803,-0.11055173232568816
F_hgb_quality_tracklet_r0.8,44b6,71,71,0.877190489722459,0.024390243902439025,1,15,25,0.973884920237724,0.9063120035747851,71,0.908751027965029,18521,1288,1305,1584259,65.04542320175096,0.8,0.8000782776888387,18433,88,350,119,85,-0.0037701151484366147
F_hgb_quality_tracklet_r0.8,6bba,128,128,0.8201142437257801,0.05917159763313609,10,44,115,0.8876168371155813,0.8366011942954737,128,0.8425183540587874,93753,5260,15304,1723111,109.09974147053435,0.8,0.8001232379732693,93467,286,9951,621,318,-0.06907841083067778
F_hgb_quality_tracklet_r0.8,pooled,199,199,0.829012559901352,0.05238095238095238,11,59,140,0.9183959019481046,0.8474692675366325,199,0.8527073627747278,112274,6548,16609,3307370,174.14516467228532,0.8,0.8001017009754247,111900,374,10301,740,403,-0.05906665144391454
F_hgb_quality_tracklet_r0.9,44b6,71,71,0.8844989117062553,0.021739130434782608,1,20,25,0.9826290026596954,0.9064111959833939,71,0.9085851090268722,18693,1308,1133,1782215,71.55564368702471,0.9,0.9000494917000399,18673,20,110,42,28,-0.003936034086593487
F_hgb_quality_tracklet_r0.9,6bba,128,128,0.874980355178375,0.07065217391304347,13,59,112,0.9490099369114933,0.8838612339113148,128,0.8909264513026192,100215,5477,8842,1938407,113.47405913332477,0.9,0.9000955163945046,100107,108,3311,201,115,-0.020670313586846012
F_hgb_quality_tracklet_r0.9,pooled,199,199,0.8764631305834832,0.06086956521739131,14,79,137,0.9610046789623594,0.8873740069928913,199,0.8934609635146304,118908,6785,9975,3720622,185.02970282034948,0.9,0.9000734695200677,118780,128,3421,243,143,-0.0183130507040119
F_hgb_quality_tracklet_r0.95,44b6,71,71,0.8866237820452181,0.08163265306122448,4,23,22,0.9861458598673976,0.9048616746057057,71,0.9130249399118281,18745,1316,1081,1881212,74.90776133490726,0.95,0.9500446940352401,18741,4,42,12,6,0.0005037967983624325
F_hgb_quality_tracklet_r0.95,6bba,128,128,0.8925077453418859,0.08376963350785341,16,66,109,0.9683607076935506,0.8971407914099971,128,0.9055177547607824,102268,5528,6789,2046038,115.50186209613457,0.95,0.9500737616882209,102231,37,1187,78,43,-0.006079010128682727
F_hgb_quality_tracklet_r0.95,pooled,199,199,0.8915912088235944,0.08333333333333333,20,89,131,0.9747061639967824,0.8983434623046876,199,0.906676795638021,121013,6844,7870,3927250,190.40962343104184,0.95,0.9500598376219583,120972,41,1229,90,49,-0.005097218580621399
F_hgb_quality_tracklet_r0.98,44b6,71,71,0.8875124119343705,0.1,5,24,21,0.9869724780104995,0.9035294587853351,71,0.9135294587853351,18770,1323,1056,1940603,77.32035069866106,0.98,0.9800381793114593,18770,0,13,3,4,0.0010083156718694308
F_hgb_quality_tracklet_r0.98,6bba,128,128,0.9005383615311455,0.09326424870466321,18,68,107,0.9783763806523628,0.9025230781636095,128,0.9118495030340759,103208,5550,5849,2110665,116.60226644063368,0.98,0.9800831833102165,103191,17,227,31,18,0.0002527381446106869
F_hgb_quality_tracklet_r0.98,pooled,199,199,0.8985090898376499,0.09465020576131687,23,92,128,0.9814433299610447,0.9026798590334708,199,0.9121448796096026,121978,6873,6905,4051268,193.92261713929474,0.98,0.9800616253722161,121961,17,240,34,22,0.00037086539096020665
F_hgb_quality_tracklet_r0.99,44b6,71,71,0.8879273655837707,0.1,5,24,21,0.9880518618908795,0.9032122621184627,71,0.9132122621184627,18777,1321,1049,1960410,77.10865844972432,0.99,0.9900410579103393,18777,0,6,1,0,0.0006911190049970761
F_hgb_quality_tracklet_r0.99,6bba,128,128,0.9020251110277373,0.09230769230769231,18,70,107,0.9798367061356553,0.9031065102544893,128,0.9123372794852586,103382,5554,5675,2132174,118.19249654561281,0.99,0.9900708455824481,103381,1,37,9,0,0.0007405145957933845
F_hgb_quality_tracklet_r0.99,pooled,199,199,0.8998291076768956,0.09387755102040816,23,94,128,0.9827677416061122,0.90312298320391,199,0.9125107383059509,122159,6875,6724,4092584,195.30115499533713,0.99,0.9900565766106626,122158,1,43,10,0,0.0007367240873085157
F_hgb_quality_tracklet_r0.995,44b6,71,71,0.8881690940041611,0.09803921568627451,5,25,21,0.9885509592005769,0.9030858439203205,71,0.912889765488948,18783,1322,1043,1970298,77.35303681669757,0.995,0.9950346694408952,18783,0,0,0,0,0.00036862237548229704
F_hgb_quality_tracklet_r0.995,6bba,128,128,0.9022134587364876,0.09230769230769231,18,70,107,0.9801503303257713,0.9028440220153557,128,0.912074791246125,103409,5560,5648,2142954,118.81881720665842,0.995,0.9950765175939156,103407,2,11,5,2,0.00047802635665983306
F_hgb_quality_tracklet_r0.995,pooled,199,199,0.900025779840165,0.09349593495934959,23,95,128,0.9831475396228125,0.9028816904103484,199,0.9122312839062834,122192,6882,6691,4113252,196.171854023356,0.995,0.9950564713777313,122190,2,11,5,2,0.0004572696876410376
F_logistic_quality_tracklet_r0.5,44b6,71,71,0.6638495869338145,0.03571428571428571,1,2,25,0.734903866076745,0.7028081344926785,71,0.7063795630641071,13982,1236,5844,990209,47.47532993089408,0.5,0.5000727224980178,13133,849,5650,819,733,-0.20614158004935856
F_logistic_quality_tracklet_r0.5,6bba,128,128,0.5879849214214923,0.022900763358778626,3,6,122,0.6235397410970788,0.6173554632556844,128,0.6196455395915622,66447,3951,42610,1077776,87.91661515133455,0.5,0.5004631871828793,64887,1560,38531,2956,1344,-0.29195122529790296
F_logistic_quality_tracklet_r0.5,pooled,199,199,0.599903035727605,0.025157232704402517,4,8,147,0.6632726701099245,0.6307798248697186,199,0.6332955481401589,80429,5187,48454,2067985,135.39194508222863,0.5,0.5002761457265632,78020,2409,44181,3775,2077,-0.2784784660784835
F_logistic_quality_tracklet_r0.7,44b6,71,71,0.7914229099830157,0.03333333333333333,1,4,25,0.8874191152106689,0.8247222280365235,71,0.8280555613698568,16775,1370,3051,1386206,58.929450559895486,0.7,0.7000580769949448,16097,678,2686,518,566,-0.08446558174360885
F_logistic_quality_tracklet_r0.7,6bba,128,128,0.7513765576836947,0.061224489795918366,9,22,116,0.8052671810441827,0.7739567730908006,128,0.7800792220703924,85560,4814,23497,1508062,103.74293945496902,0.7,0.700265653521128,84397,1163,19021,1690,941,-0.1315175428190728
F_logistic_quality_tracklet_r0.7,pooled,199,199,0.7576610126825946,0.05649717514124294,10,26,141,0.8345776701186576,0.7819233717642705,199,0.7875730892783948,102335,6184,26548,2894268,162.6723900148645,0.7,0.7001662196484639,100494,1841,21707,2208,1507,-0.12420092494024759
F_logistic_quality_tracklet_r0.8,44b6,71,71,0.8385072655217966,0.08571428571428572,3,9,23,0.9356309650268375,0.8664778089981642,71,0.8750492375695927,17773,1370,2053,1584224,65.58457573130727,0.8,0.8000606020816815,17208,565,1575,366,414,-0.03747190554387292
F_logistic_quality_tracklet_r0.8,6bba,128,128,0.8162918444407454,0.06289308176100629,10,34,115,0.8781225106477942,0.8327329216490738,128,0.8390222298251744,93174,5086,15883,1723186,109.44658313784748,0.8,0.8001580640772452,92344,830,11074,1078,601,-0.07257453506429079
F_logistic_quality_tracklet_r0.8,pooled,199,199,0.8197710933286044,0.06701030927835051,13,43,138,0.8986406024111716,0.8380178478880094,199,0.8447188788158444,110947,6456,17936,3307410,175.03115886915475,0.8,0.8001113775668066,109552,1395,12649,1444,1015,-0.06705513540279795
