source,model,positive_fraction,steps,positives,loss,scope,seconds,positive_groups,available_positives,gpu_allocated_peak_bytes
6bba,temporal_image,1.0,1600,110979,0.48078073471784594,source_training_balanced_weighted_BCE,17.837020102888346,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,1700,110979,0.4837767967581749,source_training_balanced_weighted_BCE,19.131885022856295,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,1800,110979,0.4722923272848129,source_training_balanced_weighted_BCE,20.320873770862818,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,1900,110979,0.4770194163918495,source_training_balanced_weighted_BCE,21.442136006895453,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2000,110979,0.47064836412668226,source_training_balanced_weighted_BCE,22.553647919092327,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2100,110979,0.473187800347805,source_training_balanced_weighted_BCE,23.68920814106241,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2200,110979,0.47273901998996737,source_training_balanced_weighted_BCE,24.792795561719686,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2300,110979,0.459625706076622,source_training_balanced_weighted_BCE,25.960605641826987,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2400,110979,0.46183844298124316,source_training_balanced_weighted_BCE,27.096568326000124,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2500,110979,0.4530281528830528,source_training_balanced_weighted_BCE,28.20179734379053,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2600,110979,0.4563198074698448,source_training_balanced_weighted_BCE,29.317607110831887,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2700,110979,0.4535727533698082,source_training_balanced_weighted_BCE,30.446790345944464,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2800,110979,0.4433539575338364,source_training_balanced_weighted_BCE,31.594501151703298,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,2900,110979,0.45119860976934434,source_training_balanced_weighted_BCE,32.74672365793958,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3000,110979,0.4365962588787079,source_training_balanced_weighted_BCE,33.874931344762444,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3100,110979,0.439940325319767,source_training_balanced_weighted_BCE,35.02880825987086,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3200,110979,0.44237609058618543,source_training_balanced_weighted_BCE,36.218038932885975,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3300,110979,0.4317521086335182,source_training_balanced_weighted_BCE,37.34836760209873,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3400,110979,0.43412876486778257,source_training_balanced_weighted_BCE,38.504385417792946,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3500,110979,0.4265788722038269,source_training_balanced_weighted_BCE,39.631971946917474,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3600,110979,0.41515562862157823,source_training_balanced_weighted_BCE,40.78361910581589,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3700,110979,0.42278319895267485,source_training_balanced_weighted_BCE,41.91814084677026,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3800,110979,0.4176300287246704,source_training_balanced_weighted_BCE,43.08997981296852,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,3900,110979,0.4162500098347664,source_training_balanced_weighted_BCE,44.24328860966489,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4000,110979,0.41555825859308243,source_training_balanced_weighted_BCE,45.35907390480861,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4100,110979,0.4111567005515099,source_training_balanced_weighted_BCE,46.562436029780656,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4200,110979,0.40940637797117235,source_training_balanced_weighted_BCE,47.852302881889045,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4300,110979,0.404746533036232,source_training_balanced_weighted_BCE,48.9558877707459,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4400,110979,0.3942261177301407,source_training_balanced_weighted_BCE,50.06607762305066,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4500,110979,0.38765438586473466,source_training_balanced_weighted_BCE,51.15137796988711,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4600,110979,0.39012624144554137,source_training_balanced_weighted_BCE,52.2339047556743,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4700,110979,0.39198714375495913,source_training_balanced_weighted_BCE,53.327885325066745,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4800,110979,0.3822860237956047,source_training_balanced_weighted_BCE,54.4356548958458,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,4900,110979,0.38333925485610965,source_training_balanced_weighted_BCE,55.567697962746024,6344.0,110979.0,231518208.0
6bba,temporal_image,1.0,5000,110979,0.3830773290991783,source_training_balanced_weighted_BCE,56.67740836087614,6344.0,110979.0,231518208.0
