embryo,direction,model_id,subset,n,prevalence,auroc,average_precision,ap_over_prevalence,brier,interpretation,randomization_unit
44b6,6bba->44b6,hgb_predicted_temporal_leaf7,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.5724760023438046,0.008503040765732358,1.2852505593965342,0.008881638757884502,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C0.1,all,2890526,0.0066036423820439605,0.6969870337245536,0.015577333213380985,2.358900181472196,0.0073454962112009525,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C0.1,high_confidence,2256020,0.007533621155840817,0.6869271179741336,0.016878171618746718,2.2403796619984098,0.008305003866553307,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C0.1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.696946664143225,0.015597125860181906,2.357534826548651,0.007357174996286631,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C1,all,2890526,0.0066036423820439605,0.6944397285843269,0.015375868510913774,2.3283920632532245,0.007354820612818003,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C1,high_confidence,2256020,0.007533621155840817,0.6843377886034576,0.016638995345131573,2.208631812104244,0.008317265659570694,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6944023271835893,0.015395930382532709,2.32712375275505,0.00736649613827467,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C10,all,2890526,0.0066036423820439605,0.6940366256367645,0.015345635190273552,2.323813783738508,0.007356029003858566,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C10,high_confidence,2256020,0.007533621155840817,0.6839468320988802,0.016604376278569477,2.204036536360221,0.008318851701915264,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_all_C10,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6939989181925442,0.015365679573875548,2.322551286290406,0.0073677063919603825,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C0.1,all,2890526,0.0066036423820439605,0.617234770112135,0.010907689558935885,1.6517686646077487,0.007417032495141029,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C0.1,high_confidence,2256020,0.007533621155840817,0.6115120898654686,0.012121022907166,1.6089238702650412,0.00838535651564598,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C0.1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6170031360018566,0.010917472624811582,1.6501964632209898,0.007429356686770916,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C1,all,2890526,0.0066036423820439605,0.6150631793085239,0.010808524563765364,1.636751952703397,0.007428160402923822,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C1,high_confidence,2256020,0.007533621155840817,0.6094085938355709,0.012002020686917973,1.5931277188809534,0.008400099352002144,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6148369901759891,0.010818513323488103,1.6352385792254123,0.00744048785418272,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C10,all,2890526,0.0066036423820439605,0.6148223888698687,0.010797917085338584,1.6351456454848803,0.007429413963109255,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C10,high_confidence,2256020,0.007533621155840817,0.6091770418604634,0.01198936523988679,1.5914478564656034,0.008401751518249512,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_appearance_quality_C10,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6145967917858135,0.010807927010522023,1.6336384381657063,0.007441740948706865,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C0.1,all,2890526,0.0066036423820439605,0.6940868841675181,0.03903280414261005,5.910799205109077,0.00822282861918211,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C0.1,high_confidence,2256020,0.007533621155840817,0.6788553544318576,0.040538546286566134,5.381017368405445,0.009086350910365582,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C0.1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6944422187369658,0.03997130776899648,6.041738136426428,0.00823153555393219,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C1,all,2890526,0.0066036423820439605,0.6940834958356251,0.03902973394073042,5.910334279587371,0.008223054930567741,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C1,high_confidence,2256020,0.007533621155840817,0.6788520110254063,0.04053575523533076,5.380646889033355,0.009086606092751026,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6944388237002569,0.03996807485791866,6.041249475853613,0.008231757208704948,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C10,all,2890526,0.0066036423820439605,0.694083161991488,0.03902953092703034,5.910303536901996,0.008223079144954681,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C10,high_confidence,2256020,0.007533621155840817,0.678851674967485,0.04053548591136418,5.380611139430209,0.00908663310110569,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_geometry_time_C10,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6944384890057462,0.03996785577590596,6.0412163611965,0.008231780491769314,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C0.1,all,2890526,0.0066036423820439605,0.574789135705193,0.008684126653355566,1.3150510204744996,0.008454118855297565,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C0.1,high_confidence,2256020,0.007533621155840817,0.546857433921222,0.009021773156901588,1.1975347539087504,0.009473233483731747,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C0.1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.5747042728028094,0.00869680916857256,1.3145390169030993,0.008465507999062538,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C1,all,2890526,0.0066036423820439605,0.5747862164664581,0.008684046648206397,1.3150389051683489,0.008454356342554092,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C1,high_confidence,2256020,0.007533621155840817,0.5468566272087754,0.009021764014444702,1.1975335403546445,0.00947359949350357,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C1,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.5747013562236069,0.008696729314378695,1.314526946791928,0.008465745486319065,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C10,all,2890526,0.0066036423820439605,0.574785901232061,0.00868403965605185,1.3150378463353378,0.008454380556941032,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C10,high_confidence,2256020,0.007533621155840817,0.5468565439859239,0.009021765462740028,1.1975337325988915,0.00947363581508398,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,logistic_predicted_temporal_C10,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.574701041334208,0.008696722324490994,1.3145258902572923,0.008465769700706005,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_only_seed20260908,all,2890526,0.0066036423820439605,0.5791731431498753,0.010418461627797197,1.577684105990681,0.008304266259074211,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_only_seed20260908,high_confidence,2256020,0.007533621155840817,0.577112555842423,0.012027623434877389,1.5965261838992755,0.009209388867020607,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_only_seed20260908,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.5791418440701932,0.010433218838866973,1.577000595245918,0.00831619743257761,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_only_seed314159,all,2890526,0.0066036423820439605,0.5891024666522263,0.009862711059047766,1.4935259192511054,0.008554150350391865,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_only_seed314159,high_confidence,2256020,0.007533621155840817,0.5881746838047955,0.01163454332547544,1.5443494018086081,0.009370891377329826,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_only_seed314159,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.5890993619383481,0.009876590405993285,1.4928651636471368,0.008566569536924362,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_plus_tabular_seed20260908,all,2890526,0.0066036423820439605,0.698958195276431,0.01618313629805511,2.4506378997837404,0.007888064719736576,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_plus_tabular_seed20260908,high_confidence,2256020,0.007533621155840817,0.6787133927367155,0.017491060276787783,2.3217334552623425,0.008971956558525562,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_plus_tabular_seed20260908,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6989753043106139,0.016204592127150426,2.4493544921184385,0.007899300195276737,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_plus_tabular_seed314159,all,2890526,0.0066036423820439605,0.6791562392955499,0.015092374154524538,2.2854620649298614,0.007622155826538801,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_plus_tabular_seed314159,high_confidence,2256020,0.007533621155840817,0.6673183273421612,0.016760189618977416,2.2247189329374812,0.0086233951151371,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,image_plus_tabular_seed314159,exclude_ambiguous_diagnostic,2885187,0.0066158623340532175,0.6791557416526681,0.015109301745038948,2.2837992966190113,0.007634263951331377,"Matched sparse-GT membership, not true-cell status",
44b6,6bba->44b6,hgb_all_leaf7_shuffled,independent_randomized_outer_target,2890526,0.004858285308625489,0.5010917299322174,0.004852716097259444,,0.005964963231235743,,maximal predicted nonbranching tracklet
44b6,6bba->44b6,hgb_all_leaf7_synthetic,independent_randomized_outer_target,2890526,0.006637200288113651,0.5043739261787059,0.006742499166848775,,0.008329072967171669,,maximal predicted nonbranching tracklet
