embryo,variant_id,model_id,policy,seed,requested_keep,source_rule_role,baseline_score,delta,n,edge_jaccard,division_jaccard,division_tp,division_fp,division_fn,node_recall,adj_edge_jaccard,n_adj,score,edge_tp,edge_fp,edge_fn,num_pred_nodes,realized_keep,prevalence,annotation_recall,specificity,precision,phi,deleted_annotation_rate,deleted_rate_relative_to_population,candidate_nodes,matched_nodes,kept_matched_nodes,old_tp_endpoint_survival,old_tp_rematched_survival,newly_recovered_tp,baseline_edge_jaccard,baseline_division_jaccard,baseline_adj_edge_jaccard,baseline_edge_tp,baseline_edge_fp,baseline_edge_fn,baseline_count_ratio_of_sums,filtered_count_ratio_of_sums,baseline_count_ratio_mean_of_ratios,filtered_count_ratio_mean_of_ratios,rematched_nodes,rematched_gt_node_recall,gt_node_recall_mean_of_ratios,fp_retained_ratio,alpha0_score,alpha0_delta,count_effect,graph_effect,division_effect,count_share_of_positive_delta,break_even_weighted_tp_ratio,measured_weighted_tp_ratio
44b6,random__random_tracklets__s0__r0.5,random,random_tracklets,0,0.5,preregistered_descriptive,0.7030718155462877,-0.29675098025144775,71,0.3887191646527746,0.0,0,0,26,0.49510579867924964,0.40632083529484,71,0.40632083529484,8525,2105,11301,1446131,0.5003002913656546,0.0066036423820439605,0.4930322715842414,0.4996513941795017,0.00650770919093775,-0.0011851591288808403,0.006699690874033765,1.014544774903464,2890526,19088,9411,0.48895820336868373,0.4882719900187149,698,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.5521754735640347,1.107900397988214,0.5543705297175049,10624,0.5260187156508392,0.49510579867924964,0.7632342277012327,0.3887191646527746,-0.3210753801577107,0.03002596962985743,-0.32677694988130507,-1.1102230246251565e-16,,0.9202767662337745,0.531848405938445
44b6,random__random_tracklets__s0__r0.3,random,random_tracklets,0,0.3,preregistered_descriptive,0.7030718155462877,-0.4396190369308998,71,0.24687058823529412,0.0,0,0,26,0.3050279738076264,0.2634527786153879,71,0.2634527786153879,5246,1424,14580,867839,0.3002356664496358,0.0066036423820439605,0.28960603520536465,0.699693672647642,0.006369845097996287,-0.0018907828175130064,0.006703953701190545,1.0151903015552965,2890526,19088,5528,0.2858390517779164,0.28558951965065504,668,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.33136652958987695,1.107900397988214,0.33283063211463887,6652,0.32935584492746445,0.30502797380762636,0.5163161711385061,0.24687058823529412,-0.4629239565751912,0.036625021904001964,-0.4762440588349017,-1.1102230246251565e-16,,0.8733984585824415,0.3272770230067517
44b6,random__random_tracklets__s0__r0.1,random,random_tracklets,0,0.1,preregistered_descriptive,0.7030718155462877,-0.5988747361519401,71,0.09568931657501964,0.0,0,0,26,0.11278258439951652,0.10419707939434764,71,0.10419707939434764,1949,542,17877,289868,0.10028209398566212,0.0066036423820439605,0.10132020117351215,0.8997248068737684,0.00667200242869168,0.00028177847262241126,0.006596023006485281,0.9988461859201526,2890526,19088,1934,0.10068621334996881,0.10068621334996881,335,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.11068015288453094,1.107900397988214,0.11132923634971835,2470,0.12229539040451552,0.11278258439951652,0.19651921682378534,0.09568931657501964,-0.6141052282354656,0.03970591916658292,-0.638580655318523,0.0,,0.8203292297629469,0.12157493444207962
44b6,random__random_nodes__s1__r0.9,random,random_nodes,1,0.9,preregistered_descriptive,0.7030718155462877,-0.12090294943282909,71,0.5813301282051282,0.0,0,0,26,0.8609344002858386,0.5821688661134586,71,0.5821688661134586,13059,2638,6767,2601508,0.9000119701396908,0.0066036423820439605,0.8980511316010059,0.09997499510698124,0.006589255155086972,-0.0005329349190205746,0.006733144648430202,1.0196107328189625,2890526,19088,17142,0.8081721771678103,0.8079850280723643,107,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.9933324933084381,1.107900397988214,0.9971290609024763,17558,0.8693370302520176,0.8609344002858385,0.9564902102973168,0.5813301282051282,-0.12846441660535712,0.007066971953610557,-0.12796992138643964,0.0,,0.983815247878971,0.8146345716871142
44b6,random__random_nodes__s1__r0.8,random,random_nodes,1,0.8,preregistered_descriptive,0.7030718155462877,-0.2269101337477344,71,0.47032887929095246,0.0,0,0,26,0.7838555655375751,0.47616168179855334,71,0.47616168179855334,10454,2401,9372,2312450,0.8000101019676004,0.0066036423820439605,0.7996123218776194,0.19998725377319657,0.006600358926679496,-8.108149880956755e-05,0.006616777032777697,1.0019890009140184,2890526,19088,15263,0.6404865876481597,0.6402370555208983,191,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.8829616223171705,1.107900397988214,0.8863383371671342,16053,0.7948210130217359,0.7838555655375752,0.8705583756345178,0.47032887929095246,-0.23946566551953286,0.012919158531539882,-0.23982929227927416,-1.1102230246251565e-16,,0.9629101425848648,0.652139515161532
44b6,random__random_nodes__s1__r0.7,random,random_nodes,1,0.7,preregistered_descriptive,0.7030718155462877,-0.32586721111256944,71,0.3685944363103953,0.0,0,0,26,0.6991421674130118,0.3772046044337183,71,0.3772046044337183,8056,2030,11770,2023399,0.7000106555000716,0.0066036423820439605,0.7002305113160101,0.2999908060003385,0.006605716420735604,3.911679014891554e-05,0.006598802712866743,0.9992671212495733,2890526,19088,13366,0.48833437305053023,0.4881472239550842,231,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.772593424132388,1.107900397988214,0.77554761588235,14413,0.7136208347774422,0.6991421674130118,0.7360406091370558,0.3685944363103953,-0.34120010850009,0.01770787185219691,-0.3435750829647663,-5.551115123125783e-17,,0.9367091236992631,0.5025532053221289
44b6,random__random_nodes__s1__r0.5,random,random_nodes,1,0.5,preregistered_descriptive,0.7030718155462877,-0.4937697525201203,71,0.20023798191337458,0.0,0,0,26,0.5203886068754454,0.20930206302616744,71,0.20930206302616744,4207,1184,15619,1445282,0.5000065731980962,0.0066036423820439605,0.4955469404861693,0.4999637812134547,0.0065447435171821135,-0.0007272095599894467,0.006662542795541791,1.008919382681592,2890526,19088,9459,0.24747348721147847,0.2472239550842171,244,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.5518513003203549,1.107900397988214,0.5539604208772995,10711,0.5303262860820914,0.5203886068754455,0.42929659173313994,0.20023798191337458,-0.5095565628971107,0.024904896526743367,-0.5186746490468637,0.0,,0.8815896252287333,0.26244620140187036
44b6,random__random_nodes__s1__r0.3,random,random_nodes,1,0.3,preregistered_descriptive,0.7030718155462877,-0.618462814707087,71,0.07928691027282576,0.0,0,0,26,0.3283920834511544,0.08460900083920081,71,0.08460900083920081,1610,480,18216,867190,0.300011139840984,0.0066036423820439605,0.29997904442581724,0.6999886468034483,0.006602935919464016,-5.710304066339944e-06,0.006603945167782316,1.000045851322776,2890526,19088,5726,0.09182782283218964,0.0917654398003743,139,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.3311187222457684,1.107900397988214,0.3323905232404447,6808,0.3370797643214339,0.32839208345115434,0.17403915881073242,0.07928691027282576,-0.6305076345376596,0.03023588627999524,-0.6486987009870822,-2.7755575615628914e-17,,0.8345691881728212,0.100433645014798
44b6,random__random_nodes__s1__r0.1,random,random_nodes,1,0.1,preregistered_descriptive,0.7030718155462877,-0.6920128874788505,71,0.010154836115021115,0.0,0,0,26,0.11930268686178261,0.011058928067437279,71,0.011058928067437279,202,66,19624,289081,0.10000982520136474,0.0066036423820439605,0.10221081307627829,0.9000048059543685,0.006748973471103255,0.0005981469922678952,0.006587492720391936,0.9975544312187562,2890526,19088,1951,0.011166562694946975,0.011166562694946975,23,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.11037965306971825,1.107900397988214,0.1108090782203186,2441,0.12085953359409814,0.11930268686178261,0.023930384336475707,0.010154836115021115,-0.6996397086954642,0.03546660839052278,-0.7274794958693732,1.734723475976807e-18,,0.8011176308161542,0.01260113413288766
44b6,random__random_tracklets__s1__r0.9,random,random_tracklets,1,0.9,preregistered_descriptive,0.7030718155462877,-0.060397685495485076,71,0.6418214871635702,0.0,0,0,26,0.8555673165123645,0.6426741300508026,71,0.6426741300508026,14475,2727,5351,2602350,0.9003032666026876,0.0066036423820439605,0.8885163453478625,0.09961837936253543,0.006517186389225124,-0.0032077166342509515,0.007384376214535562,1.1182277578529243,2890526,19088,16960,0.8872738615096694,0.8872738615096694,252,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.9936539937456328,1.107900397988214,0.9976287010881376,17428,0.8629004307570431,0.8555673165123644,0.9887599709934736,0.6418214871635702,-0.06797305764691508,0.0073659599241583384,-0.06776364541964341,0.0,,0.9877624911271617,0.9029083311904839
44b6,random__random_tracklets__s1__r0.8,random,random_tracklets,1,0.8,preregistered_descriptive,0.7030718155462877,-0.1124424117502898,71,0.5834704861883369,0.0,0,0,26,0.7734742563846212,0.5906294037959979,71,0.5906294037959979,13117,2655,6709,2313523,0.8003813146811342,0.0066036423820439605,0.7917539815590947,0.19956133477372662,0.006532461531612178,-0.0017597784408170838,0.006889045637544345,1.043219065931921,2890526,19088,15113,0.7907049282595134,0.7901434809731753,451,0.7097945448104853,0.0,0.7030718155462877,16030,2758,3796,1.1036880911197913,0.88337132536837,1.107900397988214,0.8870597079090937,15928,0.7886319750457988,0.7734742563846212,0.9626540971718637,0.5834704861883369,-0.12632405862214846,0.01411786278445204,-0.12656027453474206,2.220446049250313e-16,,0.9739805568484269,0.8182116575862186
